,deg N,deg E,Launch Az,Launch El,Tip-Off,Thrust Pitch,Thrust Yaw,mdot,Ve,mass,drag,Wind,x,y,z,lat,long,height
0,-0.0012915667310184982,0.00018878167523022672,0.9157516779354342,0.12132789573773708,False,0.00837956451126183,-0.02066455771796127,-0.013721871269225108,0.0072417317373334456,3.7948930491856188,0.017685904977861436,False,-2386726.297090463,-4116353.647790578,4419110.435226472,43.07196221813855,-120.10582916403574,125586.78351089661
1,-0.0006212015934552613,-0.00044175800904289886,0.8979444422528914,0.12536987463278457,True,0.03915926980421483,-0.02602287046239345,0.00246287498942671,-0.002402133224397561,1.1673478926066874,0.018970904496255044,True,-2424785.098609887,-4091944.069988955,4416037.492148098,43.063065702952045,-120.64993584323624,122164.62703453739
2,-4.876704335106626e-05,-0.0015262715404141408,0.726887944724864,0.45708412136501175,True,0.027356864375986664,-0.022064743150305516,-0.004453565137177606,0.007464381531843469,1.650577373878909,0.0037303310682681515,False,-2385590.5427579987,-4090563.24368613,4444578.611507672,43.37398591929091,-120.2504658087608,126366.15486820308
3,0.0001139990428137293,0.0006956355049733044,0.9884386167498402,0.7665411781862989,True,0.027031870032601032,-0.04428446553082748,0.041786965293196546,-0.008303824726661286,5.886818346074736,0.0007989971413225506,True,-2419249.885592501,-4091745.936190826,4405253.22425388,43.011433808409144,-120.59375512934285,112619.24530738167
4,0.0002651431214130974,0.0006418251772237146,1.2795543562002787,-0.28264026246918683,True,0.018192393578580778,-0.10706904429474876,-0.00649518006977879,0.0004969018312961366,8.507766189588853,-7.82849147496713e-05,False,-2382528.1082160496,-4077197.4213402104,4438381.270282297,43.41363302584649,-120.30006601618038,112598.98397077991
5,0.0010739075030655476,-0.00035547929177665217,1.2265222208968183,0.6662426116213447,True,0.005590762858798864,0.017678235283892958,-0.00906475679101961,0.0120972095604117,2.047091672090201,0.00534041563613491,False,-2384163.244862033,-4093928.9327431503,4444063.91255685,43.35741784319847,-120.21504852510745,127604.28751451412
6,0.0008401041675098781,-0.00023595958221258532,1.4778870685997139,-0.33125778501334724,False,-0.017984288728569428,0.015307175018285133,0.0003055834131548353,-0.012297407991490353,4.728210422425179,0.008435066880611705,True,-2423325.8533519446,-4115032.127233525,4385484.482869276,42.75018109252178,-120.49365982736064,115380.7172531058
7,-0.002031117974690716,-0.0011400884782918925,0.6607666734007428,0.31774589877810056,False,-0.03205312530189233,-0.037498541332662366,-0.0007100289139162214,0.0054416516411308815,3.868187193108808,-0.008969554500238867,True,-2427134.265117834,-4122138.5087830084,4382555.091466255,42.68285233032706,-120.48977395377896,119312.4194017963
8,-0.0005277425666107575,0.001334701994467375,1.4281918858719358,0.15670501165742776,False,-0.032037953842562514,0.019556289946088413,0.012733989228608671,0.011266941815791784,2.7222551343745147,-0.003939881588258416,True,-2428052.3843116397,-4125452.2792016407,4387627.092286393,42.695889695298455,-120.47911904868968,125192.76421834624
9,0.0004891726777929677,0.0003896499142620706,0.8630979063343764,0.4697180824196908,True,-0.02443271027969903,0.0922012377309334,0.008907797888226881,0.0028393219309092504,2.731184431160147,-0.009274213883219072,True,-2420327.9246007577,-4097511.3550929446,4413560.820957043,43.031876792183766,-120.56959982621305,122317.07015674691
10,0.001826237920935726,-0.0009509641563567789,1.4324295460390912,0.3917840285117014,False,0.05675095961625754,0.0077880547509037775,-0.007975643576147974,0.012614901722734103,5.557277164510893,-0.0070076277663408335,True,-2425894.619685501,-4121158.610585715,4385518.413104906,42.71092331618789,-120.48293219597596,120239.07266233773
11,-0.00010261623868637246,0.0007856611551719923,1.1965283842293712,0.4737858972134575,True,-0.022961765901509917,-0.00880867044843269,0.00188521241925738,-0.0005617472065720416,1.0753864143120637,0.004714288208864361,False,-2384502.956389044,-4092245.9432264864,4442623.14258385,43.355947741165494,-120.22884562396513,125682.10313384635
12,0.0013583668925711315,0.0011125840004303827,1.899400358254121,0.38401419917547336,False,0.06975342656213243,0.0019699559480375792,-0.020472142646768273,-0.003022921881750024,2.299186782628074,-0.003247652250743449,True,-2426498.8177439542,-4121151.6326712174,4385859.858268649,42.711338979131945,-120.4892126485341,120691.48820366412
13,-0.0005973597715757834,-0.0007508141020156571,1.4121107179552843,-0.014569998891755087,False,0.012749338546436102,-0.009449867101628859,-0.021516383827991675,-0.0023067926528008496,1.4259914976748214,-0.009973222143908065,True,-2426063.1478398805,-4118814.5570334494,4386671.669227809,42.7300043133686,-120.4989255194212,119600.33036121016
