0.088909,0.37749
0.10113,0.37254
0.20347,0.35082
0.30048,0.34465
0.40274,0.3456
0.50203,0.35186
0.60203,0.36289
0.70259,0.37904
0.80195,0.40154
0.90345,0.43755
1.0024,0.46098
1.1032,0.46033
1.2017,0.44593
1.3036,0.43163
1.4008,0.42005
1.5019,0.40617
1.6034,0.39365
1.7012,0.38142
1.8044,0.36954
1.9038,0.35893
2.0033,0.34904
2.1028,0.3403
2.202,0.33213
2.3007,0.32448
2.4001,0.31737
2.5032,0.31088
2.6055,0.3048
2.7006,0.29942
2.8065,0.29371
2.9034,0.28874
3.0045,0.28382
3.1026,0.27974
3.2035,0.27577
3.301,0.2721
3.4015,0.26849
3.5058,0.26492
3.6042,0.26172
3.7068,0.25853
3.8017,0.25572
3.9,0.25293
4.0072,0.25012
4.1058,0.24768
4.208,0.24527
4.3019,0.24315
4.4088,0.24085
4.5037,0.23896
