0.088465,0.37768
0.10083,0.37266
0.20313,0.35086
0.30365,0.34458
0.40188,0.34557
0.50114,0.3518
0.601,0.36277
0.7009,0.37875
0.80016,0.40109
0.90143,0.43724
1.0002,0.46098
1.1011,0.46074
1.2035,0.44575
1.3012,0.43205
1.4023,0.41997
1.5035,0.40612
1.61,0.39299
1.7041,0.38128
1.8033,0.36988
1.9032,0.35923
2.0035,0.34926
2.104,0.34045
2.2043,0.33222
2.304,0.32453
2.4045,0.31759
2.5028,0.31145
2.6,0.30567
2.702,0.29992
2.8022,0.29455
2.907,0.28922
3.0017,0.28462
3.1001,0.28055
3.2023,0.27654
3.3001,0.27288
3.4014,0.26928
3.5063,0.26574
3.6057,0.26253
3.7083,0.25937
3.8044,0.25655
3.9005,0.25392
4.0072,0.25121
4.1068,0.24878
4.209,0.24641
4.3033,0.24432
4.4105,0.24207
4.5094,0.24009
