0.0090394,0.4758
0.10009,0.35328
0.20225,0.33321
0.31224,0.32759
0.4237,0.33009
0.52274,0.3374
0.6304,0.35028
0.7416,0.36951
0.85389,0.39807
0.96201,0.42986
1.0618,0.44472
1.1714,0.43291
1.2708,0.41903
1.372,0.40663
1.4809,0.39237
1.5809,0.37991
1.6906,0.3663
1.791,0.35466
1.9025,0.34277
2.0044,0.33272
2.1003,0.32439
2.2013,0.31618
2.3138,0.30763
2.4133,0.30053
2.5207,0.29363
2.6243,0.28763
2.7202,0.28234
2.8331,0.27645
2.9309,0.2716
3.047,0.2664
3.1456,0.26253
3.2473,0.25873
3.3522,0.25503
3.4526,0.25167
3.5646,0.2481
3.662,0.24516
3.7712,0.24202
3.8748,0.23919
3.9709,0.2367
4.0744,0.23424
4.1892,0.23168
4.2874,0.22961
4.3977,0.22739
4.4998,0.22545
