,deg N,deg E,Launch Az,Launch El,Tip-Off,Thrust Pitch,Thrust Yaw,mdot,p_e,mass,drag,Wind,x,y,z,lat,long,height
0,0.0026054589310103744,-0.0011352197885419872,-0.03481990665069771,-0.12756702546958706,False,0.04203115052157465,0.02135552538776243,-0.035480980484992965,0.006124300222685486,5.332989245859344,0.011035445208250139,False,-1537483.805719678,-5040694.3167639645,3583184.527487754,34.391951211880546,-106.96245503649598,1375.3683935496956
1,0.00021051967967817197,0.000965258720283148,0.09234541629946182,-0.26216103559229603,False,0.05340759058626222,0.019886305126374952,-0.0022888717538844467,0.0017550662070348225,5.3178384546534385,-0.00891185017448045,True,-1491458.9123553857,-5062942.919909873,3571338.98636322,34.262641000384555,-106.41409797709701,1380.4420694084838
2,-0.002128617719752503,-0.0029733840524499558,-0.48422184040193744,-0.29166131837709985,False,0.023873602692652398,-0.011233653832161461,-0.018629599328506594,-0.0063565149852583104,3.1440686391069246,-0.0020880448013252417,False,-1539924.3755596646,-5034970.847165821,3590105.509700775,34.46766158526183,-107.00602855677846,1361.5574660599232
3,-0.0002465904772193906,0.0009279129159279382,-0.01999286990825475,0.02992141895334304,False,-0.10227701953099143,0.020797851074667622,0.001766917469401857,-0.02848397048305012,2.2458807132580945,0.023392785371665108,False,-1535634.48372125,-5034858.2700410215,3592083.817007377,34.48930206450609,-106.96173411531913,1359.7464541699737
4,-0.0001579034128878843,-0.0011401594480387205,-0.3219180497460655,-0.04588503629145598,False,0.01941338654103325,0.014418983403190144,0.024068146602095764,0.012634177747797785,0.3183742044103023,-0.03975056801791546,True,-1477475.862159093,-5051074.14874486,3593717.581423714,34.5071040683889,-106.30458121650021,1370.153244836256
5,-0.00044918305353877186,-0.006318802148998929,0.14231538646669767,-0.4490593043681248,True,0.04380354139216296,-0.020456895311924725,0.022638190069327414,0.01705513295289428,1.8044479904958215,0.005672900674102376,False,-1544532.2255860756,-5044835.706785729,3574322.592819309,34.29539174185351,-107.02254806136699,1346.768570445478
6,0.0017402402752252834,0.0032993397154679033,-0.10909033392006239,-0.11498036901462838,False,0.014364446070431082,0.0019485424124078955,-0.0029397868396696665,-0.012234934078775234,1.7246435215553513,0.01793878003181432,True,-1484509.905143849,-5057218.068886281,3582193.3886607755,34.381310665723454,-106.35922113596826,1345.52879821416
7,0.0006960647940840101,0.00032409568363926455,0.6267618880571345,-0.11212151796370376,False,-0.033255830777348463,-0.008994387049014242,0.036567748143950335,-0.01223828279845617,3.002243461296655,0.01237563620975491,True,-1483475.5819227376,-5058433.140884485,3581002.7864293987,34.368002795055894,-106.34471442683117,1395.276148297824
8,-0.005519345132818886,2.1705840816805927e-05,-0.18805893775991123,0.09617430667785826,False,-0.004843382098241746,0.010519048758210978,0.0005000336175742325,0.023842921485079254,4.288414100910466,0.012891144006743436,True,-1484819.142713147,-5061372.676463463,3576289.246536179,34.316661362494905,-106.3497332036456,1377.4346715547144
9,-0.007077481517760339,3.362360842967446e-05,0.33539386643485536,0.7157152509167708,False,-0.039284675476937925,-0.00022709612591705687,0.0019177900455902785,-0.010182729491660176,2.041179812305895,-0.017064767604263467,False,-1536986.3738832125,-5034411.164294285,3592125.543734125,34.48978081980483,-106.97722891678251,1356.1145768491551
10,0.004347557151830492,-0.003910340309728963,0.03940827610531459,0.22423745962950753,True,-0.02114651742486703,-0.025282433102461276,-0.03814257701153616,0.015713970931263112,6.681336387927514,-0.010472347099446343,True,-1478655.3694572286,-5084886.973322898,3545564.6702228873,33.98202742661253,-106.21412155899068,1379.4423764226958
11,-0.0026750046034370975,-0.000889152723487631,0.02392930600981247,-0.09347228757373079,False,-0.03477427352283167,-0.04800828386813706,0.03173967048126233,0.024389645661189802,2.0016870339540787,0.0069516308394392086,False,-1541011.1430624998,-5031402.090639633,3594626.32371281,34.51703682023154,-107.02870916516072,1371.2280884757638
12,0.002918752991447012,-0.004368033882471007,0.52471249991801,-0.07027024612689149,False,0.011322336261122438,-0.026650654130282867,0.01560919648540138,-0.00027965071991249495,5.343856502421821,0.003133325356672897,False,-1539312.0585345142,-5037341.287593183,3587127.309160123,34.43488278767334,-106.99211785580951,1398.439297515899
13,0.0006839136761612244,-0.0031051274700639765,0.2886259220723441,0.15157278282645978,False,-0.00606709140972909,-0.044579426512782676,-0.00831815249269927,-0.007402739030986657,0.40990711026433063,0.018944870086541523,False,-1539857.0469497018,-5029758.81452288,3597451.6255492093,34.547767472200334,-107.02193126257153,1400.0254711760208
14,0.004131224654598352,-0.000714565484126271,0.06965137135184014,-0.4474899008192972,False,-0.04030607280514997,0.008825627878324034,-0.001994098218585313,-0.03502015991654527,2.392054286845846,-0.005171722034188008,False,-1535884.9001113055,-5033178.905587644,3594331.3185309228,34.5138222319342,-106.96967633382336,1369.263878728263
15,-0.0004361395231609208,0.00014116809381580923,-0.142450255418096,0.25243170849069146,False,-2.9208271950404926e-05,0.05939587047402728,-0.010350369807730724,0.01924275641044951,4.463833103878997,0.0015262562673107462,False,-1533328.9211242208,-5037723.279152504,3589057.020463012,34.45626006114011,-106.92864549905077,1351.9204585757107
16,-0.0020424956554159156,-0.0008212364271189579,-0.053307913043901006,0.4491955579703568,False,0.003988775201270006,-0.014977765373304948,-0.02926974173199717,-0.02655042289329845,2.3185304557969206,0.00990865156750901,True,-1479188.3161735937,-5058294.804944831,3582928.6730206283,34.389136075724046,-106.30041114943565,1378.729036591947
17,0.00024020414566413277,-0.002055117223968352,-0.4092839452668075,-0.018841624367040496,True,-0.019358489850124467,0.0080345246764491,-0.008575012102511742,-0.013914068576651858,0.5014724928280038,0.01732477835861951,False,-1545008.5506979204,-5052542.825127118,3563346.2553215404,34.17552608948386,-107.00301977253106,1379.6484451284632
18,-0.0009900073267985442,-0.004566060006461289,0.7817455868010907,-0.11872325541686929,False,-0.04630129118760277,0.04823937688346418,-0.008808679138567185,0.03166460905950104,2.9968093136627454,0.012870623922076224,False,-1531679.2299683515,-5036419.234977494,3591637.895427411,34.48424982696913,-106.91560097435305,1388.2404318368062
19,-0.002341259739304646,0.004060302880838013,0.18034087074165983,0.8572043486169324,False,0.032019921815216776,-0.01694980022836365,0.011038030338819073,0.019063660208116322,3.433710543463943,0.015859187899469933,False,-1539520.968758378,-5037137.109696553,3587287.136249497,34.43675481836111,-106.99494023919168,1378.1308626448736
20,0.003085849722398328,0.0026983047908724486,0.21219808484743988,0.3464941909981018,False,0.014581266019326558,-0.039315341106709006,-0.004414095024146538,0.027765360288137076,2.922539192038698,-0.019441128108781323,False,-1539600.016670346,-5031478.9576481655,3595169.6353911683,34.5228056329522,-107.01377183986442,1399.33416615054
21,0.001653065662744134,-0.0003457802085684878,0.3243275654855359,-0.4609320528746056,True,-0.043564868372293834,0.014322944617735192,-0.01588039136895586,-0.02602947137734736,5.773800745883352,-0.0057465924268869095,False,-1541736.9515647227,-5051929.485607618,3565635.071561255,34.200402098257285,-106.97102794239291,1389.8896301826462
22,-0.004086746073507079,-0.004231279662743593,-0.022348313987245166,0.2061269363926848,True,-0.00788624093088757,-0.0770455918196281,-0.017479894144720336,-0.007020959941147094,4.496527993264078,0.009792021910883245,True,-1484757.3518225118,-5081714.755839787,3547520.574065537,34.00338608075034,-106.28711924609428,1363.6968882987276
23,-0.0017823436962347142,-0.0021977902000588257,-0.2056815270288672,0.13582102046681757,False,-0.02586605584574311,0.0016069666236037054,0.0318238529377594,0.009232129795701762,1.7369063887715273,0.0016023530885804725,False,-1537514.8477863118,-5031963.870324262,3595367.1162695787,34.525017748122785,-106.99051432548549,1390.9685991210863
24,-0.0016720583653467265,0.0040763391515597405,0.4005982389741209,0.28178736016334266,False,0.016688766998335363,0.04211043021548354,0.014769881657592866,-0.0014545824719242775,14.293763076477981,0.0064203433361948205,False,-1538149.0847239222,-5052561.681826665,3566302.3943256526,34.207612576758144,-106.93179850592288,1400.002906959504
25,-0.0007485008011103101,0.005140153546006448,-0.07425557488938812,0.07203871577273904,False,0.026679372342187674,-0.04653063666409568,-0.029987490108282222,-0.009090274393609583,0.768478941039408,0.0049771200250302745,True,-1483865.2067817443,-5054237.292106183,3586646.177906106,34.42991224659359,-106.36162458353495,1352.0052869422361
26,0.00392389301766391,0.0013604409774090737,0.3072249597560822,-0.32060166925089456,False,0.040187335680055856,-0.04447309202002542,0.010594384563734531,-0.00835520611345817,6.810287255021212,-0.001426829029487042,False,-1541464.7403039036,-5041071.221335576,3580923.792837769,34.36738281092614,-107.00264633968409,1355.926680491306
27,1.6935286740615823e-05,0.00048244913314648844,-0.28546129421993616,-0.26282986601996905,False,0.03357188677388331,0.019969661299697582,0.0011357827880562614,-0.0022633059725445503,1.5674429167291941,-0.015114199154646435,False,-1535246.3350638715,-5031058.234702941,3597509.302940521,34.548732550237375,-106.96976553554107,1346.2075430490077
28,0.0014643309529883976,0.0004259238284658195,0.3750600422073039,0.7062224637396594,False,-0.028635343683056397,0.05481831623705628,-0.0032270310454200965,7.620277440135285e-06,2.051552223847508,-0.017170448311421192,False,-1531180.713350719,-5035468.250611122,3593144.663715305,34.50082638609503,-106.91342103100015,1372.0851773964241
29,-0.004459586129992093,0.0028138145117897807,-0.14133432700923926,0.08366778374602377,True,0.02694567429222269,-0.016072931154823996,-0.017163720466940376,0.028490136048519712,9.90793484644501,-0.024283056871961632,False,-1548655.9286430525,-5060006.96149253,3551227.697294693,34.043620438484936,-107.01715258143588,1376.9782274225727
30,0.0021078057996187644,0.0015266808227739495,-0.09930252752784505,0.4076159506195843,False,-0.02719960609702882,0.0016048119745913773,-0.022743794326507492,0.004444128595139739,0.6643079408738091,0.016971075518175255,False,-1536719.7328177674,-5031271.431409148,3596626.3233226105,34.53893699922232,-106.98443624368213,1367.8478774456307
31,-0.003303270458655293,0.00019150583926235738,0.6091115922084125,-0.38488103378484795,False,0.016720138001365677,0.01056276158172017,0.0023688436233530257,-0.009488448645366562,0.3178773801915822,0.006576003583986756,False,-1533452.1712195745,-5031498.753314056,3597709.0035358234,34.55073626416592,-106.94967256242188,1375.4547228245065
32,0.005100465617507864,-0.001358430900119237,0.33111535786354007,0.15674615579936285,True,-0.00379935829839263,0.01922411792767412,-0.02630652509450119,0.002646311195185925,0.28495411461410075,-0.013438375253443047,False,-1542253.512801431,-5053609.015809213,3563060.9978792286,34.1723116251891,-106.97106948944192,1397.1079880381003
33,0.003188541117432972,-0.004079326597892741,0.7568650589324586,-0.2935106643216103,False,0.05189771954339164,-0.08985180945086069,-0.030827316667282112,-0.00956753728908371,1.506661509482993,-0.015381394342323119,True,-1491403.5497910401,-5054300.544728638,3583497.738685807,34.395351554270725,-106.44007295939153,1378.7119979728013
34,-0.0005284060576238426,0.003139433157717908,0.3914257453258057,0.12132412448379895,False,0.02880292007567532,-0.0021591628741814916,-0.008695302059047822,0.014892095906695655,2.4415544969684984,-0.014963566003470725,True,-1480424.3730190173,-5057088.251451289,3584087.887029122,34.40188571065451,-106.31699337613038,1364.447372926399
35,-0.0033416556354582787,0.004739029071901355,-0.2305036738089953,0.039537315414692006,True,-0.003190275252379045,-0.0006296741017009377,0.009341400641473565,0.0028017611375186244,2.5443944849133215,-0.011763522920145162,True,-1475453.282916016,-5078932.311374676,3555386.882119732,34.08874670772038,-106.19882490134576,1397.8874256080016
36,0.0008932311310911494,-0.0010631565361601443,-0.06827198000013293,0.049042656836437,True,0.04933111102448711,0.04782521231217329,0.007183579240280463,-0.00960307422154961,0.7116304467786887,0.010606627926075276,True,-1469917.221784294,-5077094.230148021,3560254.4592012176,34.141787998561774,-106.14675499954619,1389.7415967416018
