,deg N,deg E,Launch Az,Launch El,Tip-Off,Thrust Pitch,Thrust Yaw,mdot,p_e,mass,drag,Wind,x,y,z,lat,long,height
0,-0.0037973858213320626,0.00044893455233818784,-0.3059098392772351,0.3130626928168556,False,0.0032443472507872524,-0.015118519115977225,0.03075704306008406,0.015471484351570102,0.46042644807080924,0.013574512553105107,False,-1539059.5390008208,-5030974.721095204,3596079.635588025,34.53283328332248,-107.00975019711504,1387.6161713767797
1,-0.00082221674159457,-0.00010428361579133222,-0.2254133358453885,0.15983291999559338,False,0.009751104111053632,-0.011994271513267785,-0.010501942763723179,0.0364099452516797,2.150717953826087,0.02395355498555561,False,-1538920.4287231192,-5033429.922195816,3592673.0654077204,34.49575330850934,-107.00048373677429,1358.4885663576424
2,-0.00454391595785903,-0.0014052349924517573,-0.2574758171204549,0.23999363505226937,True,-0.04864089538735011,-0.01552717395972052,0.0012160092937854557,0.006452659878023591,0.9192369940837607,0.03571234724645943,False,-1549830.4659832423,-5059306.284010633,3551672.578328706,34.04858848800321,-107.03153424206405,1355.8506990894675
3,0.004732586569112412,-0.0027976390576385855,-0.27680431081414375,-0.2530324870242695,False,0.032904214145972666,0.03630451908540807,0.008926939418215148,-0.014789135729112933,1.4527624669665071,0.014627612876691627,False,-1534771.9456732054,-5033168.023385985,3594826.9697092418,34.51921447480337,-106.95811998581303,1373.983250494115
4,-0.0014071612668845512,-0.0013212581731106207,0.14953303511070265,0.32688113120295603,False,-0.04378471676629399,-0.051012685686189,-0.0032697609658498233,0.007889941988836337,1.5175322194563514,-0.007899615287625693,True,-1479361.413787155,-5054815.856153894,3587769.653927933,34.44189047076779,-106.31284088523148,1400.3560628695413
5,0.0004577601381160417,-0.003334214795163523,-0.36169762916735454,-0.058789410743051294,False,-0.01095367981264816,0.056070225327709444,0.0059584402922947125,-0.017672759194039652,3.1474702060498534,-0.0028177994645874034,False,-1533802.930244414,-5034917.570669974,3592842.9379841364,34.49737706642697,-106.94247520091727,1396.252674284391
6,-0.002287200727340119,0.0011756315959753987,0.453405274774121,0.6550646278289892,True,-0.05053313001099138,0.0527003482503192,0.008155011418171461,0.029242450859100252,2.7325708453871167,-0.017120335919068433,False,-1543207.1048987308,-5070429.026262565,3538767.373019362,33.908286332618395,-106.92785490303757,1360.8608117047697
7,0.004211247485891154,0.0001898764958173431,-0.26341697347336124,0.18928255481887676,False,-0.026716225169003405,-0.0016152601771191964,0.006869359304318616,0.0031329199069585084,1.9609836307936215,-0.019060648352014983,False,-1537290.6680599737,-5030354.539841368,3597708.0134456,34.55059572450137,-106.99330147445946,1396.3551083710045
8,0.0038035363028488586,0.0027910773780065908,-0.30536885355523946,-0.3631401460521579,False,-0.02826834824893081,0.025231872465491134,-0.03042610716233118,-0.0016151649917169075,1.1844686501629689,0.01449784234277713,False,-1535272.9528495371,-5033265.999055877,3594451.3075242443,34.51519981088548,-106.96302668967618,1358.751000600867
9,-0.00305688097917481,0.0013505044171249583,-0.3413158680792748,0.6778913856170692,False,0.02356648202665725,0.00013806554835286294,0.003348750961045754,0.006415662983650979,3.8222495432073087,0.005168616226967838,True,-1478783.2927586688,-5060827.499779335,3579494.737766444,34.35179941558178,-106.28846175579393,1352.8595539620146
10,-0.0018803489283529113,-0.002929046040179229,-0.4159183652776137,0.2861252446789241,True,0.010515856606553813,0.07245574473395888,-0.010490612015519225,0.019203223902648593,0.6323411813955626,-0.02347898599193457,True,-1465056.3049287456,-5083046.436689957,3553800.7931031403,34.071542233154936,-106.07825451402435,1388.7630894398317
11,-0.002189231048205583,0.001520574309719836,0.4501393736306593,-0.31536007182540404,False,-0.03537719898394832,-0.005381180174923488,-0.003581941628305002,-0.010240478643252516,3.471880813238251,-0.0020104403666615206,False,-1536434.4629352614,-5035265.908571817,3591208.111734742,34.47961577665696,-106.96876767257922,1377.7324428455904
12,0.009081166861645314,-0.0015737312774770373,-0.4579320860630164,-0.08870340702415128,True,0.02379170529943139,-0.03501280768861425,0.004512150497269345,-0.004625281727876333,0.7292741265546459,0.018735894309692913,False,-1548892.8428014286,-5048316.281932344,3567640.693579263,34.22224910162056,-107.05673342801025,1391.8484350554645
13,-0.004678251404095887,-0.006563011634339856,-0.4047722412945355,-0.6022324605129181,False,0.036108537977383184,-0.028753134195848955,0.00379045583977419,-0.0011075925797388987,1.1920633113345005,-0.012322069167851972,False,-1540251.064722845,-5030995.333770489,3595475.6857509036,34.52646703779148,-107.02209222363084,1348.7739246878773
14,-0.0022378753008016365,-0.0030885414727147,0.4651226156212881,0.34389305644194595,True,-0.008273870901608752,0.06565859730644,0.05198183269430956,-0.0068868238948201115,3.9789696613805376,-0.027951169739310392,False,-1540017.615119929,-5064306.096293537,3548885.2161842464,34.018095601940374,-106.91412436449042,1384.8788132593036
15,-0.0012675962173730718,-0.0001339271484678216,0.029757106272966734,0.8918078179938961,True,-0.0519592875341646,0.000657923226145861,0.010197059212830208,-0.016167677352952756,0.422590216252049,-0.018273970381022197,False,-1551434.8451750698,-5071053.250226586,3534326.287262487,33.85998729414799,-107.01093432646948,1374.0607888000086
16,-0.002640441553220557,-0.0007524288462634675,-0.05908600125511802,0.0814213375090012,False,-0.03868776067404907,0.04060793984600855,-0.009609067963998588,-0.007675235844594004,0.4009527755668707,-0.008588884451607156,False,-1532425.933129389,-5030132.746223609,3600005.672465325,34.57599224320698,-106.94331550842237,1356.0048984875903
17,-0.0026720483692589682,0.0012756279291131448,-0.21079064917223128,0.10028823229633235,False,0.10023956655640809,-0.019129970354787598,0.01672844875365166,0.01102352694581849,2.4715555121864172,-0.01925844143067316,False,-1538534.6129799336,-5030980.726195165,3596218.6328229816,34.53462036370612,-107.00426432783118,1344.6621840214357
18,0.0029870360652170668,0.002201149769702837,0.32770105569830854,0.36105934575310955,False,0.006194134307153009,0.11032123715859665,0.005441721269017007,-0.019705485339504638,2.9512979063793003,-0.007772397518966809,True,-1470726.0538055892,-5062362.49506082,3580709.8135256697,34.36480815923736,-106.19972644967109,1394.5862721707672
19,-0.000252794374900427,-0.004946025224017236,-0.13878105677773986,-0.20182897564224578,False,0.016155476869342794,-0.029834266784468405,0.0036520022454922,-0.0185401820298231,1.3542295591578548,-0.004869323560544388,True,-1486339.692590264,-5053971.573231678,3586050.1501932056,34.42322570525722,-106.3882617760228,1380.1791976531968
20,9.833978441411923e-05,-0.0028109578176836567,-0.6565317494715639,0.059821710162550536,True,-0.057730039230480264,0.029338951477916084,0.005235333521842781,-0.007354762364646549,1.2500627382566818,0.032953582469636394,False,-1544651.1050856246,-5057892.641612749,3555941.8380012996,34.094938431779816,-106.98236765507872,1373.0106664597988
21,0.004176085777102016,0.00023763453344056908,-0.2436989004158692,0.10846064496176265,False,0.022076302986386267,-0.05815726105796936,-0.026855045592701753,-0.0001846241326401426,0.7994070444256887,0.012846916445006998,False,-1541980.118370919,-5028967.679842318,3597573.52018602,34.549359689602895,-107.04656665382645,1358.3820526078343
22,-0.0004335572275991441,-0.0013298824424699072,0.035184993776527604,-0.4828192495485644,False,0.031020881271718797,-0.014495252610068302,-0.022121610563469483,-0.0018879422321204696,1.3134084624053473,-0.022441258239676676,False,-1537346.1419387322,-5031287.2236063285,3596348.533808208,34.535862331363525,-106.9909105649006,1373.5581788420677
23,-0.0029444873483126335,-0.0016717284332602948,0.06717331123745299,0.7737414792008469,True,-0.002880132964442022,-0.03949873648190345,0.01946067157757323,0.010233864488662274,0.06718254121597377,0.003870219314177441,False,-1554671.6619641923,-5065039.279211424,3541453.2791051823,33.93744594796576,-107.06343244093779,1363.4555972628295
24,0.001956424318377869,0.0013643538235692232,-0.06303172136271243,0.4317506669750203,True,-0.05029364763162128,-0.07451424495118704,0.02177670607488555,-0.011834515217560175,2.401649758373255,0.006438767947745272,False,-1557435.5335999343,-5061663.437936251,3545082.0868217694,33.9767344016652,-107.10273547967516,1387.2782079959288
25,-0.0026835785897869236,0.0022536408940092537,0.38945911474911915,-0.41570515529828367,False,-0.029983440840585872,-0.06292867607221456,-0.003292737015460756,0.005736585610204467,1.7380018862100255,-0.0140522247665103,True,-1487979.5228436787,-5054119.186562534,3585189.8521995363,34.4137499466974,-106.40491738674486,1392.5880446210504
26,-0.002156902667313191,0.0032033666689510465,-0.44409746407943146,-0.1220001595474562,True,-0.01299880439816515,0.008208392434519322,-0.02241734566261151,-0.0021831771791447486,1.6986289761761602,0.030136049955127104,False,-1544303.5089781706,-5052205.170411708,3564095.4653578983,34.18379121764607,-106.99677839670193,1362.8876077961177
27,0.0025404247275961594,-0.00029262524655917127,-0.14482825150058296,0.3665043191013425,False,0.006676635421004275,-0.007059630726431305,-0.007875213264345602,-0.01426827259782224,2.249396338123499,-0.01867960481686436,False,-1537753.3610588296,-5031093.469778982,3596412.235602237,34.53667392903049,-106.995768623718,1355.0730124469846
28,-0.002234483594129361,0.0006705742058951854,0.40702480649921374,-0.40163763874653313,False,0.02752518058175848,0.0025215756235967023,0.016996441638584256,-0.0048923930245287255,1.3267357873903396,0.021079321986064728,False,-1535523.4092466407,-5034007.720234771,3593293.395430602,34.50260473109697,-106.96327881476186,1347.5830346914008
29,0.0012083516558317928,0.0029709533194706614,-0.23030716758497616,-0.05536385219022149,False,0.06061906889040362,0.043816164762385715,-0.014905836822797938,-0.005871238873768918,3.784494386800348,0.002363344386766465,True,-1486355.5166714764,-5061612.435437187,3575304.900989883,34.30596632400487,-106.36501204115199,1369.9842515150085
30,0.0002522401728852246,-0.0010507476103016628,0.20056236427692764,0.010236509700437718,False,0.012897138305225158,0.02299765970279697,-0.003992391495668521,-0.008037600111814272,4.029818648438418,0.040457624819274354,False,-1536184.1636783807,-5038930.699008802,3586179.5666044382,34.424743949232365,-106.95453074189342,1363.3063042694703
31,0.002176678659398865,-0.001105629059326768,0.38849661268360763,0.5332015774567339,False,0.004442779429903964,0.06020670705523777,-0.009072475445115247,0.009857562541094548,1.2617746315356846,0.024257729945032492,False,-1530663.128480812,-5035002.306201448,3593979.533170785,34.51007172662519,-106.90950543225756,1353.5846084170043
