,deg N,deg E,Launch Az,Launch El,Tip-Off,Thrust Pitch,Thrust Yaw,mdot,Ve,mass,drag,Wind,x,y,z,lat,long,height
65,0.0006840516996483779,0.0007276004917504215,158.09853179158918,0.22886110448158686,True,0.04372170945462281,0.05692878711630703,-0.0031903627453337318,-0.00015315619364959633,5.2972987356539605,-0.009354286906908475,True,-1609507.667779669,-5120232.23016442,3436697.658135129,32.806806987710644,-107.450160348987,1343.105290575594
66,-8.054990161342372e-05,-0.0012789270822958175,158.51728725185478,0.5984567422011924,True,0.024315607672227492,-0.009618941706953349,-0.0077051012182208995,0.00403383017972922,0.6667185428592763,0.008601007676296346,True,-1595238.6702567332,-5127684.497690044,3432292.017294083,32.759485184260015,-107.28108117026125,1356.845932387987
67,0.0001571982907285806,0.0008975509540025926,158.14516760713622,-0.09240859205278856,True,0.01780907727328453,0.03476685681383105,-0.032348556868204356,-0.01345051823344592,5.211580902038424,0.008191149228798458,False,-1671055.5916964784,-5101401.229427819,3435324.93750051,32.79211574849781,-108.13713797773224,1337.7293185978049
68,-0.00035086741586046075,-0.0023600225737822307,158.09852911070837,0.8734616354095868,False,0.041087882783454856,-0.015090277990200554,0.013714988157073569,0.013127696176716656,0.9870160560329257,-0.01551678499481107,True,-1497201.7178769873,-5147026.133192975,3447285.4962957543,32.9206367299895,-106.21901366574173,1309.874431287403
69,-0.0011223456661603754,1.3773679711918403e-05,157.78371768925038,0.42136214684181583,False,0.002612087543415663,0.05886558576731551,0.022217835459130537,0.008644872792965308,0.04648048396864621,-0.016408762368867666,True,-1505590.1445168294,-5140570.460182449,3453246.7477669236,32.98459439131943,-106.32445634329368,1324.6200564428889
70,0.0010323899965476505,0.0005266644832720136,158.00900907225,0.3024255627891258,False,-0.044071755703457685,-0.008613119977548886,-0.038491555945791685,-0.005400549910979592,6.346315375309672,0.019110217243916594,True,-1504298.8206152746,-5145087.165408143,3447174.073796425,32.91917848650425,-106.29764090000462,1354.701147689471
71,0.0010394865285204835,-0.0004333131421526527,158.0600882096894,0.1644739104422255,True,0.0537630751922965,0.08417166791081057,-0.02793788886387284,-0.0014668228056539299,0.06598224320811286,0.01574732611384234,True,-1613170.4833797934,-5117970.256836105,3438354.241709388,32.82452637807391,-107.49471155016808,1351.8257339743732
72,0.0008291725525718127,-0.00015309506286307413,158.15471494854216,0.04264007850623802,True,-0.05250421190753236,0.0068172444669420415,-0.017769370213905077,0.01719908385143104,3.3372226706443184,-0.0019296621321130115,False,-1668776.3263632702,-5103068.418911243,3434032.70645934,32.77804790104595,-108.10848471388522,1374.0454110943892
73,-0.0021474192934344064,0.0005906140717888302,158.13284564500373,0.3223116976808984,False,0.049082960052284554,0.017767095223429452,0.013819542706860326,-0.007787165614379948,11.643978852504716,0.0020224404021135186,False,-1589262.2107606183,-5118304.116742668,3448881.663889187,32.937605771464035,-107.2498625621988,1339.785725058591
74,-0.0007590813273320361,-0.0020925632664892217,158.00668107752062,0.23186876027460915,True,-0.01756024193610429,0.007696912402292974,0.012312932188785333,0.006148156660392585,8.19575679109264,-0.002360185769612829,False,-1661417.3687637427,-5104983.882619136,3434722.708166937,32.78552954297697,-108.02748214895107,1359.7783117605434
