,deg N,deg E,Launch Az,Launch El,Tip-Off,Thrust Pitch,Thrust Yaw,mdot,p_e,mass,drag,x,y,z,lat,long,height
0,0.004554787051558285,0.004355855964622693,0.2867141520980851,0.6305368178067609,False,-0.004248528558660088,0.020912360056526184,0.0009818892590749636,0.0007301448680435263,6.315998770923519,0.004666937165637246,-1479390.4595633433,-5064655.85576745,3573911.385749983,34.29069940494843,-106.28313042463597,1380.3369472296908
1,0.0033715811469923057,-0.00437806793427815,0.40630812276164907,0.024253507763796363,False,0.004293509449849943,-0.0009492706235256472,0.030724209692948024,-0.007387066879536108,1.1719454856534244,0.03322555457950409,-1481811.4808449165,-5056779.7592033,3584003.699097815,34.400781842413075,-106.33241067362707,1394.3046583896503
2,0.0031578651280984027,-0.004020948526619759,-0.4230233531803218,-0.4500279931194734,False,0.0053823590415535555,-0.014465905506313976,0.00017267415533670188,-0.024361822232832005,6.615930634419422,0.018852192246584527,-1500087.8411120162,-5065285.27052536,3564413.4613859025,34.187251140736095,-106.49669293005786,1363.6785774566233
3,0.0017033378410563095,-0.004959707607439913,0.06601548310707343,-0.09469309126056352,True,-0.007908225416111714,-0.03367947276565899,0.012442458007985805,-0.01992193025379458,4.808807068297603,-0.008999045564739206,-1481753.4654663836,-5078829.1701100925,3552883.742300948,34.06166595080617,-106.26465748018053,1372.0798141434789
4,0.003040926111665525,-0.005902051087332387,-0.7286586651928176,-0.5228450507330399,False,-0.038178802873402085,-0.007505184440397354,0.02006217343092385,0.007075608715837347,0.5412341092438049,-0.012288010821799894,-1486257.7058026104,-5051413.0389573295,3589654.664139925,34.462646784031456,-106.3952608684926,1375.5224114768207
5,-0.0004899849253536648,-0.002175127345274829,-0.0451741040008669,0.05523853482301447,True,0.01771999637812979,0.04224297499526852,0.026425515924841537,0.010132414787555624,7.853109854576143,-0.016787397815806085,-1477465.8002226478,-5085705.296484705,3544906.4751901054,33.97482193138008,-106.19929173000968,1387.8951155329123
6,0.006527457536553832,-0.001821300062271025,-0.14489759284059997,-0.24937642335598217,False,-0.02038808547062834,0.040716541991554035,0.017414122468752024,-0.007106155000631764,14.786902708727743,0.01230942256291892,-1505565.7693993503,-5076452.078341918,3546348.372610846,33.99045510749462,-106.5192163529027,1394.4869420649484
7,-0.00047207073972694175,-0.0018508297573062184,-0.7280628211148883,0.3508154102747587,False,-0.005422858491195287,-0.031165012084336818,0.019960498733807897,-0.005484253553996695,5.933568057989201,-0.02022383548769215,-1486558.883116898,-5059268.24445222,3578561.4472680823,34.34134529742128,-106.37430880878411,1396.0701519027352
8,-0.0003572808409517855,-0.0009285213513718503,0.15036477483473704,0.5624700439352222,False,-0.002372020203266347,-0.01598048473138465,0.010476288159785482,0.011686630618188263,11.483410995132733,-0.0008953904502068317,-1490498.03294867,-5069035.401471083,3563168.807437865,34.173501545102454,-106.38543378322207,1394.5836320677772
9,-0.0007706632268637142,0.0002154172837978468,0.05766258605157248,0.12450539453195097,False,0.06792646330670117,-0.0023450749508678384,0.002719051230682959,-5.729897966504962e-05,0.37407423138047907,-0.03665804449102364,-1477599.4331013379,-5051595.323626421,3592916.1877817116,34.49842108296721,-106.30427950963684,1357.0229049492627
10,0.002268596193871721,0.0023018032909220233,-0.21956020773877144,-0.13315438837230564,True,-0.015533868699822177,0.03208842958739193,-0.006642919362634163,0.005532448468912288,2.7418052324081192,0.023507403030613876,-1473579.808437814,-5079755.3165280195,3554914.8370864415,34.08386888068304,-106.1768487902364,1355.351843885146
