0.1000,0.3374
0.2000,0.3370
0.3000,0.3370
0.4000,0.3381
0.5000,0.3401
0.6000,0.3429
0.7000,0.3474
0.8000,0.3553
0.9000,0.3722
1.0000,0.4763
1.1000,0.5385
1.2000,0.5375
1.3000,0.5270
1.4000,0.5089
1.5000,0.4894
1.6000,0.4705
1.7000,0.4507
1.8000,0.4324
1.9000,0.4151
2.0000,0.3987
2.1000,0.3831
2.2000,0.3698
2.3000,0.3567
2.4000,0.3444
2.5000,0.3334
2.6000,0.3235
2.7000,0.3148
2.8000,0.3063
2.9000,0.2985
3.0000,0.2911
3.1000,0.2843
3.2000,0.2780
3.3000,0.2720
3.4000,0.2664
3.5000,0.2618
3.6000,0.2567
3.7000,0.2518
3.8000,0.2471
3.9000,0.2426
4.0000,0.2381
4.1000,0.2337
4.2000,0.2295
4.3000,0.2255
4.4000,0.2216
4.5000,0.2180
4.6000,0.2143
4.7000,0.2108
4.8000,0.2075
4.9000,0.2045
5.0000,0.2016
5.1000,0.1985
5.2000,0.1957
5.3000,0.1929
5.4000,0.1902
5.5000,0.1876
5.6000,0.1851
5.7000,0.1827
5.8000,0.1800
5.9000,0.1778
6.0000,0.1755
6.1000,0.1734
6.2000,0.1714
6.3000,0.1694
6.4000,0.1677
6.5000,0.1659
6.6000,0.1645
6.7000,0.1632
6.8000,0.1619
6.9000,0.1606
