# time (s),altitude (m),absolute velocity (m/s),acceleration (m/s^2),thrust (N),mass (kg),freestream velocity (m/s),angle of attack (rads),Mach,dynamic pressure (Pa),air pressure (Pa),air density (kg/m^3),air temperature (K)
7.487499999999990052e+01,5.175008715584687889e+04,9.178368521561387752e+02,-9.703817781520326591e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.182007474331325511e+03,5.685956291345953045e-04,3.691977207930628779e+00,4.871323249992722140e+02,5.105412918893151897e+01,6.973269743819060637e-04,2.550496503734106284e+02
7.489999999999990621e+01,5.177303007126785815e+04,9.175963835330159100e+02,-9.703353369251852101e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.181814251352701376e+03,5.561625274324415993e-04,3.691747640374288597e+00,4.856041222634176506e+02,5.090029497351554255e+01,6.953666862890388323e-04,2.549979817841878855e+02
7.492499999999991189e+01,5.179596697511896491e+04,9.173559264387495205e+02,-9.702890042882501120e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.181621072660892196e+03,5.436003339227418740e-04,3.691518863073151024e+00,4.840810143357326183e+02,5.074693446493733973e+01,6.934123245650342668e-04,2.549462219600242463e+02
7.494999999999991758e+01,5.181889786768611521e+04,9.171154808462941901e+02,-9.702427800268784708e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.181427938723799116e+03,5.309105666913169165e-04,3.691290872367959608e+00,4.825629819220405921e+02,5.059404612138123269e+01,6.914638676099141594e-04,2.548943716528634980e+02
7.497499999999992326e+01,5.184182274925615638e+04,9.168750467285569812e+02,-9.701966643322180062e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.181234850611375805e+03,5.180981322309907364e-04,3.691063666492436557e+00,4.810500063090510139e+02,5.044162840691465277e+01,6.895212939269306602e-04,2.548424316128891860e+02
7.499999999999992895e+01,5.186474162011686713e+04,9.166346240584933867e+02,-9.701506570080809411e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.181041808470847855e+03,5.051649286948067157e-04,3.690837240809372588e+00,4.795420681178084124e+02,5.028967979137499356e+01,6.875845821208908604e-04,2.547904025884934924e+02
7.502499999999993463e+01,5.188765448055416346e+04,9.163942128090528740e+02,-9.701047580785736812e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.180848812807404784e+03,4.921147823950715663e-04,3.690611591811745029e+00,4.780391483511725710e+02,5.013819875040186247e+01,6.856537108983376365e-04,2.547382853262953120e+02
7.504999999999994031e+01,5.191056133085303009e+04,9.161538129531919594e+02,-9.700589675145364410e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.180655864505411273e+03,4.789512731404076194e-04,3.690386717189513721e+00,4.765412284068955273e+02,4.998718376538568009e+01,6.837286590666622312e-04,2.546860805711304465e+02
7.507499999999994600e+01,5.193346217129658908e+04,9.159134244639016060e+02,-9.700132851790886690e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.180462964141168868e+03,4.656772803102681682e-04,3.690162613681937653e+00,4.750482895188716270e+02,4.983663332346872465e+01,6.818094055338906655e-04,2.546337890660596486e+02
7.509999999999995168e+01,5.195635700217075646e+04,9.156730473141636821e+02,-9.699677111079155978e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.180270111726355935e+03,4.522972873257048373e-04,3.689939276275070679e+00,4.735603125543006513e+02,4.968654591746427940e+01,6.798959293074260642e-04,2.545814115523481576e+02
7.512499999999995737e+01,5.197924582375679165e+04,9.154326814769847260e+02,-9.699222452000126893e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.180077308844528261e+03,4.388149714051237018e-04,3.689716704880833475e+00,4.720772797298550358e+02,4.953692004588870645e+01,6.779882094942315607e-04,2.545289487694842308e+02
7.514999999999996305e+01,5.200212863633874804e+04,9.151923269253868511e+02,-9.698768873943933500e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.179884555391598496e+03,4.252345635318531005e-04,3.689494894147144155e+00,4.705991719920683067e+02,4.938775421288580247e+01,6.760862252996434211e-04,2.544764014551605271e+02
7.517499999999996874e+01,5.202500544019695371e+04,9.149519836323740947e+02,-9.698316377620937345e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.179691851665943432e+03,4.115617364066330593e-04,3.689273839991646486e+00,4.691259706987211757e+02,4.923904692823063556e+01,6.741899560271964872e-04,2.544237703452834012e+02
7.519999999999997442e+01,5.204787623561453074e+04,9.147116515709982423e+02,-9.697864961115589821e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.179499199051506139e+03,3.978004520832498160e-04,3.689053541738677833e+00,4.676576581565753372e+02,4.909079670730005773e+01,6.722993810780293839e-04,2.543710561739697198e+02
7.522499999999998010e+01,5.207074102286901325e+04,9.144713307142922076e+02,-9.697414625201652427e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.179306597506027174e+03,3.839573017042238160e-04,3.688833994264508309e+00,4.661942156209010477e+02,4.894300207102383382e+01,6.704144799500405755e-04,2.543182596735379093e+02
7.524999999999998579e+01,5.209359980224259198e+04,9.142310210353582534e+02,-9.696965367059428687e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.179114047679516261e+03,3.700364956034649165e-04,3.688615194622138826e+00,4.647356249820784910e+02,4.879566154588206217e+01,6.685352322376389997e-04,2.542653815745143504e+02
7.527499999999999147e+01,5.211645257401373237e+04,9.139907225072188339e+02,-9.696517189897713607e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.178921550331326443e+03,3.560479398115755823e-04,3.688397140218555137e+00,4.632818682997324800e+02,4.864877366387249680e+01,6.666616176311106765e-04,2.542124226056302803e+02
7.529999999999999716e+01,5.213929933846089989e+04,9.137504351030027010e+02,-9.696070089474400078e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.178729106117172023e+03,3.419961606693465439e-04,3.688179828148670847e+00,4.618329276328153696e+02,4.850233696248604787e+01,6.647936159160936290e-04,2.541593834938199450e+02
7.532500000000000284e+01,5.216214009586255997e+04,9.135101587958012033e+02,-9.695624067248790112e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.178536715070267064e+03,3.278913926982950197e-04,3.687963253571433508e+00,4.603887846355370925e+02,4.835634998466223777e+01,6.629312069727934633e-04,2.541062649642134375e+02
7.535000000000000853e+01,5.218497484649345279e+04,9.132698935587162623e+02,-9.695179122835282826e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.178344378385474783e+03,3.137436418431979019e-04,3.687747415292404352e+00,4.589494219542593783e+02,4.821081127879144645e+01,6.610743707758039329e-04,2.540530677401447122e+02
7.537500000000001421e+01,5.220780359063111246e+04,9.130296393649234687e+02,-9.694735253247385387e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.178152096517902237e+03,2.995622108553457866e-04,3.687532309814418596e+00,4.575148217366217978e+02,4.806571939868057797e+01,6.592230873934569598e-04,2.539997925431476062e+02
7.540000000000001990e+01,5.223062632855307311e+04,9.127893961875300874e+02,-9.694292461216434731e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.177959869321864289e+03,2.853630446160922997e-04,3.687317931771486812e+00,4.560849657465030305e+02,4.792107290351838600e+01,6.573773369871723296e-04,2.539464400929513204e+02
7.542500000000002558e+01,5.225344306053407490e+04,9.125491639997148923e+02,-9.693850743884853571e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.177767698479001410e+03,2.711599592867521761e-04,3.687104281529085981e+00,4.546598372462851216e+02,4.777687035783801406e+01,6.555370998107728012e-04,2.538930111074741092e+02
7.545000000000003126e+01,5.227625378684513271e+04,9.123089427746537012e+02,-9.693410101394809075e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.177575583706789985e+03,2.569721761073953279e-04,3.686891353316317232e+00,4.532394180564216981e+02,4.763311033153689067e+01,6.537023562105327874e-04,2.538395063028393395e+02
7.547500000000003695e+01,5.229905850776284933e+04,9.120687324855614406e+02,-9.692970532140195772e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.177383525765290869e+03,2.428214804051317434e-04,3.686679144637680761e+00,4.518236908844862114e+02,4.748979139981657482e+01,6.518730866242051754e-04,2.537859263933612226e+02
7.550000000000004263e+01,5.232185722356010228e+04,9.118285331056113137e+02,-9.692532037776542708e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.177191525406544542e+03,2.287375020503635377e-04,3.686467652984575682e+00,4.504126385100309449e+02,4.734691214315037655e+01,6.500492715804069089e-04,2.537322720915411480e+02
7.552500000000004832e+01,5.234464993450883776e+04,9.115883446080428030e+02,-9.692094615700233007e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.176999583030683880e+03,2.147529918203482829e-04,3.686256874758341073e+00,4.490062435209497380e+02,4.720447114730287552e+01,6.482308916986663679e-04,2.536785441080826615e+02
7.555000000000005400e+01,5.236743664088007063e+04,9.113481669661507567e+02,-9.691658263643315507e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.176807699152102941e+03,2.009099286198757486e-04,3.686046806729887937e+00,4.476044886717421036e+02,4.706246700323867316e+01,6.464179276880581415e-04,2.536247431518662268e+02
7.557500000000005969e+01,5.239021734294667840e+04,9.111080001531478274e+02,-9.691222984911510352e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.176615874480362208e+03,1.872668438096161258e-04,3.685837446293109831e+00,4.462073569439838252e+02,4.692089830716361121e+01,6.446103603475316496e-04,2.535708699299726732e+02
7.560000000000006537e+01,5.241299204097781330e+04,9.108678441423354570e+02,-9.690788775931645560e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.176424109658530824e+03,1.738927172920042301e-04,3.685628790645685715e+00,4.448148313446400266e+02,4.677976366046237899e+01,6.428081705649172544e-04,2.535169251476676209e+02
7.562500000000007105e+01,5.243576073524355888e+04,9.106276989070188392e+02,-9.690355636588748212e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.176232404486273253e+03,1.608810745094749043e-04,3.685420834354564246e+00,4.434268943214192404e+02,4.663906166968647682e+01,6.410113393165761718e-04,2.534629095084061703e+02
7.565000000000007674e+01,5.245852342601306736e+04,9.103875644205314757e+02,-9.689923565699196217e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.176040760829575675e+03,1.483546100283834759e-04,3.685213578472506413e+00,4.420435299585304278e+02,4.649879094651647193e+01,6.392198476667256641e-04,2.534088237138259672e+02
7.567500000000008242e+01,5.248128011355455965e+04,9.101474406562059585e+02,-9.689492563327325669e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.175849178291057115e+03,1.364763000886246166e-04,3.685007016972436489e+00,4.406647207093704424e+02,4.635895010776440728e+01,6.374336767672752167e-04,2.533546684637572355e+02
7.570000000000008811e+01,5.250403079813532531e+04,9.099073275874161482e+02,-9.689062627799755134e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.175657657154204799e+03,1.254598862630378585e-04,3.684801145971984937e+00,4.392904496190880650e+02,4.621953777534122310e+01,6.356528078572206862e-04,2.533004444562183437e+02
7.572500000000009379e+01,5.252677548002265394e+04,9.096672251875855864e+02,-9.688633757144851089e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.175466199039397907e+03,1.155833442703319090e-04,3.684595965790594008e+00,4.379207008082000812e+02,4.608055257620506495e+01,6.338772222617925509e-04,2.532461523874044644e+02
7.575000000000009948e+01,5.254951415948383510e+04,9.094271334300982517e+02,-9.688205952916755237e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.175274803784909409e+03,1.071962568774448201e-04,3.684391471174217614e+00,4.365554571382731979e+02,4.594199314237073395e+01,6.321069013923877149e-04,2.531917929516998811e+02
7.577500000000010516e+01,5.257224683678336442e+04,9.091870522884572665e+02,-9.687779210375635941e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.175083471625547418e+03,1.007015543113561035e-04,3.684187658122869635e+00,4.351947018452463567e+02,4.580385811087490566e+01,6.303418267459389357e-04,2.531373668416726730e+02
7.580000000000011084e+01,5.259497351218666881e+04,9.089469817361118658e+02,-9.687353531637167947e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.174892203881561727e+03,9.651568488859182374e-05,3.683984526051226727e+00,4.338384190446126922e+02,4.566614612375800419e+01,6.285819799044951297e-04,2.530828747480767333e+02
7.582500000000011653e+01,5.261769418595917523e+04,9.087069217466295186e+02,-9.686928912003688552e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.174701001076446801e+03,9.497371332142144846e-05,3.683782071888286325e+00,4.324865923315651344e+02,4.552885582802392150e+01,6.268273425345235799e-04,2.530283173598440669e+02
7.585000000000012221e+01,5.264040885836165398e+04,9.084668722935887217e+02,-9.686505351016792886e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.174509863031071973e+03,9.623290338181750888e-05,3.683580290371014865e+00,4.311392048595585607e+02,4.539198587564396803e+01,6.250778963867758197e-04,2.529736953640953914e+02
7.587500000000012790e+01,5.266311752966046333e+04,9.082268333505836608e+02,-9.686082848016953406e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.174318790681689961e+03,1.002171321082923972e-04,3.683379179745688514e+00,4.297962406775749855e+02,4.525553492350703522e+01,6.233336232954685184e-04,2.529190094461286265e+02
7.590000000000013358e+01,5.268582020011730492e+04,9.079868048912936729e+02,-9.685661399642386371e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.174127784860428392e+03,1.066491475983645352e-04,3.683178737944100334e+00,4.284576838282238782e+02,4.511950163341504094e+01,6.215945051780451735e-04,2.528642602894263973e+02
7.592500000000013927e+01,5.270851686999294907e+04,9.077467868894146932e+02,-9.685241005190341923e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.173936845544259086e+03,1.151438466964920714e-04,3.682978960227272225e+00,4.271235178014501344e+02,4.498388467206030583e+01,6.198605240347056754e-04,2.528094485756553524e+02
7.595000000000014495e+01,5.273120753954909742e+04,9.075067793186858580e+02,-9.684821662953666532e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.173745973651791473e+03,1.253035748721972929e-04,3.682779844821632675e+00,4.257937268472754226e+02,4.484868271098389414e+01,6.181316619476958296e-04,2.527545749846583476e+02
7.597500000000015064e+01,5.275389220904652029e+04,9.072667821528617651e+02,-9.684403372289640544e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.173555169620798551e+03,1.367750262621837297e-04,3.682581388456909632e+00,4.244682949361957185e+02,4.471389442658210811e+01,6.164079010812142240e-04,2.526996401944657293e+02
7.600000000000015632e+01,5.277657087874412537e+04,9.070267953657594262e+02,-9.683986130711764062e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.173364433832857458e+03,1.492714898141561685e-04,3.682383587698062399e+00,4.231472060697832944e+02,4.457951850005556338e+01,6.146892236805840065e-04,2.526446448812839378e+02
7.602500000000016200e+01,5.279924354890082031e+04,9.067868189312050617e+02,-9.683569937833940600e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.173173767267714538e+03,1.625691598786958619e-04,3.682186440998768351e+00,4.218304447526984404e+02,4.444555361741323196e+01,6.129756120721309128e-04,2.525895897195055113e+02
7.605000000000016769e+01,5.282191021977644414e+04,9.065468528230347829e+02,-9.683154793275397410e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.172983170110824858e+03,1.764971469495605803e-04,3.681989944331848008e+00,4.205179949857242718e+02,4.431199846942104159e+01,6.112670486623504899e-04,2.525344753816972627e+02
7.607500000000017337e+01,5.284457089162804186e+04,9.063068970151708754e+02,-9.682740693567637891e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.172792642945133593e+03,1.909282361050873708e-04,3.681794094928924732e+00,4.192098411277283958e+02,4.417885175161860190e+01,6.095635159379524408e-04,2.524793025386164800e+02
7.610000000000017906e+01,5.286722556471265852e+04,9.060669514815047023e+02,-9.682327639952932330e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.172602186348709665e+03,2.057630431694803077e-04,3.681598890018118464e+00,4.179059676027250134e+02,4.404611216425349340e+01,6.078649964648474369e-04,2.524240718591918267e+02
7.612500000000018474e+01,5.288987423928733915e+04,9.058270161960166433e+02,-9.681915628877250768e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.172411800555541731e+03,2.209285531390669762e-04,3.681404325758773410e+00,4.166063586590259433e+02,4.391377841229513734e+01,6.061714728881549248e-04,2.523687840105391444e+02
7.615000000000019043e+01,5.291251691560726613e+04,9.055870911326680925e+02,-9.681504661075983620e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.172221486523573049e+03,2.363657121779538621e-04,3.681210400594792986e+00,4.153109991298725276e+02,4.378184920540552838e+01,6.044829279316603745e-04,2.523134396579576162e+02
7.617500000000019611e+01,5.293515359392855316e+04,9.053471762654746726e+02,-9.681094734383286493e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.172031244993103201e+03,2.520301454606427012e-04,3.681017112298831773e+00,4.140198737590339420e+02,4.365032325788971690e+01,6.027993443970145956e-04,2.522580394649184825e+02
7.620000000000020179e+01,5.295778427450452000e+04,9.051072715684958894e+02,-9.680685847045564785e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.171841075752049392e+03,2.678864259154491254e-04,3.680824455663749717e+00,4.127329666865064155e+02,4.351919928872083432e+01,6.011207051638870445e-04,2.522025840930844822e+02
7.622500000000020748e+01,5.298040895759128034e+04,9.048673770157964782e+02,-9.680277998856464450e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.171650979568909634e+03,2.839050989064594520e-04,3.680632428573498149e+00,4.114502628141411265e+02,4.338847602148431548e+01,5.994469931890879450e-04,2.521470742022952436e+02
7.625000000000021316e+01,5.300302764344029129e+04,9.046274925815196184e+02,-9.679871186650395032e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.171460957733544092e+03,3.000645539365192726e-04,3.680441030561751869e+00,4.101717474750261658e+02,4.325815218437751497e+01,5.977781915063982857e-04,2.520915104505770614e+02
7.627500000000021885e+01,5.302564033230394125e+04,9.043876182397923458e+02,-9.679465411104343886e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.171271009235363863e+03,3.163437670893314165e-04,3.680250253946615757e+00,4.088974044565176769e+02,4.312822651016016806e+01,5.961142832257744495e-04,2.520358934941299367e+02
7.630000000000022453e+01,5.304824702443554997e+04,9.041477539648114998e+02,-9.679060669389052407e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.171081136297098737e+03,3.327283049462197682e-04,3.680060101216140911e+00,4.076272198759170351e+02,4.299869773617037794e+01,5.944552515333903888e-04,2.519802239873446297e+02
7.632500000000023022e+01,5.307084772008564323e+04,9.039078997307597092e+02,-9.678656962101333860e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.170891338271362883e+03,3.492028981593464382e-04,3.679870565851968589e+00,4.063611779114204978e+02,4.286956460427305871e+01,5.928010796908168845e-04,2.519245025827889606e+02
7.635000000000023590e+01,5.309344241950567812e+04,9.036680555119401106e+02,-9.678254284373764449e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.170701615981799023e+03,3.657591380178942656e-04,3.679681645969328230e+00,4.050992638343525414e+02,4.274082586086828428e+01,5.911517510349708054e-04,2.518687299312208836e+02
7.637500000000024158e+01,5.311603112294431776e+04,9.034282212826341265e+02,-9.677852637117799972e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.170511970510787023e+03,3.823852569820898020e-04,3.679493340508647403e+00,4.038414631579405523e+02,4.261248025685806340e+01,5.895072489775300727e-04,2.518129066815840531e+02
7.640000000000024727e+01,5.313861383065301925e+04,9.031883970171500096e+02,-9.677452019233825808e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.170322401611194664e+03,3.990722820507159436e-04,3.679305644242896634e+00,4.025877605414398204e+02,4.248452654759436342e+01,5.878675570041115095e-04,2.517570334809934423e+02
7.642500000000025295e+01,5.316119054287858307e+04,9.029485826898894629e+02,-9.677052426974380950e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.170132909791117982e+03,4.158146944968508976e-04,3.679118554329957380e+00,4.013381412334483684e+02,4.235696349290936524e+01,5.862326586745025348e-04,2.517011109747589046e+02
7.645000000000025864e+01,5.318376125986967236e+04,9.027087782752365683e+02,-9.676653861078731822e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.169943496148029453e+03,4.326039297330903661e-04,3.678932069792557602e+00,4.000925909498100737e+02,4.222978985707708688e+01,5.846025376220149788e-04,2.516451398063768750e+02
7.647500000000026432e+01,5.320632598187495023e+04,9.024689837476456660e+02,-9.676256318682810331e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.169754161142575185e+03,4.494352077842398287e-04,3.678746187662759848e+00,3.988510950326489706e+02,4.210300440878653205e+01,5.829771775529871093e-04,2.515891206175288062e+02
7.650000000000027001e+01,5.322888470913935453e+04,9.022291990816034968e+02,-9.675859798508625431e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.169564904540870202e+03,4.663028320772122349e-04,3.678560902799660415e+00,3.976136384154702341e+02,4.197660592111739675e+01,5.813565622463204600e-04,2.515330540480789239e+02
7.652500000000027569e+01,5.325143744191061705e+04,9.019894242516422764e+02,-9.675464298750714676e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.169375727803843574e+03,4.832022433606517390e-04,3.678376215403894367e+00,3.963802072503675049e+02,4.185059317153326930e+01,5.797406755532406560e-04,2.514769407360813602e+02
7.655000000000028137e+01,5.327398418043367565e+04,9.017496592323203686e+02,-9.675069818336924143e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.169186631003807861e+03,5.001284488390314456e-04,3.678192121320209562e+00,3.951507868070094105e+02,4.172496494186960803e+01,5.781295013969931862e-04,2.514207813177839341e+02
7.657500000000028706e+01,5.329652492495439947e+04,9.015099039982666227e+02,-9.674676354440352455e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.168997614501420003e+03,5.170784253476040605e-04,3.678008617311459005e+00,3.939253626154234667e+02,4.159972001827608068e+01,5.765230237719556590e-04,2.513645764276118086e+02
7.660000000000029274e+01,5.331905967571493238e+04,9.012701585241326256e+02,-9.674283906181901926e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.168808679402839743e+03,5.340477280036032065e-04,3.677825702497472093e+00,3.927039207702112549e+02,4.147485719125062076e+01,5.749212267439252240e-04,2.513083266981926727e+02
7.662500000000029843e+01,5.334158843296114355e+04,9.010304227846014555e+02,-9.673892472268757814e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.168619825374736138e+03,5.510323723962712826e-04,3.677643371480133982e+00,3.914864464596517450e+02,4.135037525557390836e+01,5.733240944491316228e-04,2.512520327603361920e+02
7.665000000000030411e+01,5.336411119693517685e+04,9.007906967544259942e+02,-9.673502049915892798e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.168431053476405623e+03,5.680301025808427674e-04,3.677461623254680401e+00,3.902729258703334381e+02,4.122627301031613456e+01,5.717316110941795095e-04,2.511956952430468846e+02
7.667500000000030980e+01,5.338662796787917614e+04,9.005509804083734480e+02,-9.673112638540263930e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.168242364154434881e+03,5.850367339844404335e-04,3.677280454899786388e+00,3.890633448382605479e+02,4.110254925880484933e+01,5.701437609554885688e-04,2.511393147735190325e+02
7.670000000000031548e+01,5.340913874603528529e+04,9.003112737212960610e+02,-9.672724234743961702e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.168053758008533578e+03,6.020508707832006702e-04,3.677099863987364881e+00,3.878576893630751670e+02,4.097920280862135201e+01,5.685605283791047562e-04,2.510828919771448398e+02
7.672500000000032117e+01,5.343164353164564818e+04,9.000715766680597199e+02,-9.672336837985895386e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.167865234812475364e+03,6.190685000111848706e-04,3.676919845500495665e+00,3.866559449571715845e+02,4.085623247156945581e+01,5.669818977801570044e-04,2.510264274775093156e+02
7.675000000000032685e+01,5.345414232494961470e+04,8.998318892235871544e+02,-9.671950445977454791e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.167676796224703139e+03,6.360875401057543071e-04,3.676740400366825146e+00,3.854580984440635234e+02,4.073363706365308445e+01,5.654078536424273372e-04,2.509699218963898204e+02
7.677500000000033253e+01,5.347663512618560344e+04,8.995922113628500938e+02,-9.671565056758293366e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.167488442235248158e+03,6.531055406261625056e-04,3.676561524272897064e+00,3.842641356003028363e+02,4.061141540506526582e+01,5.638383805180684346e-04,2.509133758537608117e+02
7.680000000000033822e+01,5.349912193559575826e+04,8.993525430608538045e+02,-9.671180668983037521e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.167300172915065559e+03,6.701195650825612004e-04,3.676383213170741016e+00,3.830740423191138575e+02,4.048956632017361557e+01,5.622734630272785894e-04,2.508567899677964022e+02
7.682500000000034390e+01,5.352160275341756642e+04,8.991128842926724474e+02,-9.670797279884620679e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.167111989574131030e+03,6.871282190598280689e-04,3.676205466925663412e+00,3.818878053680130051e+02,4.036808863749285337e+01,5.607130858578088283e-04,2.508001648548676030e+02
7.685000000000034959e+01,5.354407757988944650e+04,8.988732350334099692e+02,-9.670414888298473954e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.166923892015965521e+03,7.041285118431769375e-04,3.676028280669805692e+00,3.807054105844583773e+02,4.024698118966936988e+01,5.591572337646284361e-04,2.507435011295445975e+02
7.687500000000035527e+01,5.356654641524888575e+04,8.986335952582559230e+02,-9.670033490767453443e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.166735880964080252e+03,7.211197971506406275e-04,3.675851652444015016e+00,3.795268444688293243e+02,4.012624281346759147e+01,5.576058915696120548e-04,2.506867994046001229e+02
7.690000000000036096e+01,5.358900925973150879e+04,8.983939649423837182e+02,-9.669653087951360249e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.166547957195903791e+03,7.380975176649130559e-04,3.675675580470553427e+00,3.783520936136274599e+02,4.000587234974623385e+01,5.560590441610998224e-04,2.506300602910080215e+02
7.692500000000036664e+01,5.361146611357480288e+04,8.981543440610724929e+02,-9.669273675602575224e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.166360121087130437e+03,7.550618662022868860e-04,3.675500061717348554e+00,3.771811444077593478e+02,3.988586864343449889e+01,5.545166764934553443e-04,2.505732843979418192e+02
7.695000000000037232e+01,5.363391697701346129e+04,8.979147325896252596e+02,-9.668895252772042426e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.166172372734076362e+03,7.720098641516090357e-04,3.675325092285757211e+00,3.760139831196120213e+02,3.976623054353965614e+01,5.529787735879106115e-04,2.505164723323893270e+02
7.697500000000037801e+01,5.365636185028310865e+04,8.976751305034030111e+02,-9.668517817133954750e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.165984713177814683e+03,7.889399932108459275e-04,3.675150671470438279e+00,3.748505967275781927e+02,3.964695690308747800e+01,5.514453205921984215e-04,2.504596246716213273e+02
7.700000000000038369e+01,5.367880073361657560e+04,8.974355377778152842e+02,-9.668141366769594569e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.165797141774229885e+03,8.058502497888464988e-04,3.674976793991734159e+00,3.736909713301736815e+02,3.952804657910388642e+01,5.499163029353489095e-04,2.504027418921957917e+02
7.702500000000038938e+01,5.370123362724855542e+04,8.971959543882804837e+02,-9.667765901280807483e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.165609657761139260e+03,8.227371610374864400e-04,3.674803454472014064e+00,3.725350930662939390e+02,3.940949843254218621e+01,5.483917061859400893e-04,2.503458244329146964e+02
7.705000000000039506e+01,5.372366053141281009e+04,8.969563803102436168e+02,-9.667391419611830017e+00,0.000000000000000000e+00,1.100297158023628299e+02,1.165422262034581536e+03,8.395980476035000200e-04,3.674630652773757777e+00,3.713829491954491004e+02,3.929131132828150896e+01,5.468715159728257608e-04,2.502888727305784471e+02
