# time (s),altitude (m),absolute velocity (m/s),acceleration (m/s^2),thrust (N),mass (kg),freestream velocity (m/s),angle of attack (rads),Mach,dynamic pressure (Pa),air pressure (Pa),air density (kg/m^3),air temperature (K)
5.112499999999816680e+01,2.712927630538959056e+04,1.167755728263912715e+03,-1.370694591178522970e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.393136950669439329e+03,3.029494352352480791e-05,4.674968772053257560e+00,2.266509272482577944e+04,1.481500917316859159e+03,2.335607135620769784e-02,2.209695881192349418e+02
5.114999999999816538e+01,2.715846594829577953e+04,1.167415783133824334e+03,-1.368794016180789086e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.392814739841010805e+03,3.184061416022444026e-05,4.673475899356984264e+00,2.254970139176573502e+04,1.474900196588629115e+03,2.324791467398900149e-02,2.210085144811887687e+02
5.117499999999816396e+01,2.718764709848258644e+04,1.167076310254100235e+03,-1.366903248834956308e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.392493167523443617e+03,3.338785300674597102e-05,4.671984344641672671e+00,2.243495335968357904e+04,1.468332009871557375e+03,2.314029767811663987e-02,2.210475471526711715e+02
5.119999999999816254e+01,2.721681976772379130e+04,1.166737307181615961e+03,-1.365022261079798760e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.392172231492615310e+03,3.492968210933756351e-05,4.670494092354375404e+00,2.232084463611240790e+04,1.461796183746626184e+03,2.303321741598917879e-02,2.210866869925004323e+02
5.122499999999816112e+01,2.724598396773543209e+04,1.166398771481485255e+03,-1.363151019931826902e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.391851930052395801e+03,3.646025776391258389e-05,4.669005128731920529e+00,2.220737127337513448e+04,1.455292545818140070e+03,2.292667095331884022e-02,2.211259348595170593e+02
5.124999999999815969e+01,2.727513971017207950e+04,1.166060700723545096e+03,-1.361289506454659382e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.391532260133570162e+03,3.797037674162693322e-05,4.667517435423069294e+00,2.209452930746887068e+04,1.448820924703987657e+03,2.282065537395270780e-02,2.211652916126109574e+02
5.127499999999815827e+01,2.730428700662590563e+04,1.165723092486206269e+03,-1.359437686325754058e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.391213219936674022e+03,3.945444000441200046e-05,4.666030998354511183e+00,2.198231484247718981e+04,1.442381150030373647e+03,2.271516777976732848e-02,2.212047581107218548e+02
5.129999999999815685e+01,2.733342586863040924e+04,1.165385944354784442e+03,-1.357595531885649898e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.390894806904909956e+03,4.090523773824607029e-05,4.664545800930772756e+00,2.187072398562475792e+04,1.435973052424691559e+03,2.261020529053307804e-02,2.212443352128518939e+02
5.132499999999815543e+01,2.736255630765762180e+04,1.165049253923924653e+03,-1.355763005784095832e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.390577019467976925e+03,4.231787244365944591e-05,4.663061829882916065e+00,2.175975290222470721e+04,1.429596463508642273e+03,2.250576504378284590e-02,2.212840237780760333e+02
5.134999999999815401e+01,2.739167833512090147e+04,1.164713018794018126e+03,-1.353940085000374438e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.390259854425005187e+03,4.368397388978574603e-05,4.661579066491839285e+00,2.164939773317736399e+04,1.423251215892368009e+03,2.240184419469743241e-02,2.213238246655480452e+02
5.137499999999815259e+01,2.742079196237213910e+04,1.164377236575924144e+03,-1.352126727631391390e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.389943310437954324e+03,4.499972780495154677e-05,4.660097498303088059e+00,2.153965470430477217e+04,1.416937143166829628e+03,2.229843991596253475e-02,2.213637387345162608e+02
5.139999999999815117e+01,2.744989720070455223e+04,1.164041904888459385e+03,-1.350322901811579079e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.389627384790993574e+03,4.625887767362076166e-05,4.658617108260084905e+00,2.143052002478683062e+04,1.410654079898450618e+03,2.219554939766294963e-02,2.214037668443265545e+02
5.142499999999814975e+01,2.747899406135082245e+04,1.163707021361018633e+03,-1.348528565199006124e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.389312075879656732e+03,4.745774350599159290e-05,4.657137883049953686e+00,2.132198996435228764e+04,1.404401861621489616e+03,2.209316984713990614e-02,2.214439098544390561e+02
5.144999999999814833e+01,2.750808255548682064e+04,1.163372583630964073e+03,-1.346743685886257325e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.388997380850063337e+03,4.859009704257017439e-05,4.655659805188975930e+00,2.121406078017961045e+04,1.398180324832411998e+03,2.199129848888114677e-02,2.214841686244338632e+02
5.147499999999814690e+01,2.753716269422695041e+04,1.163038589346599338e+03,-1.344968220080548882e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.388683297888698917e+03,4.965265154413447940e-05,4.654182860698521829e+00,2.110672878717901403e+04,1.391989306983062534e+03,2.188993256439186394e-02,2.215245440140231210e+02
5.149999999999814548e+01,2.756623448863066733e+04,1.162705036168101060e+03,-1.343202120253593357e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.388369825414972411e+03,5.064309456694550442e-05,4.652707036397608853e+00,2.099999033265871185e+04,1.385828646474463312e+03,2.178906933207577779e-02,2.215650368830608841e+02
5.152499999999814406e+01,2.759529794969316572e+04,1.162371921764251738e+03,-1.341445351953686149e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.388056960278727502e+03,5.155589305855699328e-05,4.651232313862394996e+00,2.089384174163508578e+04,1.379698182650651916e+03,2.168870606711731028e-02,2.216056480915522968e+02
5.154999999999814264e+01,2.762435308835562319e+04,1.162039243816935141e+03,-1.339697862742972845e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.387744701215730174e+03,5.239006015986040851e-05,4.649758681006479044e+00,2.078827942133411489e+04,1.373597755792497992e+03,2.158884006136343667e-02,2.216463784996632000e+02
5.157499999999814122e+01,2.765339991550147533e+04,1.161707000019223415e+03,-1.337959607836695142e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.387433045733491554e+03,5.314274090972598042e-05,4.648286121644595426e+00,2.068329976679317406e+04,1.367527207111302005e+03,2.148946862320226525e-02,2.216872289677319259e+02
5.159999999999813980e+01,2.768243844195548445e+04,1.161375188077288840e+03,-1.336230534802651526e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.387121992030123920e+03,5.381308317875952216e-05,4.646814621922404243e+00,2.057889921843749835e+04,1.361486378742440820e+03,2.139058907744255736e-02,2.217282003562811212e+02
5.162499999999813838e+01,2.771146867848467082e+04,1.161043805709228081e+03,-1.334510595914313313e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.386811537917219312e+03,5.439913377490474016e-05,4.645344166707534583e+00,2.047507422966172089e+04,1.355475113739691778e+03,2.129219876520451263e-02,2.217692935260248532e+02
5.164999999999813696e+01,2.774049063580110669e+04,1.160712850646069228e+03,-1.332799739413312068e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.386501681190803765e+03,5.490003185251823538e-05,4.643874740832329095e+00,2.037182127771623709e+04,1.349493256068723213e+03,2.119429504379712406e-02,2.218105093378825075e+02
5.167499999999813554e+01,2.776950432455912232e+04,1.160382320632970732e+03,-1.331097908750381542e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.386192420114527295e+03,5.531624334515078276e-05,4.642406330712325335e+00,2.026913687779495012e+04,1.343540650601886909e+03,2.109687528661705058e-02,2.218518486529832217e+02
5.169999999999813411e+01,2.779850975535716861e+04,1.160052213429037920e+03,-1.329405048103894060e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.385883752587042409e+03,5.564815449601632184e-05,4.640938921556892360e+00,2.016701755814543139e+04,1.337617143111232963e+03,2.099993688301851624e-02,2.218933123326838768e+02
5.172499999999813269e+01,2.782750693873502314e+04,1.159722526806937140e+03,-1.327721103206955533e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.385575676497917584e+03,5.589587198051594981e-05,4.639472498561741709e+00,2.006545987056645026e+04,1.331722580263384089e+03,2.090347723821389322e-02,2.219349012385738433e+02
5.174999999999813127e+01,2.785649588518310338e+04,1.159393258554064687e+03,-1.326046015101475462e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.385268189894993839e+03,5.606082538345907130e-05,4.638007047468948763e+00,1.996446039496510275e+04,1.325856809612384723e+03,2.080749377314127305e-02,2.219766162324945924e+02
5.177499999999812985e+01,2.788547660513129085e+04,1.159064406472895826e+03,-1.324379723445396628e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.384961290799524932e+03,5.614493514094423006e-05,4.636542553947967882e+00,1.986401573381790877e+04,1.320019679596057586e+03,2.071198392438967570e-02,2.220184581765346081e+02
5.179999999999812843e+01,2.791444910895638168e+04,1.158735968381723296e+03,-1.322722164941100331e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.384654977560021734e+03,5.615104418219042941e-05,4.635079004779998790e+00,1.976412252211956365e+04,1.314211039527890989e+03,2.061694514405121303e-02,2.220604279330571842e+02
5.182499999999812701e+01,2.794341340698208660e+04,1.158407942112852652e+03,-1.321073283502635043e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.384349247741437239e+03,5.608024572252065775e-05,4.633616384139236821e+00,1.966477739534785724e+04,1.308430739593042063e+03,2.052237489964084047e-02,2.221025263646978374e+02
5.184999999999812559e+01,2.797236950947623700e+04,1.158080325515235927e+03,-1.319433012519440496e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.384044099732200493e+03,5.593654357523875645e-05,4.632154678972666417e+00,1.956597703535509572e+04,1.302678630841299537e+03,2.042827067396652332e-02,2.221447543343852828e+02
5.187499999999812417e+01,2.800131742665357888e+04,1.157753116452947097e+03,-1.317801291471822545e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.383739531190229854e+03,5.572248698733966109e-05,4.630693873798089832e+00,1.946771812582670827e+04,1.296954565182071519e+03,2.033462996503269601e-02,2.221871127053475163e+02
5.189999999999812275e+01,2.803025716867763549e+04,1.157426312807687736e+03,-1.316178049819992779e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.383435541015894160e+03,5.544347776260853889e-05,4.629233957307248737e+00,1.936999740791163276e+04,1.291258395378548585e+03,2.024145028593040546e-02,2.222296023411238650e+02
5.192499999999812133e+01,2.805918874565511942e+04,1.157099912475789779e+03,-1.314563229014669510e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.383132126637976171e+03,5.510186779087586036e-05,4.627774913282883595e+00,1.927281160354018721e+04,1.285589975042751348e+03,2.014872916474206785e-02,2.222722241055719508e+02
5.194999999999811990e+01,2.808811216764431447e+04,1.156773913370095443e+03,-1.312956762981138858e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.382829286168207773e+03,5.470218723442850844e-05,4.626316727809091311e+00,1.917615747600281247e+04,1.279949158628945270e+03,2.005646414441973266e-02,2.223149788628859369e+02
5.197499999999811848e+01,2.811702744464948773e+04,1.156448313420758041e+03,-1.311358582447850196e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.382527018133232787e+03,5.425002282736484646e-05,4.624859388373566027e+00,1.908003182193827888e+04,1.274335801429031790e+03,1.996465278269574789e-02,2.223578674776012747e+02
5.199999999999811706e+01,2.814593458662368357e+04,1.156123110574569182e+03,-1.309768620833554742e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.382225320711580252e+03,5.375041476465422047e-05,4.623402881314611079e+00,1.898443144994625254e+04,1.268749759566084094e+03,1.987329265196337638e-02,2.224008908146131489e+02
5.202499999999811564e+01,2.817483360346965492e+04,1.155798302793127050e+03,-1.308186818881224944e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.381924191310356946e+03,5.320657509727824225e-05,4.621947190405691686e+00,1.888935316900897305e+04,1.263190889989864672e+03,1.978238133918985495e-02,2.224440497391809402e+02
5.204999999999811422e+01,2.820372450503800064e+04,1.155473888056349097e+03,-1.306613103284035837e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.381623628908104365e+03,5.262575224041039567e-05,4.620492304691924623e+00,1.879479385266647660e+04,1.257659050471005685e+03,1.969191644580778333e-02,2.224873451169426062e+02
5.207499999999811280e+01,2.823260730113182217e+04,1.155149864360058473e+03,-1.305047410388540285e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.381323631224505561e+03,5.201272128805008952e-05,4.619038209023041297e+00,1.870075036113640090e+04,1.252154099595969683e+03,1.960189558761948544e-02,2.225307778139236632e+02
5.209999999999811138e+01,2.826148200149927288e+04,1.154826229716433545e+03,-1.303489674745244464e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.381024196645237907e+03,5.137295192209306009e-05,4.617584890491328586e+00,1.860721959386688468e+04,1.246675896761146532e+03,1.951231639468732626e-02,2.225743486965533577e+02
5.212499999999810996e+01,2.829034861584287137e+04,1.154502982154479241e+03,-1.301939829020340156e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.380725323519289987e+03,5.071261482207466533e-05,4.616132336081178345e+00,1.851419847007793942e+04,1.241224302168321401e+03,1.942317651124661829e-02,2.226180586316704364e+02
5.214999999999810854e+01,2.831920715381577611e+04,1.154180119718292644e+03,-1.300397812813550402e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.380427009288632917e+03,5.003610889776733626e-05,4.614680529759616512e+00,1.842168390540489418e+04,1.235799176818679598e+03,1.933447359559483172e-02,2.226619084865403693e+02
5.217499999999810711e+01,2.834805762502178550e+04,1.153857640470277602e+03,-1.298863552867898896e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.380129253327307197e+03,4.935165974410575052e-05,4.613229461967725875e+00,1.832967288775297129e+04,1.230400382508378698e+03,1.924620532000642995e-02,2.227058991288614891e+02
5.219999999999810569e+01,2.837690003901626915e+04,1.153535542487109751e+03,-1.297336992067749506e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.379832053075412887e+03,4.866310964423100943e-05,4.611779116696108183e+00,1.823816237370813542e+04,1.225027781822992665e+03,1.915836937062955977e-02,2.227500314267793726e+02
5.222499999999810427e+01,2.840573440530616790e+04,1.153213823861890887e+03,-1.295818064677711945e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.379535407138203709e+03,4.797692161620812972e-05,4.610329481844885002e+00,1.814714937109929087e+04,1.219681238132393673e+03,1.907096344738994087e-02,2.227943062488986925e+02
5.224999999999810285e+01,2.843456073335371912e+04,1.152892482703201040e+03,-1.294306708756472268e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.379239313514901369e+03,4.729864310375959707e-05,4.608880543303265576e+00,1.805663089181285977e+04,1.214360615585578898e+03,1.898398526389408550e-02,2.228387244642960070e+02
5.227499999999810143e+01,2.846337903257086873e+04,1.152571517135320391e+03,-1.292802861471681730e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.378943770641059245e+03,4.663426385113546036e-05,4.607432288433138901e+00,1.796660397910475513e+04,1.209065779106143282e+03,1.889743254734313482e-02,2.228832869425270076e+02
5.229999999999810001e+01,2.849218931232485920e+04,1.152250925297202684e+03,-1.291306464101704776e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.378648776722106732e+03,4.598875918517163821e-05,4.605984703841826011e+00,1.787706568996546048e+04,1.203796594386604056e+03,1.881130303842810589e-02,2.229279945536444814e+02
5.232499999999809859e+01,2.852099158193450421e+04,1.151930705342982037e+03,-1.289817455893602371e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.378354330165074089e+03,4.536785185480675381e-05,4.604537776824458639e+00,1.778801310618300340e+04,1.198552927884218889e+03,1.872559449124975781e-02,2.229728481682030861e+02
5.234999999999809717e+01,2.854978585067484528e+04,1.151610855441176909e+03,-1.288335779282601834e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.378060429066094912e+03,4.477649284502471897e-05,4.603091493651899846e+00,1.769944332099780149e+04,1.193334646815393398e+03,1.864030467321538612e-02,2.230178486572774545e+02
5.237499999999809575e+01,2.857857212777435780e+04,1.151291373775172815e+03,-1.286861374769302380e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.377767072023881383e+03,4.422036559938980583e-05,4.601645842287898525e+00,1.761135345985072126e+04,1.188141619150980887e+03,1.855543136495050802e-02,2.230629968924723698e+02
5.239999999999809432e+01,2.860735042241774499e+04,1.150972258541814654e+03,-1.285394188485119571e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.377474257280160828e+03,4.370363174277468155e-05,4.600200809517747125e+00,1.752374065811736727e+04,1.182973713611790117e+03,1.847097236021394071e-02,2.231082937459317748e+02
5.242499999999809290e+01,2.863612074374128133e+04,1.150653507951280972e+03,-1.283934167070419008e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.377181982685880030e+03,4.323015255753639849e-05,4.598756380835946622e+00,1.743660206032546557e+04,1.177830799663431890e+03,1.838692546580230139e-02,2.231537400903538355e+02
5.244999999999809148e+01,2.866488310084026307e+04,1.150335120227573043e+03,-1.282481255197241232e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.376890247059506692e+03,4.280507700966446120e-05,4.597312544982010252e+00,1.734993485446559862e+04,1.172712747511700400e+03,1.830328850146336825e-02,2.231993367990014860e+02
5.247499999999809006e+01,2.869363750276155770e+04,1.150017093604586080e+03,-1.281035413270295109e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.376599047038716890e+03,4.242881056942672497e-05,4.595869283427913565e+00,1.726373619231589328e+04,1.167619428097560558e+03,1.822005929980305070e-02,2.232450847457175485e+02
5.249999999999808864e+01,2.872238395851384848e+04,1.149699426324227261e+03,-1.279596609203369795e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.376308378686898322e+03,4.209948437776717578e-05,4.594426575744563479e+00,1.717800323067106365e+04,1.162550713093142576e+03,1.813723570620907194e-02,2.232909848049300479e+02
5.252499999999808722e+01,2.875112247705738991e+04,1.149382116638721300e+03,-1.278164801701437092e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.376018239207249962e+03,4.181804951955848932e-05,4.592984405324254560e+00,1.709273317415934798e+04,1.157506474896305690e+03,1.805481557875129525e-02,2.233370378516718802e+02
5.254999999999808580e+01,2.877985306731145829e+04,1.149065162809521325e+03,-1.276739953823853924e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.375728625429141402e+03,4.158421979753728785e-05,4.591542754326855658e+00,1.700792323698906694e+04,1.152486586626476537e+03,1.797279678810306466e-02,2.233832447615886849e+02
5.257499999999808438e+01,2.880857573814969510e+04,1.148748563105767971e+03,-1.275322034787631864e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.375439533382245145e+03,4.139589233806312713e-05,4.590101602259061941e+00,1.692357063250911960e+04,1.147490922119781771e+03,1.789117721745113465e-02,2.234296064109534257e+02
5.259999999999808296e+01,2.883729049840383232e+04,1.148432315805473763e+03,-1.273911009080311274e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.375150960316093233e+03,4.125246839792938804e-05,4.588660932714916818e+00,1.683967262305732947e+04,1.142519355925410082e+03,1.780995476242574690e-02,2.234761236766706531e+02
5.262499999999808153e+01,2.886599735686276108e+04,1.148116419194641139e+03,-1.272506844709182516e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.374862902616917609e+03,4.115231846860918560e-05,4.587220726422944317e+00,1.675622646827061544e+04,1.137571763299636586e+03,1.772912733099275481e-02,2.235227974363018859e+02
5.264999999999808011e+01,2.889469632227160037e+04,1.147800871567041895e+03,-1.271109510574640922e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.374575356884285839e+03,4.109359641257711573e-05,4.585780964839528906e+00,1.667322945158227230e+04,1.132648020202368571e+03,1.764869284338691294e-02,2.235696285680688504e+02
5.267499999999807869e+01,2.892338740333542228e+04,1.147485671225159194e+03,-1.269718971800488561e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.374288320317656371e+03,4.107568177155333154e-05,4.584341631438065612e+00,1.659067888932190181e+04,1.127748003292969088e+03,1.756864923203366527e-02,2.236166179508624339e+02
5.269999999999807727e+01,2.895207060871273279e+04,1.147170816478379493e+03,-1.268335200746755298e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.374001789511801917e+03,4.109577304994154362e-05,4.582902707689818556e+00,1.650857210122495235e+04,1.122871589924602858e+03,1.748899444144670981e-02,2.236637664642680363e+02
5.272499999999807585e+01,2.898074594702478498e+04,1.146856305643261749e+03,-1.266958168694059417e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.373715760930140505e+03,4.115143477619264783e-05,4.581464174643776310e+00,1.642690642202244271e+04,1.118018658140889784e+03,1.740972642816357788e-02,2.237110749885669350e+02
5.274999999999807443e+01,2.900941342684719712e+04,1.146542137043804360e+03,-1.265587845861064586e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.373430231329630487e+03,4.124061561952706067e-05,4.580026014343624219e+00,1.634567921145202672e+04,1.113189086671630548e+03,1.733084316066600336e-02,2.237585444047489034e+02
5.277499999999807301e+01,2.903807305671460927e+04,1.146228309011820556e+03,-1.264224200959120026e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.373145198195966486e+03,4.136180344475721645e-05,4.578588211278267650e+00,1.626488786426927072e+04,1.108382754927661381e+03,1.725234261928628929e-02,2.238061755945324194e+02
5.279999999999807159e+01,2.906672484512161463e+04,1.145914819884492317e+03,-1.262867212486870194e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.372860657244338881e+03,4.151041457134806986e-05,4.577150744048137376e+00,1.618452975082165540e+04,1.103599542997365688e+03,1.717422279614081934e-02,2.238539694403691556e+02
5.282499999999807017e+01,2.909536880051996559e+04,1.145601668006647515e+03,-1.261516849833339293e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.372576605743388427e+03,4.168479707476643566e-05,4.575713596448967024e+00,1.610460229582584543e+04,1.098839331642004709e+03,1.709648169504437293e-02,2.239019268254614019e+02
5.284999999999806874e+01,2.912400493131950498e+04,1.145288851731568684e+03,-1.260173079155609699e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.372293041518507380e+03,4.188439669301326429e-05,4.574276754146915813e+00,1.602510295416026202e+04,1.094102002291773033e+03,1.701911733143640984e-02,2.239500486337712744e+02
5.287499999999806732e+01,2.915263324589002877e+04,1.144976369416817533e+03,-1.258835883310963766e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.372009960144330080e+03,4.210333312494485850e-05,4.572840195320265089e+00,1.594602914518025682e+04,1.089387437041488965e+03,1.694212773230147767e-02,2.239983357500348973e+02
5.289999999999806590e+01,2.918125375255849212e+04,1.144664219426590535e+03,-1.257505235734663174e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.371727358433835207e+03,4.233876680110828681e-05,4.571403902290819055e+00,1.586737833445335855e+04,1.084695518646112077e+03,1.686551093608698246e-02,2.240467890597782343e+02
5.292499999999806448e+01,2.920986645961552858e+04,1.144352400131856484e+03,-1.256181109309761368e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.371445233427299854e+03,4.258807023571289539e-05,4.569967858152895523e+00,1.578914800974966965e+04,1.080026130516961530e+03,1.678926499263237379e-02,2.240954094493268087e+02
5.294999999999806306e+01,2.923847137530799955e+04,1.144040909912154802e+03,-1.254863469730081960e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.371163583251391856e+03,4.285100613339368599e-05,4.568532049635367187e+00,1.571133570050232811e+04,1.075379156718306831e+03,1.671338796310465821e-02,2.241441978058106486e+02
5.297499999999806164e+01,2.926706850784085691e+04,1.143729747150789535e+03,-1.253552301913804357e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.370882403347595528e+03,4.312108267322563570e-05,4.567096454534250505e+00,1.563393889098313230e+04,1.070754481961696229e+03,1.663787791989697687e-02,2.241931550171943002e+02
5.299999999999806022e+01,2.929565786537993699e+04,1.143418910238099897e+03,-1.252247577694255298e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.370601691026089611e+03,4.339609718072196155e-05,4.565661056887408087e+00,1.555695512506634441e+04,1.066151991603119768e+03,1.656273294657362172e-02,2.242422819722771692e+02
5.302499999999805880e+01,2.932423945605382323e+04,1.143108397570971647e+03,-1.250949270858299656e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.370321443271954422e+03,4.367323372687581203e-05,4.564225839663975215e+00,1.548038195549858756e+04,1.061571571639017520e+03,1.648795113779627508e-02,2.242915795607059408e+02
5.304999999999805738e+01,2.935281328794825822e+04,1.142798207553278189e+03,-1.249657353433995510e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.370041657393761170e+03,4.395028361981663544e-05,4.562790786925181585e+00,1.540421695860887303e+04,1.057013108701664805e+03,1.641353059924021210e-02,2.243410486729944751e+02
5.307499999999805596e+01,2.938137936910707504e+04,1.142488338593267599e+03,-1.248371807898691266e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.369762329313635519e+03,4.422157649423173541e-05,4.561355878129082164e+00,1.532845769560597364e+04,1.052476490055162913e+03,1.633946944752041885e-02,2.243906902005376480e+02
5.309999999999805453e+01,2.940993770753964782e+04,1.142178789106859767e+03,-1.247092603538161981e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.369483456767067082e+03,4.448584868903851893e-05,4.559921098788005445e+00,1.525310178463085504e+04,1.047961603592803840e+03,1.626576581014034170e-02,2.244405050356103004e+02
5.312499999999805311e+01,2.943848831121157855e+04,1.141869557517160956e+03,-1.245819711588810641e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.369205037246419352e+03,4.474122873490904228e-05,4.558486433617971123e+00,1.517814685396481218e+04,1.043468337831453027e+03,1.619241782539195332e-02,2.244904940713991266e+02
5.314999999999805169e+01,2.946703118805121630e+04,1.141560642252176649e+03,-1.244553112423848695e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.368927066714717739e+03,4.498276760014419725e-05,4.557051862257670116e+00,1.510359051371646638e+04,1.038996581908901135e+03,1.611942364230447775e-02,2.245406582020025041e+02
5.317499999999805027e+01,2.949556634594686329e+04,1.141252041746265832e+03,-1.243292780612762272e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.368649542361201384e+03,4.520748932616120395e-05,4.555617368443194870e+00,1.502943041701806396e+04,1.034546225579249040e+03,1.604678142056099877e-02,2.245909983224526343e+02
5.319999999999804885e+01,2.952409379274863750e+04,1.140943754441106876e+03,-1.242038686848407281e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.368372461660611179e+03,4.541375865836787848e-05,4.554182936874807019e+00,1.495566423867462436e+04,1.030117159209846250e+03,1.597448933044064504e-02,2.246415153287197484e+02
5.322499999999804743e+01,2.955261353626567870e+04,1.140635778784241666e+03,-1.240790807659460526e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.368095821180249914e+03,4.559796322043727345e-05,4.552748549246623533e+00,1.488228964899856510e+04,1.025709273776981036e+03,1.590254555274034018e-02,2.246922101177322304e+02
5.324999999999804601e+01,2.958112558427173644e+04,1.140328113230390954e+03,-1.239549114305919986e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.367819618354043314e+03,4.575832262887851272e-05,4.551314190151164674e+00,1.480930435253136966e+04,1.021322460861889795e+03,1.583094827870206237e-02,2.247430835873918511e+02
5.327499999999804459e+01,2.960962994449771941e+04,1.140020756240394576e+03,-1.238313582287186954e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.367543850129873363e+03,4.589162526984602288e-05,4.549879842577434275e+00,1.473670605835770402e+04,1.016956612647939096e+03,1.575969570995909910e-02,2.247941366365772922e+02
5.329999999999804317e+01,2.963812662464194000e+04,1.139713706282294424e+03,-1.237084182776604102e+01,0.000000000000000000e+00,1.100297158023628299e+02,1.367268513755997219e+03,4.599616770344346284e-05,4.548445490527916135e+00,1.466449249711803714e+04,1.012611621915929049e+03,1.568878605845192356e-02,2.248453701651690153e+02
