# time (s),altitude (m),absolute velocity (m/s),acceleration (m/s^2),thrust (N),mass (kg),freestream velocity (m/s),angle of attack (rads),Mach,dynamic pressure (Pa),air pressure (Pa),air density (kg/m^3),air temperature (K)
3.674999999999990941e+00,1.748454465596005321e+02,9.428678434796181307e+01,2.633992328174510078e+01,9.970388963790750495e+03,2.694525071815397155e+02,9.497359017519364954e+01,2.755298958878239779e-02,2.806902953235704823e-01,4.700966762236926115e+03,8.523789078177623742e+04,1.042340957602465368e+00,2.848742771902615800e+02
3.699999999999990852e+00,1.772108469149097800e+02,9.494523191092484637e+01,2.633787481814219689e+01,9.970709379271142097e+03,2.693515054806435387e+02,9.564046881959997393e+01,2.616324508371286120e-02,2.826671559180731763e-01,4.766071446596244641e+03,8.521384902023621544e+04,1.042090682557861081e+00,2.848623249103479225e+02
3.724999999999990763e+00,1.795927073694765568e+02,9.560358507646679982e+01,2.633409847762057865e+01,9.971031954369356754e+03,2.692505037797473619e+02,9.630759890359918529e+01,2.458787241576850316e-02,2.846448875708378345e-01,4.831625114853920422e+03,8.518964521591154335e+04,1.041838733003319417e+00,2.848502828920855450e+02
3.749999999999990674e+00,1.819910250147804618e+02,9.626179981578724210e+01,2.632856097194941469e+01,9.971356687156958287e+03,2.691495020788511852e+02,9.697498665037910826e+01,2.283835488981229844e-02,2.866235097283036937e-01,4.897628251695990002e+03,8.516527951349854993e+04,1.041585110676631842e+00,2.848381510209906651e+02
3.774999999999990585e+00,1.844057958340272307e+02,9.691983147196232551e+01,2.632123717467651147e+01,9.971683575545423082e+03,2.690485003779550084e+02,9.764263571565652455e+01,2.092776529143594577e-02,2.886030342499191215e-01,4.964081093455230075e+03,8.514075206970570434e+04,1.041329817441267513e+00,2.848259291874922496e+02
3.799999999999990496e+00,1.868370146872475743e+02,9.757763504926155917e+01,2.631211353204128756e+01,9.972012617286009117e+03,2.689474986770588316e+02,9.831054701281995278e+01,1.887077471871132298e-02,2.905834648904169204e-01,5.030983601641421956e+03,8.511606305326300208e+04,1.041072855286424348e+00,2.848136172869627103e+02
3.824999999999990408e+00,1.892846753094345331e+02,9.823516559496887623e+01,2.630119176314972052e+01,9.972343809966298068e+03,2.688464969761626548e+02,9.897871862741881444e+01,1.668366720447416254e-02,2.925647970460308334e-01,5.098335444992221710e+03,8.509121264518155658e+04,1.040814226329684233e+00,2.848012152198737112e+02
3.849999999999990319e+00,1.917487703198567033e+02,9.889237867895421630e+01,2.628849277002643348e+01,9.972677151012685499e+03,2.687454952752664781e+02,9.964714581963316675e+01,1.438438641951225207e-02,2.945470177608340845e-01,5.166135990298879733e+03,8.506620103856714559e+04,1.040553932815024396e+00,2.847887228917304583e+02
3.874999999999990230e+00,1.942292912350967526e+02,9.954923097067606363e+01,2.627406053484554604e+01,9.973012637691505006e+03,2.686444935743703013e+02,1.003158211552519674e+02,1.199264728131685213e-02,2.965301061129008153e-01,5.234384306666036537e+03,8.504102843853505328e+04,1.040291977111885258e+00,2.847761402130554416e+02
3.899999999999990141e+00,1.967262285128235817e+02,1.002056809118014229e+02,2.625796594466629230e+01,9.973350267112962683e+03,2.685434918734741245e+02,1.009847347053211450e+02,9.530331103645546531e-03,2.985140338035425778e-01,5.303079177510139743e+03,8.501569506191520486e+04,1.040028361712052707e+00,2.847634670992694055e+02
3.924999999999990052e+00,1.992395716002210975e+02,1.008616894756765987e+02,2.624031026546103007e+01,9.973690036237954700e+03,2.684424901725779478e+02,1.016538743692035354e+02,7.022902232564119142e-03,3.004987661114827957e-01,5.372219126392927137e+03,8.499020113674104505e+04,1.039763089224293280e+00,2.847507034704622697e+02
3.949999999999989964e+00,2.017693090084940195e+02,1.015172210016648364e+02,2.622122813681305331e+01,9.974031941886380082e+03,2.683414884716817710e+02,1.023232261875957079e+02,4.506424450328153433e-03,3.024842628174900239e-01,5.441802443110350396e+03,8.496454690162558109e+04,1.039496162367814724e+00,2.847378492511072068e+02
3.974999999999989875e+00,2.043154284087941051e+02,1.021722440839967021e+02,2.620088975244462759e+01,9.974375980749236987e+03,2.682404867707855942e+02,1.029927750779381910e+02,2.104467421307027516e-03,3.044704803778968127e-01,5.511827256226041754e+03,8.493873260485325591e+04,1.039227583962776036e+00,2.847249043696305648e+02
3.999999999999989786e+00,2.068779167495667934e+02,1.028267321027802836e+02,2.617948654661972085e+01,9.974722149402610739e+03,2.681394850698894174e+02,1.036625050610307852e+02,1.322286638888435853e-03,3.064573725942985605e-01,5.582291553737664799e+03,8.491275850333088601e+04,1.038957356919327557e+00,2.847118687579098832e+02
4.024999999999989697e+00,2.094567603599280119e+02,1.034806620926680125e+02,2.615716470039782493e+01,9.975070444324397613e+03,2.680384833689932407e+02,1.043324000946534937e+02,3.337397338671360247e-03,3.084448930779414288e-01,5.653193270460743406e+03,8.488662486133266066e+04,1.038685484224513678e+00,2.846987423506662935e+02
4.049999999999990052e+00,2.120519450549036264e+02,1.041340167294282395e+02,2.613414985779844812e+01,9.975420861906843129e+03,2.679374816680970639e+02,1.050024445416335510e+02,5.706168667165128876e-03,3.104329966336332736e-01,5.724530338875695634e+03,8.486033194955992803e+04,1.038411968932459351e+00,2.846855250850115340e+02
4.074999999999990408e+00,2.146634563151746988e+02,1.047867863224676910e+02,2.611074736389397088e+01,9.975773398476467264e+03,2.678364799672008871e+02,1.056726238139800245e+02,8.022437228843654414e-03,3.124216411645599489e-01,5.796300761158920068e+03,8.483388004364496737e+04,1.038136814148765019e+00,2.846722168997142148e+02
4.099999999999990763e+00,2.172912794798612595e+02,1.054389695500899791e+02,2.608729197427827273e+01,9.976128050319633985e+03,2.677354782663047104e+02,1.063429249553050937e+02,1.023513807381040697e-02,3.144107893950468524e-01,5.868502676924344087e+03,8.480726942223327933e+04,1.037860023010534594e+00,2.846588177342489985e+02
4.124999999999991118e+00,2.199353999653831124e+02,1.060905740195037055e+02,2.606414084506376128e+01,9.976484813710470917e+03,2.676344765654085336e+02,1.070133371764878945e+02,1.231615266882505298e-02,3.164004104553994057e-01,5.941134428092431335e+03,8.478050036488867772e+04,1.037581598664558014e+00,2.846453275277523858e+02
4.149999999999991473e+00,2.225958034936338663e+02,1.067416166695527835e+02,2.604166724177838077e+01,9.976843684941863103e+03,2.675334748645123568e+02,1.076838522665622691e+02,1.424294910824048903e-02,3.183904810981441069e-01,6.014194611916274880e+03,8.475357314976734051e+04,1.037301544243100171e+00,2.846317462178570281e+02
4.174999999999991829e+00,2.252724763313308358e+02,1.073921239954969593e+02,2.602025342139036823e+01,9.977204660355795568e+03,2.674324731636161800e+02,1.083544649803001221e+02,1.599589195846357059e-02,3.203809868455689824e-01,6.087682133018849527e+03,8.472648805134165741e+04,1.037019862840219409e+00,2.846180737395442293e+02
4.199999999999992184e+00,2.279654055275022984e+02,1.080421320777672349e+02,2.600028279128838804e+01,9.977567736377264737e+03,2.673314714627200033e+02,1.090251731983165797e+02,1.755764106242352698e-02,3.223719224649315152e-01,6.161596231212545717e+03,8.469924533785483800e+04,1.036736557485285148e+00,2.846043100238558168e+02
4.224999999999992539e+00,2.306745791481807828e+02,1.086916864039306887e+02,2.598213163767652034e+01,9.977932909544819267e+03,2.672304697618238265e+02,1.096959780260335720e+02,1.891302510789270169e-02,3.243632922629236526e-01,6.235936502991393354e+03,8.467184526903029473e+04,1.036451631119162720e+00,2.845904549967272033e+02
4.249999999999992895e+00,2.333999865148216486e+02,1.093408414765769265e+02,2.596616056244105408e+01,9.978300176543509224e+03,2.671294680609276497e+02,1.103668837718192890e+02,2.004906305238750644e-02,3.263551100230061008e-01,6.310702909558014653e+03,8.464428809359902516e+04,1.036165086568505922e+00,2.845765085777226204e+02
4.274999999999993250e+00,2.361416184147819877e+02,1.099896602073976339e+02,2.595270593085752253e+01,9.978669534234300954e+03,2.670284663600314730e+02,1.110378976956469472e+02,2.095502505793036749e-02,3.283473982641183508e-01,6.385895758349681273e+03,8.461657404709256662e+04,1.035876926522825814e+00,2.845624706788973413e+02
4.299999999999993605e+00,2.388994673062115908e+02,1.106382131011459933e+02,2.594207146679875464e+01,9.979040979682451507e+03,2.669274646591352962e+02,1.117090296982446915e+02,2.162251562717101491e-02,3.303401873233282604e-01,6.461515676652602451e+03,8.458870334971345437e+04,1.035587153512366632e+00,2.845483412036945197e+02
4.324999999999993960e+00,2.416735274950042367e+02,1.112865772445952928e+02,2.593452045267773798e+01,9.979414510183125458e+03,2.668264629582391194e+02,1.123802919043523616e+02,2.204553533511227625e-02,3.323335141251829161e-01,6.537563571648476682e+03,8.456067620441412146e+04,1.035295769888161521e+00,2.845341200459404831e+02
4.349999999999994316e+00,2.444637952810153365e+02,1.119348351154480099e+02,2.593026852747084021e+01,9.979790123282722561e+03,2.667254612573429426e+02,1.130516980844755750e+02,2.222055172912085208e-02,3.343274204732095689e-01,6.614040569899344518e+03,8.453249279529544583e+04,1.035002777805416052e+00,2.845198070889967994e+02
4.374999999999994671e+00,2.472702690837904811e+02,1.125830732343521561e+02,2.592947741098006986e+01,9.980167816796865736e+03,2.666244595564467659e+02,1.137232630289703366e+02,2.214656268065732028e-02,3.363219512001408007e-01,6.690947948921359057e+03,8.450415328625826805e+04,1.034708179209525181e+00,2.845054022050371714e+02
4.399999999999995026e+00,2.500929495198652148e+02,1.132313806903744791e+02,2.593224984210187500e+01,9.980547588823874321e+03,2.665234578555505891e+02,1.143950018473190653e+02,2.182513860420748353e-02,3.383171520965466694e-01,6.768287057442860714e+03,8.447565781999134924e+04,1.034411975825595631e+00,2.844909052544899737e+02
4.424999999999995381e+00,2.529318394474685192e+02,1.138798475712351603e+02,2.593862576925268826e+01,9.980929437752645754e+03,2.664224561546544123e+02,1.150669292433085928e+02,2.126046522339762254e-02,3.403130677677663196e-01,6.846059230017558548e+03,8.444700651738069428e+04,1.034114169152350771e+00,2.844763160856928152e+02
4.449999999999995737e+00,2.557869439739733934e+02,1.145285633371863696e+02,2.594858009610959471e+01,9.981313362265831529e+03,2.663214544537582356e+02,1.157390587986084114e+02,2.045936473829676819e-02,3.423097395152606137e-01,6.924265699812835919e+03,8.441819947727116232e+04,1.033814760459698334e+00,2.844616345347239985e+02
4.474999999999996092e+00,2.586582704167813063e+02,1.151776151796147758e+02,2.596202207053419286e+01,9.981699361337057780e+03,2.662204527528620588e+02,1.164114022463825933e+02,1.943130357119325635e-02,3.443072031880190509e-01,7.002907507388838894e+03,8.438923677667461743e+04,1.033513750790940433e+00,2.844468604254608408e+02
4.499999999999996447e+00,2.615458282316103578e+02,1.158270864090637247e+02,2.597879646133096188e+01,9.982087434222830780e+03,2.661194510519658820e+02,1.170839690118644256e+02,1.818836991107269929e-02,3.463054878231059397e-01,7.081985438906183845e+03,8.436011847137780569e+04,1.033211140969139574e+00,2.844319935698408699e+02
4.524999999999996803e+00,2.644496288858354092e+02,1.164770549072481032e+02,2.599868611791357154e+01,9.982477580449594825e+03,2.660184493510697052e+02,1.177567653858733223e+02,1.674527768737190878e-02,3.483046132001688666e-01,7.161499917967292276e+03,8.433084459691283701e+04,1.032906931607245005e+00,2.844170337683116827e+02
4.549999999999997158e+00,2.673696857169270515e+02,1.171275916925635414e+02,2.602141651004784961e+01,9.982869799793903439e+03,2.659174476501735285e+02,1.184297943484599500e+02,1.511930949764654468e-02,3.503045893183863169e-01,7.241450973699890710e+03,8.430141517004577327e+04,1.032601123123607856e+00,2.844019808105447851e+02
4.574999999999997513e+00,2.703060137350112200e+02,1.177787596345039276e+02,2.604666168414583538e+01,9.983264092260062171e+03,2.658164459492773517e+02,1.191030552187996392e+02,1.333027433499714247e-02,3.523054153592768412e-01,7.321838186841600873e+03,8.427183019045372203e+04,1.032293715759440955e+00,2.843868344762526590e+02
4.599999999999997868e+00,2.732586294114589691e+02,1.184306123545347162e+02,2.607405172145236349e+01,9.983660458051550449e+03,2.657154442483811749e+02,1.197765435905742493e+02,1.140046188520119075e-02,3.543070794936445389e-01,7.402660669784844686e+03,8.424208964286845003e+04,1.031984709601130090e+00,2.843715945362453112e+02
4.624999999999998224e+00,2.762275504283607006e+02,1.190831933428420228e+02,2.610318137302823871e+01,9.984058897540589896e+03,2.656144425474849982e+02,1.204502513943769344e+02,9.354668986645641934e-03,3.563095590641466859e-01,7.483917062195029757e+03,8.421219349936173239e+04,1.031674104603997000e+00,2.843562607535703251e+02
4.649999999999998579e+00,2.792127954261377454e+02,1.197365353147459217e+02,2.613361964630031409e+01,9.984459411232288403e+03,2.655134408465888214e+02,1.211241671954195454e+02,7.220515788821887417e-03,3.583128214637844589e-01,7.565605556325267571e+03,8.418214172203330963e+04,1.031361900620253236e+00,2.843408328848593669e+02
4.674999999999998934e+00,2.822143837222829461e+02,1.203906598207672261e+02,2.616491995112362190e+01,9.984861999729766467e+03,2.654124391456926446e+02,1.217982766313546108e+02,5.030163600285290047e-03,3.603168254290030070e-01,7.647723941145582103e+03,8.415193426562924287e+04,1.031048097426206622e+00,2.843253106816513878e+02
4.699999999999999289e+00,2.852323350310325623e+02,1.210455771134497098e+02,2.619663036999266836e+01,9.985266663695498210e+03,2.653114374447964678e+02,1.224725630294391721e+02,2.832817514258303970e-03,3.623215228634166785e-01,7.730269670872773531e+03,8.412157108044218330e+04,1.030732694752394041e+00,2.843096938918656065e+02
4.724999999999999645e+00,2.882666691849008203e+02,1.217012864812824944e+02,2.622831234199154338e+01,9.985673403813872937e+03,2.652104357439002911e+02,1.231470082281380769e+02,1.014289828581783513e-03,3.643268612666365480e-01,7.813239961920136011e+03,8.409105211511997913e+04,1.030415692312750098e+00,2.842939822612364651e+02
4.750000000000000000e+00,2.913174058739095926e+02,1.223577775599420221e+02,2.625957975555903090e+01,9.986082220753776710e+03,2.651094340430041143e+02,1.238215933022727455e+02,1.871700132697437470e-03,3.663327858780791590e-01,7.896631880750606797e+03,8.406037731947458815e+04,1.030097089833770463e+00,2.842781755347550074e+02
4.775000000000000355e+00,2.943845644388347864e+02,1.230150328954362067e+02,2.629014902461823056e+01,9.986493115137773202e+03,2.650084323421079375e+02,1.244962992948388774e+02,3.937296809000693544e-03,3.683392418410007529e-01,7.980442435563373692e+03,8.402954664679264533e+04,1.029776887078488024e+00,2.842622734578628751e+02
4.800000000000000711e+00,2.974681636691093445e+02,1.236730256180045586e+02,2.631964351878736252e+01,9.986906087515448235e+03,2.649074306412117608e+02,1.251711086615191135e+02,5.983270631363876713e-03,3.703461784756049702e-01,8.064668762491888629e+03,8.399856005583716615e+04,1.029455083867231613e+00,2.842462757774940769e+02
4.825000000000001066e+00,3.005682215718552470e+02,1.243317199167506573e+02,2.634770559259046152e+01,9.987321138333552881e+03,2.648064289403155840e+02,1.258460056345785034e+02,7.923384057280352666e-03,3.723535503554543102e-01,8.149308177703511319e+03,8.396741751308728999e+04,1.029131680100851876e+00,2.842301822432432914e+02
4.850000000000001421e+00,3.036847551520913839e+02,1.249910719604622784e+02,2.637401443293956049e+01,9.987738267906221154e+03,2.647054272394194072e+02,1.265209771526984497e+02,9.722803532633066473e-03,3.743613200585868550e-01,8.234358304525083440e+03,8.393611899497218837e+04,1.028806675783874525e+00,2.842139926085415027e+02
4.875000000000001776e+00,3.068177802320569754e+02,1.256510308092178576e+02,2.639828569059609364e+01,9.988157476387654242e+03,2.646044255385232304e+02,1.271960134495385688e+02,1.135439212534306193e-02,3.763694599093397319e-01,8.319817159567604904e+03,8.390466448992192454e+04,1.028480071045746680e+00,2.841977066317408003e+02
4.900000000000002132e+00,3.099673112779855728e+02,1.263115393112921794e+02,2.642027089212860602e+01,9.988578763749210339e+03,2.645034238376270537e+02,1.278711084990410427e+02,1.279493346614348111e-02,3.783779532966751180e-01,8.405683222288913385e+03,8.387305400008552533e+04,1.028151866158620420e+00,2.841813240770352991e+02
4.925000000000002487e+00,3.131333612604066730e+02,1.269725349574439974e+02,2.643975573521545286e+01,9.989002129757942384e+03,2.644024221367308769e+02,1.285462603588343313e+02,1.402453253377489856e-02,3.803867956912299064e-01,8.491955492769544435e+03,8.384128754294181999e+04,1.027822061554016342e+00,2.841648447153301618e+02
4.950000000000002842e+00,3.163159415293484926e+02,1.276339506677874027e+02,2.645655739200165613e+01,9.989427573959745132e+03,2.643014204358347001e+02,1.292214709032221265e+02,1.502656189774292071e-02,3.823959938563199490e-01,8.578633469782240354e+03,8.380936515256339044e+04,1.027490657835876453e+00,2.841482683249375896e+02
4.975000000000003197e+00,3.195150617053732276e+02,1.282957155080083282e+02,2.647052168293641827e+01,9.989855095664092005e+03,2.642004187349385234e+02,1.298967457867904614e+02,1.578777997221385634e-02,3.844055657413283922e-01,8.665717158517678399e+03,8.377728688076285471e+04,1.027157655792400481e+00,2.841315946922135254e+02
5.000000000000003553e+00,3.227307295976206660e+02,1.289577553335251423e+02,2.648152019457238637e+01,9.990284693930876529e+03,2.640994170340423466e+02,1.305720939114374914e+02,1.629845631196631672e-02,3.864155389055718426e-01,8.753207011559095918e+03,8.374505279807937040e+04,1.026823056406201751e+00,2.841148236121188688e+02
5.025000000000003908e+00,3.259629511255770922e+02,1.296199933720611739e+02,2.648944781607157140e+01,9.990716367560995423e+03,2.639984153331461698e+02,1.312475268066269791e+02,1.655248019177226609e-02,3.884259486851869281e-01,8.841103856036186698e+03,8.371266299448521750e+04,1.026486860861576256e+00,2.840979548886343196e+02
5.050000000000004263e+00,3.292117302622646093e+02,1.302823507693726413e+02,2.649422126547166556e+01,9.991150115087302765e+03,2.638974136322499930e+02,1.319230578447051982e+02,1.654747134183923163e-02,3.904368358715695209e-01,8.929408796023728428e+03,8.368011758006476157e+04,1.026149070551460651e+00,2.840809883351669782e+02
5.075000000000004619e+00,3.324770689886063337e+02,1.309447471187171175e+02,2.649577843935976418e+01,9.991585934768570951e+03,2.637964119313538163e+02,1.325987012950758128e+02,1.628481566029680791e-02,3.924482439125615563e-01,9.018123089930686547e+03,8.364741668546806613e+04,1.025809687082065436e+00,2.840639237748398500e+02
5.100000000000004974e+00,3.357589672636240721e+02,1.316071010136473660e+02,2.649407934593760672e+01,9.992023824584031900e+03,2.636954102304576395e+02,1.332744713946155173e+02,1.576970642961457794e-02,3.944602161612183466e-01,9.107248026411371029e+03,8.361456046231910295e+04,1.025468712277023853e+00,2.840467610407611687e+02
5.125000000000005329e+00,3.390574230020865798e+02,1.322693306604855366e+02,2.648910849229283571e+01,9.992463782231172445e+03,2.635944085295614627e+02,1.339503813656713191e+02,1.501114127255935571e-02,3.964727929690181618e-01,9.196784789465629729e+03,8.358154908338289533e+04,1.025126148179044794e+00,2.840294999761687222e+02
5.150000000000005684e+00,3.423724320800974965e+02,1.329313545882675669e+02,2.648087878326386502e+01,9.992905805125061306e+03,2.634934068286652860e+02,1.346264425092800252e+02,1.402188653216300540e-02,3.984860090012267708e-01,9.286734330087982016e+03,8.354838274261455808e+04,1.024781997050334903e+00,2.840121404345135829e+02
5.175000000000006040e+00,3.457039883462712169e+02,1.335930924897956231e+02,2.646943676583293836e+01,9.993349890399475044e+03,2.633924051277691092e+02,1.353026634618454693e+02,1.281840347305730245e-02,4.004998910356481479e-01,9.377097257063289362e+03,8.351506165507587139e+04,1.024436261371649559e+00,2.839946822794757963e+02
5.200000000000006395e+00,3.490520836664363742e+02,1.342544662214035327e+02,2.645486897769796997e+01,9.993796034911700190e+03,2.632914034268729324e+02,1.359790494952821405e+02,1.142074144249885341e-02,4.025144558897213454e-01,9.467873730932233229e+03,8.348158605657432054e+04,1.024088943838461274e+00,2.839771253848342099e+02
5.225000000000006750e+00,3.524167079944163561e+02,1.349154009776715100e+02,2.643730894532098219e+01,9.994244235250011116e+03,2.631904017259767556e+02,1.366556021954478126e+02,9.852402548328184628e-03,4.045297094671017057e-01,9.559063408162481210e+03,8.344795620310200320e+04,1.023740047355056193e+00,2.839594696342312545e+02
5.250000000000007105e+00,3.557978494679555297e+02,1.355758266440633975e+02,2.641694430087287770e+01,9.994694487746079176e+03,2.630894000250805789e+02,1.373323192405745203e+02,8.140217168370633347e-03,4.065456461002108224e-01,9.650665398134091447e+03,8.341417236990509264e+04,1.023389575024797438e+00,2.839417149207421858e+02
5.275000000000007461e+00,3.591954945456236601e+02,1.362356793164944122e+02,2.639402345953325835e+01,9.995146788490377730e+03,2.629883983241844021e+02,1.380091945350818605e+02,6.314394315002220572e-03,4.085622489448011430e-01,9.742678269427929990e+03,8.338023485032732424e+04,1.023037530138051432e+00,2.839238611463223947e+02
5.300000000000007816e+00,3.626096281846985221e+02,1.368949029502517476e+02,2.636886079365014623e+01,9.995601133353991827e+03,2.628873966232882253e+02,1.386862185344366196e+02,4.409455764008988511e-03,4.105794909403561177e-01,9.835100083743149298e+03,8.334614395417408377e+04,1.022683916155139539e+00,2.839059082210009706e+02
5.325000000000008171e+00,3.660402340563014150e+02,1.375534511017820023e+02,2.634184034747792325e+01,9.996057518014607922e+03,2.627863949223920486e+02,1.393633790672975863e+02,2.472692122393020057e-03,4.125973372430344344e-01,9.927928501839718592e+03,8.331190000576166494e+04,1.022328736686040074e+00,2.838878560619004361e+02
5.350000000000008527e+00,3.694872948108240962e+02,1.382112887608627432e+02,2.631341945258049719e+01,9.996515937990159728e+03,2.626853932214958718e+02,1.400406618577473239e+02,8.357089632178068411e-04,4.146157467713617595e-01,1.002116084977238461e+04,8.327750334139363258e+04,1.021971995464146410e+00,2.838697045919510629e+02
5.375000000000008882e+00,3.729507923647761345e+02,1.388683918608684280e+02,2.628403585164122447e+01,9.996976388675479029e+03,2.625843915205996950e+02,1.407180517002663578e+02,1.634304759694085252e-03,4.166346756849341748e-01,1.011479428086231928e+04,8.324295430660968123e+04,1.021613696317683617e+00,2.838514537384757546e+02
5.400000000000009237e+00,3.764307081699371338e+02,1.395247481496489570e+02,2.625416212293787055e+01,9.997438865379970593e+03,2.624833898197035182e+02,1.413955332632309592e+02,3.475428240246426076e-03,4.186540797639666800e-01,1.020882588866806327e+04,8.320825325335962407e+04,1.021253843140351947e+00,2.838331034317267836e+02
5.425000000000009592e+00,3.799270235644653440e+02,1.401803608168317510e+02,2.622441593728689568e+01,9.997903363367777274e+03,2.623823881188073415e+02,1.420730926657288649e+02,5.272831506126647062e-03,4.206739190791596861e-01,1.030325293503190915e+04,8.317340053698957490e+04,1.020892439860036749e+00,2.838146536033144116e+02
5.450000000000009948e+00,3.834397201687097549e+02,1.408352497680972419e+02,2.619546593709884164e+01,9.998369877908839044e+03,2.622813864179111647e+02,1.427507180297399714e+02,6.954063455359770635e-03,4.226941596288479874e-01,1.039807293491486234e+04,8.313839651241050160e+04,1.020529490399056050e+00,2.837961041841919609e+02
5.475000000000010303e+00,3.869687803201377392e+02,1.414894521043887892e+02,2.616799993377902567e+01,9.998838404334192091e+03,2.621803847170149879e+02,1.434284004795003113e+02,8.483586448804017813e-03,4.247147763008383703e-01,1.049328380867354645e+04,8.310324152994919859e+04,1.020164998631124087e+00,2.837774551024586458e+02
5.500000000000010658e+00,3.905141874942928553e+02,1.421430220435827891e+02,2.614270260612002872e+01,9.999308938093092365e+03,2.620793830161188112e+02,1.441061347741956808e+02,9.832591291967332156e-03,4.267357547491561487e-01,1.058888398421893544e+04,8.306793593106190383e+04,1.019798968336912637e+00,2.837587062810773091e+02
5.525000000000011013e+00,3.940759267313405871e+02,1.427960302796788028e+02,2.612023300109977697e+01,9.999781474809287829e+03,2.619783813152226344e+02,1.447839195847296025e+02,1.097670646334710128e-02,4.287570922171988208e-01,1.068487244901271697e+04,8.303248004411207512e+04,1.019431403160292016e+00,2.837398576356094964e+02
5.550000000000011369e+00,3.976539850356057286e+02,1.434485627641457484e+02,2.610120142010359956e+01,1.000025601033590283e+04,2.618773796143264576e+02,1.454617576453246670e+02,1.189580298249748834e-02,4.307787979904276199e-01,1.078124878453068413e+04,8.299687418025317311e+04,1.019062306565674536e+00,2.837209090719939582e+02
5.575000000000011724e+00,4.012483517276123166e+02,1.441007189286089556e+02,2.608614707250434606e+01,1.000073254080523839e+04,2.617763779134302808e+02,1.461396553773969060e+02,1.257412703982781904e-02,4.328008922861896202e-01,1.087801312269901064e+04,8.296111862969018694e+04,1.018691681799302806e+00,2.837018604845109166e+02
5.600000000000012079e+00,4.048590187625959516e+02,1.447526093838088457e+02,2.607551712651397224e+01,1.000121106267277901e+04,2.616753762125341041e+02,1.468176223703385119e+02,1.300050647227370820e-02,4.348234047194349805e-01,1.097516607950105936e+04,8.292521365837917256e+04,1.018319531855093274e+00,2.836827117539671690e+02
5.625000000000012434e+00,4.084859809707850218e+02,1.454043531678036061e+02,2.606964867884127202e+01,1.000169157275391080e+04,2.615743745116379273e+02,1.474956705901570615e+02,1.316851392426578865e-02,4.368463719619554708e-01,1.107270864575543783e+04,8.288915950527135283e+04,1.017945859446131252e+00,2.836634627461609739e+02
5.650000000000012790e+00,4.121292362343519926e+02,1.460560746320154237e+02,2.606875426840228371e+01,1.000217406825103353e+04,2.614733728107417505e+02,1.481738132554757215e+02,1.307659269527954721e-02,4.388698344156761189e-01,1.117064202473330261e+04,8.285295638027951645e+04,1.017570666983669048e+00,2.836441133107213659e+02
5.675000000000013145e+00,4.157887855712324381e+02,1.467079000823488286e+02,2.607291207909672437e+01,1.000265854677027892e+04,2.613723711098455738e+02,1.488520639653298190e+02,1.272810327329866598e-02,4.408938336308110828e-01,1.126896750374119620e+04,8.281660446302279888e+04,1.017193956564191870e+00,2.836246632803573675e+02
5.700000000000013500e+00,4.194646331472322345e+02,1.473599542912512277e+02,2.608206077742156737e+01,1.000314500632741874e+04,2.612713694089493970e+02,1.495304352157479855e+02,1.213134267080399897e-02,4.429184079127045925e-01,1.136768622944042181e+04,8.278010390238414402e+04,1.016815729964913873e+00,2.836051124705365396e+02
5.725000000000013856e+00,4.231567861940711737e+02,1.480123570258373036e+02,2.609600015491486502e+01,1.000363344534160751e+04,2.611703677080532202e+02,1.502089374556151995e+02,1.129946143552736267e-02,4.449435895248458617e-01,1.146679906008373655e+04,8.274345481697913783e+04,1.016435988648714650e+00,2.835854606796511348e+02
5.750000000000014211e+00,4.268652548380196095e+02,1.486652197245887237e+02,2.611439707107608044e+01,1.000412386261841857e+04,2.610693660071570434e+02,1.508875781181866103e+02,1.025032465524455122e-02,4.469694018188064555e-01,1.156630641046009259e+04,8.270665729642944643e+04,1.016054733777414176e+00,2.835657076896162039e+02
5.775000000000014566e+00,4.305900518558919430e+02,1.493186424494247433e+02,2.613679646807450752e+01,1.000461625732129141e+04,2.609683643062608667e+02,1.515663608353593474e+02,9.006314417795169627e-03,4.489958569045770509e-01,1.166620812147865945e+04,8.266971140350446512e+04,1.015671966234034107e+00,2.835458532669375131e+02
5.800000000000014921e+00,4.343311923546716571e+02,1.499727112284253678e+02,2.616263699676136056e+01,1.000511062893376038e+04,2.608673626053646899e+02,1.522452850438457119e+02,7.594089046246193554e-03,4.510229544810629432e-01,1.176650338747639944e+04,8.263261717695661355e+04,1.015287686652235122e+00,2.835258971641613357e+02
5.825000000000015277e+00,4.380886933933943510e+02,1.506274958882108308e+02,2.619127060279006258e+01,1.000560697721144243e+04,2.607663609044685131e+02,1.529243458267254709e+02,6.044361581875270888e-03,4.530506813632586560e-01,1.186719071869258187e+04,8.259537463512225077e+04,1.014901895453679481e+00,2.835058391217441454e+02
5.850000000000015632e+00,4.418625735593959689e+02,1.512830484446957087e+02,2.622198486151798491e+01,1.000610530212895537e+04,2.606653592035723364e+02,1.536035341591039867e+02,4.392047437836490639e-03,4.550790122063158027e-01,1.196826796625024144e+04,8.255798377990616427e+04,1.014514592889341982e+00,2.834856788701425216e+02
5.875000000000015987e+00,4.456528525035828352e+02,1.519394020928801865e+02,2.625402693937062182e+01,1.000660560382038238e+04,2.605643575026761596e+02,1.542828374814926349e+02,2.679136567723171356e-03,4.571079112004333145e-01,1.206973239944238776e+04,8.252044460124784382e+04,1.014125779085803813e+00,2.834654161321772676e+02
