# time (s),altitude (m),absolute velocity (m/s),acceleration (m/s^2),thrust (N),mass (kg),freestream velocity (m/s),angle of attack (rads),Mach,dynamic pressure (Pa),air pressure (Pa),air density (kg/m^3),air temperature (K)
1.014500000000059430e+02,8.009999866177514195e+04,6.480544041124965133e+02,-9.520613493479029188e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.982001672338011531e+02,4.425941062400993303e-02,2.791744302491883101e+00,3.992601155245866895e+00,7.318238791137030574e-01,1.253320804710880709e-05,2.034111058504207392e+02
1.014750000000059487e+02,8.011619705677684397e+04,6.478171962357622533e+02,-9.520554738316981513e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.980089308030575239e+02,4.430484421401430922e-02,2.791255074775819356e+00,3.980593443020752797e+00,7.298787121157869207e-01,1.250150415316028892e-05,2.033849256672956471e+02
1.015000000000059543e+02,8.013238952159881592e+04,6.475799898130875363e+02,-9.520496042813087811e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.978176963848463856e+02,4.434991466980400115e-02,2.790765911472854466e+00,3.968624306028132764e+00,7.279391780522231903e-01,1.246988956277160961e-05,2.033587296296339275e+02
1.015250000000059600e+02,8.014857605627924204e+04,6.473427848429834057e+02,-9.520437407110216910e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.976264606773535206e+02,4.439459300483813986e-02,2.790276800756984699e+00,3.956693579787124104e+00,7.260052594706749574e-01,1.243836400184766437e-05,2.033325177735894442e+02
1.015500000000059657e+02,8.016475666085258126e+04,6.471055813239730696e+02,-9.520378830702684425e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.974352271651847559e+02,4.443891150048967509e-02,2.789787754540942188e+00,3.944801167835759070e+00,7.240769389771353204e-01,1.240692719721520994e-05,2.033062901353208645e+02
1.015750000000059714e+02,8.018093133535701782e+04,6.468683792545766664e+02,-9.520320313716332805e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.972439926435167763e+02,4.448284274041292008e-02,2.789298761336779453e+00,3.932946907777184808e+00,7.221541992348153860e-01,1.237557887660483125e-05,2.032800467509793236e+02
1.016000000000059771e+02,8.019710007982794195e+04,6.466311786333233158e+02,-9.520261855797473416e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.970527590752511742e+02,4.452640486786984403e-02,2.788809827734907376e+00,3.921130688907310091e+00,7.202370229644228239e-01,1.234431876865553915e-05,2.032537876567145361e+02
1.016250000000059828e+02,8.021326289430074394e+04,6.463939794587424785e+02,-9.520203456940866005e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.968615247857320583e+02,4.456958301605568051e-02,2.788320947599519428e+00,3.909352365060629442e+00,7.183253929440861496e-01,1.231314660291354893e-05,2.032275128886768698e+02
1.016500000000059885e+02,8.022941977881267667e+04,6.461567817293719145e+02,-9.520145116786746797e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.966702918091117454e+02,4.461239612663639442e-02,2.787832127771516344e+00,3.897611827049241473e+00,7.164192920087993910e-01,1.228206210982330352e-05,2.032012224830121170e+02
1.016750000000059941e+02,8.024557073339913040e+04,6.459195854437481330e+02,-9.520086835419107274e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.964790572915408120e+02,4.465482070079835469e-02,2.787343357988095960e+00,3.885908918196256057e+00,7.145187030504586145e-01,1.225106502072813415e-05,2.031749164758649329e+02
1.017000000000059998e+02,8.026171575809642673e+04,6.456823906004174205e+02,-9.520028612415222469e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.962878240466578745e+02,4.469688197130743806e-02,2.786854647818687969e+00,3.874243537793978565e+00,7.126236090174935534e-01,1.222015506786429216e-05,2.031485949033761074e+02
1.017250000000060055e+02,8.027785485294181854e+04,6.454451971979242444e+02,-9.519970447870242936e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.960965894540635190e+02,4.473855560846515950e-02,2.786365987816393996e+00,3.862615532521350925e+00,7.107339929146953006e-01,1.218933198435817243e-05,2.031222578016830767e+02
1.017500000000060112e+02,8.029398801796883345e+04,6.452080052348230765e+02,-9.519912341385618149e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.959053557329775686e+02,4.477986453284562435e-02,2.785877385471633882e+00,3.851024796670861949e+00,7.088498378032782599e-01,1.215859550422741790e-05,2.030959052069235895e+02
1.017750000000060169e+02,8.031011525321565568e+04,6.449708147096665698e+02,-9.519854293007423252e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.957141207412047379e+02,4.482078913269408466e-02,2.785388833010132625e+00,3.839471182634508484e+00,7.069711268003401328e-01,1.212794536237213924e-05,2.030695371552304493e+02
1.018000000000060226e+02,8.032623655871581286e+04,6.447336256210164720e+02,-9.519796302398912502e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.955228864021099753e+02,4.486134679330113645e-02,2.784900336887754069e+00,3.827954582660743288e+00,7.050978430788356066e-01,1.209738129457453875e-05,2.030431536827342427e+02
1.018250000000060282e+02,8.034235193450748920e+04,6.444964379674339625e+02,-9.519738369581075332e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.953316507046343986e+02,4.490152027138072377e-02,2.784411889788389605e+00,3.816474851444524585e+00,7.032299698672979105e-01,1.206690303749443636e-05,2.030167548255619465e+02
1.018500000000060339e+02,8.035846138062607497e+04,6.442592517474882925e+02,-9.519680494200569498e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.951404154431561437e+02,4.494132856982074875e-02,2.783923497717343931e+00,3.805031880809270461e+00,7.013674904495018625e-01,1.203651032866382826e-05,2.029903406198346545e+02
1.018750000000060396e+02,8.037456489710696042e+04,6.440220669597488268e+02,-9.519622676296547681e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.949491786111129841e+02,4.498075284340702362e-02,2.783435153373243320e+00,3.793625526534235348e+00,6.995103881652805500e-01,1.200620290650024292e-05,2.029639111016822142e+02
1.019000000000060453e+02,8.039066248398553580e+04,6.437848836027939115e+02,-9.519564915480998479e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.947579428673225266e+02,4.501981599709336396e-02,2.782946865789154955e+00,3.782255689502366902e+00,6.976586464081394601e-01,1.197598051026789281e-05,2.029374663072116789e+02
1.019250000000060510e+02,8.040675414129905403e+04,6.435477016751985957e+02,-9.519507211886185871e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.945667046828839375e+02,4.505848977349279777e-02,2.782458622332477649e+00,3.770922211989694350e+00,6.958122486276693275e-01,1.194584288011708849e-05,2.029110062725444834e+02
1.019500000000060567e+02,8.042283986908104271e+04,6.433105211755486152e+02,-9.519449565101375299e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.943754669067161558e+02,4.509679945781184390e-02,2.781970432702751683e+00,3.759624997509257938e+00,6.939711783272982659e-01,1.191578975704761291e-05,2.028845310337871126e+02
1.019750000000060624e+02,8.043891966736875474e+04,6.430733421024286827e+02,-9.519391975157828867e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.941842275255372670e+02,4.513472698956932233e-02,2.781482289573600664e+00,3.748363903781672501e+00,6.921354190655204519e-01,1.188582088292884185e-05,2.028580406270511673e+02
1.020000000000060680e+02,8.045499353619758040e+04,6.428361644544321507e+02,-9.519334441709583317e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.939929884672710614e+02,4.517229138400707944e-02,2.780994199420793844e+00,3.737138826324346130e+00,6.903049544545698524e-01,1.185593600047813612e-05,2.028315350884370218e+02
1.020250000000060737e+02,8.047106147560384125e+04,6.425989882301503258e+02,-9.519276964827863452e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.938017472475927434e+02,4.520947063248623166e-02,2.780506153267206404e+00,3.725949619434622662e+00,6.884797681609539088e-01,1.182613485326961001e-05,2.028050144540444535e+02
1.020500000000060794e+02,8.048712348562106490e+04,6.423618134281845187e+02,-9.519219544130015365e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.936105063734770511e+02,4.524628768728252565e-02,2.780018159617652085e+00,3.714796184879380458e+00,6.866598439053231973e-01,1.179641718573208488e-05,2.027784787599731260e+02
1.020750000000060851e+02,8.050317956628650427e+04,6.421246400471329707e+02,-9.519162179742833629e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.934192627328842491e+02,4.528271500715557590e-02,2.779530207294959698e+00,3.703678372110791983e+00,6.848451654616606321e-01,1.176678274313588221e-05,2.027519280423133239e+02
1.021000000000060908e+02,8.051922971763554960e+04,6.418874680856044961e+02,-9.519104871205001928e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.932280195064518011e+02,4.531878346990714235e-02,2.779042307165115577e+00,3.692596089949136573e+00,6.830357166575892203e-01,1.173723127159790920e-05,2.027253623371537685e+02
1.021250000000060965e+02,8.053527393970265985e+04,6.416502975422069994e+02,-9.519047618612885842e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.930367740524003466e+02,4.535446866980340913e-02,2.778554449697292483e+00,3.681549193251320684e+00,6.812314813739744901e-01,1.170776251807523996e-05,2.026987816805777811e+02
1.021500000000061021e+02,8.055131223252415657e+04,6.414131284155556614e+02,-9.518990421612020469e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.928455286236525126e+02,4.538979121096148317e-02,2.778066642508788764e+00,3.670537582918358854e+00,6.794324435448663158e-01,1.167837623036421086e-05,2.026721861086654997e+02
1.021750000000061078e+02,8.056734459613543004e+04,6.411759607042654352e+02,-9.518933280265452268e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.926542806902734810e+02,4.542472986249703609e-02,2.777578876459498414e+00,3.659561115859045533e+00,6.776385871573250563e-01,1.164907215709764902e-05,2.026455756574937652e+02
1.022000000000061135e+02,8.058337103057187051e+04,6.409387944069599143e+02,-9.518876194189457962e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.924630328735883040e+02,4.545930839522888817e-02,2.777091160458647234e+00,3.648619697148605123e+00,6.758498962510451902e-01,1.161985004773876019e-05,2.026189503631334219e+02
1.022250000000061192e+02,8.059939153586700559e+04,6.407016295222601912e+02,-9.518819163510212178e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.922717819632916871e+02,4.549349924625983171e-02,2.776603482980792847e+00,3.637713178427478322e+00,6.740663549183060210e-01,1.159070965258042394e-05,2.025923102616510505e+02
1.022500000000061249e+02,8.061540611205901951e+04,6.404644660487977035e+02,-9.518762187799007179e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.920805310879412673e+02,4.552733093985109059e-02,2.776115854713893327e+00,3.626841470184639871e+00,6.722879473038806397e-01,1.156165072274372326e-05,2.025656553891104465e+02
1.022750000000061306e+02,8.063141475918050855e+04,6.402273039852013881e+02,-9.518705267143799276e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.918892775598118305e+02,4.556077984627157629e-02,2.775628265962821306e+00,3.616004429855786295e+00,6.705146576045173390e-01,1.153267301016955552e-05,2.025389857815673906e+02
1.023000000000061362e+02,8.064741747726965696e+04,6.399901433301102998e+02,-9.518648401179909513e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.916980237068338511e+02,4.559386818981339684e-02,2.775140724611031118e+00,3.605201961294697721e+00,6.687464700692861141e-01,1.150377626762434488e-05,2.025123014750776917e+02
1.023250000000061419e+02,8.066341426635906100e+04,6.397529840821597418e+02,-9.518591590011903136e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.915067668073680807e+02,4.562657073189248930e-02,2.774653220843116497e+00,3.594433922647672475e+00,6.669833689986431891e-01,1.147496024868481432e-05,2.024856025056855344e+02
1.023500000000061476e+02,8.067940512648597360e+04,6.395158262399950218e+02,-9.518534833269038486e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.913155092432756419e+02,4.565891050005912999e-02,2.774165762732620166e+00,3.583700219007431187e+00,6.652253387452121691e-01,1.144622470775083344e-05,2.024588889094382296e+02
1.023750000000061533e+02,8.069539005768392235e+04,6.392786698022606515e+02,-9.518478130977097607e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.911242489659990724e+02,4.569087018004722167e-02,2.773678342822648801e+00,3.573000715600491706e+00,6.634723637126417328e-01,1.141756940002677188e-05,2.024321607223713215e+02
1.024000000000061590e+02,8.071136905998922884e+04,6.390415147676089873e+02,-9.518421482807809753e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.909329881216509648e+02,4.572246883282026636e-02,2.773190968361622932e+00,3.562335316094430215e+00,6.617244283561766194e-01,1.138899408153091999e-05,2.024054179805200420e+02
1.024250000000061647e+02,8.072734213343448937e+04,6.388043611346918169e+02,-9.518364888809838220e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.907417243082351206e+02,4.575368677308817161e-02,2.772703630652584739e+00,3.551703883471488243e+00,6.599815171821581394e-01,1.136049850908737600e-05,2.023786607199142793e+02
1.024500000000061704e+02,8.074330927805695683e+04,6.385672089021687725e+02,-9.518308348649719974e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.905504598336159461e+02,4.578454385380817393e-02,2.772216337512238837e+00,3.541106323585658355e+00,6.582436147474961530e-01,1.133208244031747910e-05,2.023518889765733775e+02
1.024750000000061760e+02,8.075927049389109015e+04,6.383300580686977810e+02,-9.518251862391540641e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.903591921007674728e+02,4.581501879960205720e-02,2.771729079558626463e+00,3.530542498633872039e+00,6.565107056603008973e-01,1.130374563365019575e-05,2.023251027865181868e+02
1.025000000000061817e+02,8.077522578097227961e+04,6.380929086329458642e+02,-9.518195429694815246e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.901679233458488625e+02,4.584513228081241176e-02,2.771241864357966378e+00,3.520012314567983580e+00,6.547827745788192821e-01,1.127548784830479448e-05,2.022983021857574784e+02
1.025250000000061874e+02,8.079117513933405280e+04,6.378557605935782249e+02,-9.518139050603604545e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.899766515736051815e+02,4.587486535304996504e-02,2.770754684637729337e+00,3.509515639900052886e+00,6.530598062121278913e-01,1.124730884430222663e-05,2.022714872103014159e+02
1.025500000000061931e+02,8.080711856901273131e+04,6.376186139492699567e+02,-9.518082724755455359e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.897853791245512411e+02,4.590424109188407514e-02,2.770267548331524665e+00,3.499052382199706823e+00,6.513417853192232654e-01,1.121920838245033375e-05,2.022446578961500165e+02
1.025750000000061988e+02,8.082305607004277408e+04,6.373814686986918332e+02,-9.518026452292463802e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.895941027184239829e+02,4.593323025828684875e-02,2.769780443658667490e+00,3.488622399515655559e+00,6.496286967091600140e-01,1.119118622434613970e-05,2.022178142792978690e+02
1.026000000000062045e+02,8.083898764245957136e+04,6.371443248405250870e+02,-9.517970232800921693e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.894028253118409566e+02,4.596186148412742534e-02,2.769293380714751951e+00,3.478225605608546989e+00,6.479205252409659943e-01,1.116324213237456311e-05,2.021909563957355260e+02
1.026250000000062101e+02,8.085491328629758209e+04,6.369071823734490181e+02,-9.517914066371252702e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.892115444155988371e+02,4.599011104963571933e-02,2.768806350492813095e+00,3.467861866469613030e+00,6.462172558232649466e-01,1.113537586970226630e-05,2.021640842814463497e+02
1.026500000000062158e+02,8.087083300159033388e+04,6.366700412961524762e+02,-9.517857952624336093e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.890202628907122744e+02,4.601800440096987660e-02,2.768319362754851465e+00,3.457531095655060671e+00,6.445188734142237585e-01,1.110758720027688269e-05,2.021371979724083019e+02
1.026750000000062215e+02,8.088674678837321699e+04,6.364329016073209004e+02,-9.517801891676276327e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.888289772836575366e+02,4.604551470368648675e-02,2.767832405109567517e+00,3.447233151625217928e+00,6.428253630214021408e-01,1.107987588882461812e-05,2.021102975045938877e+02
1.027000000000062272e+02,8.090265464668162167e+04,6.361957633056496206e+02,-9.517745883149654418e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.886376904044562934e+02,4.607266742003738452e-02,2.767345487141186222e+00,3.436967948190309929e+00,6.411367097014096794e-01,1.105224170084469080e-05,2.020833829139680518e+02
1.027250000000062329e+02,8.091855657655093819e+04,6.359586263898312382e+02,-9.517689927136126826e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.884463999031163439e+02,4.609943879546491569e-02,2.766858600329095363e+00,3.426735354410328949e+00,6.394528985600466120e-01,1.102468440261170141e-05,2.020564542364923852e+02
1.027500000000062386e+02,8.093445257801283151e+04,6.357214908585682451e+02,-9.517634023266191790e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.882551082714174981e+02,4.612585353548116079e-02,2.766371753142390144e+00,3.416535281971173621e+00,6.377739147516626739e-01,1.099720376116521962e-05,2.020295115081180484e+02
1.027750000000062442e+02,8.095034265110548586e+04,6.354843567105599504e+02,-9.517578171643503282e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.880638125679051882e+02,4.615188633432094206e-02,2.765884934983837251e+00,3.406367595705665607e+00,6.360997434793944638e-01,1.096979954431370249e-05,2.020025547647919666e+02
1.028000000000062499e+02,8.096622679585963488e+04,6.352472239445158948e+02,-9.517522371864787445e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.878725159074678004e+02,4.617756585883891346e-02,2.765398156510670447e+00,3.396232213368444164e+00,6.344303699949795927e-01,1.094247152063155864e-05,2.019755840424565179e+02
1.028250000000062556e+02,8.098210501231346279e+04,6.350100925591414125e+02,-9.517466624092890015e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.876812146052571961e+02,4.620286044293499955e-02,2.764911404514949211e+00,3.386128994330708242e+00,6.327657795982818412e-01,1.091521945945140639e-05,2.019485993770445873e+02
1.028500000000062613e+02,8.099797730049956590e+04,6.347729625531521833e+02,-9.517410927936404974e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.874899119970388028e+02,4.622779793739561355e-02,2.764424690430765441e+00,3.376057858890998187e+00,6.311059576373284630e-01,1.088804313086474795e-05,2.019216008044828925e+02
1.028750000000062670e+02,8.101384366045333445e+04,6.345358339252601354e+02,-9.517355283519981057e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.872986047452119465e+02,4.625235064306622984e-02,2.763938002267332106e+00,3.366018670377945110e+00,6.294508895081736277e-01,1.086094230571982310e-05,2.018945883606921541e+02
1.029000000000062727e+02,8.102970409220736474e+04,6.342987066741886792e+02,-9.517299690399559253e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.871072963572942172e+02,4.627655203602564632e-02,2.763451352063496458e+00,3.356011351171198864e+00,6.278005606548188178e-01,1.083391675562034877e-05,2.018675620815888578e+02
1.029250000000062784e+02,8.104555859579797834e+04,6.340615807986580421e+02,-9.517244148695159112e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.869159839237272536e+02,4.630037516641166695e-02,2.762964729330084523e+00,3.346035769161025186e+00,6.261549565684635388e-01,1.080696625291333362e-05,2.018405220030751934e+02
1.029500000000062840e+02,8.106140717125963420e+04,6.338244562973960683e+02,-9.517188658098939769e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.867246695465846642e+02,4.632383919605877892e-02,2.762478141173218216e+00,3.336091835365493807e+00,6.245140627883770668e-01,1.078009057070339799e-05,2.018134681610565337e+02
1.029750000000062897e+02,8.107724981862492859e+04,6.335873331691296926e+02,-9.517133218655452254e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.865333509626208297e+02,4.634692513818011728e-02,2.761991579371539274e+00,3.326179424100942139e+00,6.228778649006062595e-01,1.075328948283168449e-05,2.017864005914222219e+02
1.030000000000062954e+02,8.109308653793018311e+04,6.333502114125943763e+02,-9.517077830021882789e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.863420306824738191e+02,4.636965614422713239e-02,2.761505052467082333e+00,3.316298450505557494e+00,6.212463485386648943e-01,1.072656276388722514e-05,2.017593193300600944e+02
1.030250000000063011e+02,8.110891732920706272e+04,6.331130910265229659e+02,-9.517022492302757541e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.861507058958883363e+02,4.639200683912923090e-02,2.761018550316588716e+00,3.306448785146800073e+00,6.196194993828546549e-01,1.069991018919587239e-05,2.017322244128476996e+02
1.030500000000063068e+02,8.112474219249188900e+04,6.328759720096569481e+02,-9.516967205148640474e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.859593790424349891e+02,4.641400119614943337e-02,2.760532081213649125e+00,3.296630343228771576e+00,6.179973031603620548e-01,1.067333153482195419e-05,2.017051158756563893e+02
1.030750000000063125e+02,8.114056112781912088e+04,6.326388543607363317e+02,-9.516911968621089457e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.857680479307615542e+02,4.643561859556073063e-02,2.760045637187584777e+00,3.286843001399538888e+00,6.163797456450560430e-01,1.064682657756503156e-05,2.016779937543509789e+02
1.031000000000063181e+02,8.115637413522135466e+04,6.324017380785082878e+02,-9.516856782424639505e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.855767145453751255e+02,4.645687743131340919e-02,2.759559224934900801e+00,3.277086671695589981e+00,6.147668126571655955e-01,1.062039509495466562e-05,2.016508580847864494e+02
1.031250000000063238e+02,8.117218121473398060e+04,6.321646231617187368e+02,-9.516801646632316647e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.853853760835585263e+02,4.647775552909494401e-02,2.759072834336199875e+00,3.267361226539432284e+00,6.131584900634309276e-01,1.059403686525298410e-05,2.016237089028137177e+02
1.031500000000063295e+02,8.118798236639145762e+04,6.319275096091229216e+02,-9.516746560850481984e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.851940359529612579e+02,4.649828241903386505e-02,2.758586477088412980e+00,3.257666590485680302e+00,6.115547637765593736e-01,1.056775166744581797e-05,2.015965462442728438e+02
1.031750000000063352e+02,8.120377759022545069e+04,6.316903974194738112e+02,-9.516691525183135880e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.850026912290931023e+02,4.651843270998966967e-02,2.758100142643584274e+00,3.248002635778490355e+00,6.099556197554178993e-01,1.054153928124591852e-05,2.015693701449986577e+02
1.032000000000063409e+02,8.121956688627321273e+04,6.314532865915318780e+02,-9.516636539303418019e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.848113444887626429e+02,4.653822877974483907e-02,2.757613839781427600e+00,3.238369280670347461e+00,6.083610440044935341e-01,1.051539948708419728e-05,2.015421806408148484e+02
1.032250000000063466e+02,8.123535025456734002e+04,6.312161771240556618e+02,-9.516581603321252913e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.846199925718586883e+02,4.655764444377091804e-02,2.757127557124578132e+00,3.228766396359345148e+00,6.067710225741783647e-01,1.048933206611445252e-05,2.015149777675408416e+02
1.032500000000063523e+02,8.125112769514136016e+04,6.309790690158132520e+02,-9.516526716846612999e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.844286387848111417e+02,4.657670926904287217e-02,2.756641306017810766e+00,3.219193907740949712e+00,6.051855415602905852e-01,1.046333680020557312e-05,2.014877615609867973e+02
1.032750000000063579e+02,8.126689920802880079e+04,6.307419622655689864e+02,-9.516471880025475727e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.842372795571544657e+02,4.659539307186476992e-02,2.756155073640364606e+00,3.209651683520583720e+00,6.036045871040471855e-01,1.043741347194119131e-05,2.014605320569554294e+02
1.033000000000063636e+02,8.128266479326505214e+04,6.305048568720967523e+02,-9.516417092462548410e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.840459182513963015e+02,4.661372623250650132e-02,2.755668871535703612e+00,3.200139649648825912e+00,6.020281453916792591e-01,1.041156186461341970e-05,2.014332892912379691e+02
1.033250000000063693e+02,8.129842445088364184e+04,6.302677528341677089e+02,-9.516362354285037739e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.838545519576086917e+02,4.663168090453888998e-02,2.755182689203130142e+00,3.190657681108683530e+00,6.004562026547564102e-01,1.038578176222823331e-05,2.014060332996227487e+02
1.033500000000063750e+02,8.131417818091809750e+04,6.300306501505606320e+02,-9.516307665182251796e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.836631825776638607e+02,4.664927795257442500e-02,2.754696533053880625e+00,3.181205692533381590e+00,5.988887451695139585e-01,1.036007294949451747e-05,2.013787641178860497e+02
1.033750000000063807e+02,8.132992598340287805e+04,6.297935488200541840e+02,-9.516253025159183920e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.834718084956133453e+02,4.666650310327714185e-02,2.754210397134213562e+00,3.171783570298075006e+00,5.973257592570239138e-01,1.033443521182694263e-05,2.013514817817974745e+02
1.034000000000063864e+02,8.134566785837057978e+04,6.295564488414338484e+02,-9.516198433947396396e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.832804318739437122e+02,4.668337316617286042e-02,2.753724288772831486e+00,3.162391231760482757e+00,5.957672312828042882e-01,1.030886833533960484e-05,2.013241863271162799e+02
1.034250000000063920e+02,8.136140380585659295e+04,6.293193502134838582e+02,-9.516143891577131697e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.830890502349730014e+02,4.669987072618233398e-02,2.753238198986128538e+00,3.153028557100796991e+00,5.942131476569115778e-01,1.028337210684763679e-05,2.012968777895948733e+02
1.034500000000063977e+02,8.137713382589351386e+04,6.290822529349954948e+02,-9.516089397803181527e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.828976655657360197e+02,4.671601019425049989e-02,2.752752134486887936e+00,3.143695462906311189e+00,5.926634948336348963e-01,1.025794631386223067e-05,2.012695562049768512e+02
1.034750000000064034e+02,8.139285791851393878e+04,6.288451570047591304e+02,-9.516034952620753273e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.827062758145575572e+02,4.673177814139251041e-02,2.752266087788138638e+00,3.134391833621190226e+00,5.911182593113103456e-01,1.023259074458769387e-05,2.012422216089959477e+02
1.035000000000064091e+02,8.140857608375418931e+04,6.286080624215732087e+02,-9.515980555736851088e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.825148835408990635e+02,4.674719458206821887e-02,2.751780067616726555e+00,3.125117591029745512e+00,5.895774276325004282e-01,1.020730518792442545e-05,2.012148740373820601e+02
1.035250000000064148e+02,8.142428832164686173e+04,6.283709691842324219e+02,-9.515926207282994653e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.823234854295841387e+02,4.676223085946135810e-02,2.751294062041795829e+00,3.115872610268443310e+00,5.880409863831597139e-01,1.018208943345533144e-05,2.011875135258486580e+02
1.035500000000064205e+02,8.143999463222548366e+04,6.281338772915414665e+02,-9.515871906873753616e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.821320847334369546e+02,4.677691743071291791e-02,2.750808082229708518e+00,3.106656819266959690e+00,5.865089221931155672e-01,1.015694327145374629e-05,2.011601401101046065e+02
1.035750000000064261e+02,8.145569501552265137e+04,6.278967867423019698e+02,-9.515817654619281640e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.819406783487557959e+02,4.679122803105417033e-02,2.750322116991885668e+00,3.097470095691966296e+00,5.849812217356761268e-01,1.013186649287709196e-05,2.011327538258492211e+02
1.036000000000064318e+02,8.147138947157375515e+04,6.276596975353238577e+02,-9.515763450200415363e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.817492689442973415e+02,4.680518591538162382e-02,2.749836175442187169e+00,3.088312363393773907e+00,5.834578717274457871e-01,1.010685888936391501e-05,2.011053547087720119e+02
1.036250000000064375e+02,8.148707800041045994e+04,6.274226096694151238e+02,-9.515709293679950775e+00,0.000000000000000000e+00,1.243130629937342206e+02,7.815578542381166471e+02,4.681877038161494364e-02,2.749350249281145242e+00,3.079183507373777662e+00,5.819388589283086555e-01,1.008192025323367995e-05,2.010779427945547297e+02
