# time (s),altitude (m),velocity (m/s),acceleration (m/s^2),thrust (N),mass (kg),Mach,air density (kg/m^3)
3.525000000000000000e+01,1.397846161198218942e+04,7.756347093435674651e+02,3.481911205917722896e+01,7.424408593435799048e+03,1.283196633889789382e+02,2.598996830778756539e+00,2.360286636971131724e-01
3.550000000000000000e+01,1.417346778198862012e+04,7.844558475075117485e+02,3.528455265577712652e+01,7.431601527583890856e+03,1.276635426775994659e+02,2.628495862631491153e+00,2.289906616955883489e-01
3.575000000000000000e+01,1.437069391629218444e+04,7.933948379217411002e+02,3.575596165691745654e+01,7.438660308619659190e+03,1.270074219662199937e+02,2.658389219502087286e+00,2.220861246269981992e-01
3.600000000000000000e+01,1.457016965999211061e+04,8.024532545433120276e+02,3.623366648628352493e+01,7.445585230679919732e+03,1.263513012548405214e+02,2.688681957870886929e+00,2.153147158173664422e-01
3.625000000000000000e+01,1.477192504512753294e+04,8.116323456143927615e+02,3.671636428432284305e+01,7.452376631432649447e+03,1.256951805434610492e+02,2.719379411614211595e+00,2.086760523144786383e-01
3.650000000000000000e+01,1.497599040469223473e+04,8.209334162072341314e+02,3.720428237136555794e+01,7.459034894960689599e+03,1.250390598320815769e+02,2.750485810815290311e+00,2.021697043206939215e-01
3.675000000000000000e+01,1.518239640672594760e+04,8.303580078661796051e+02,3.769836663578183078e+01,7.465560452330620137e+03,1.243829391207021047e+02,2.782005578144961966e+00,1.957951977797845744e-01
3.700000000000000000e+01,1.539117414101421673e+04,8.399077414848208036e+02,3.819893447456465907e+01,7.471953778998274174e+03,1.237268184093226324e+02,2.813943937638304860e+00,1.895520129110905561e-01
3.725000000000000000e+01,1.560235503142873131e+04,8.495836259063378293e+02,3.870353768606803868e+01,7.478215396278915250e+03,1.230706976979431602e+02,2.846306382231682086e+00,1.834395814808712777e-01
3.750000000000000000e+01,1.581597080313782863e+04,8.593872265236321937e+02,3.921440246917763517e+01,7.484345874083939634e+03,1.224145769865636879e+02,2.879096330725325892e+00,1.774572894683708879e-01
3.775000000000000000e+01,1.603205357281074976e+04,8.693200685902087343e+02,3.973136826630621954e+01,7.490345828246941892e+03,1.217584562751842157e+02,2.912319087973075149e+00,1.716044777949283506e-01
3.800000000000000000e+01,1.625063576070526506e+04,8.793828411628805952e+02,4.025109029068747901e+01,7.496215919792450222e+03,1.211023355638047434e+02,2.945979822803088677e+00,1.658804397273329623e-01
3.825000000000000000e+01,1.647175001354839696e+04,8.895769298733674759e+02,4.077635484194747306e+01,7.501956857540237252e+03,1.204462148524252711e+02,2.980080870313268626e+00,1.602844233055367995e-01
3.850000000000000000e+01,1.669542932467610080e+04,8.999037846874556408e+02,4.130741925635250311e+01,7.507569395670442645e+03,1.197900941410457989e+02,3.014626926176975807e+00,1.548156330969536199e-01
3.875000000000000000e+01,1.692170698475424069e+04,9.103639073852912134e+02,4.184049079134243243e+01,7.513054331964092853e+03,1.191339734296663266e+02,3.049622904084925867e+00,1.494732270039795807e-01
3.900000000000000000e+01,1.715061644902464104e+04,9.209584574590078319e+02,4.237820029486668005e+01,7.518412511005003580e+03,1.184778527182868544e+02,3.085070504485825094e+00,1.442563175941306841e-01
3.925000000000000000e+01,1.738219146295442260e+04,9.316887778638877080e+02,4.292128161951953302e+01,7.523644822845719318e+03,1.178217320069073821e+02,3.120973656703928345e+00,1.391639750788822849e-01
3.950000000000000000e+01,1.761646612017654479e+04,9.425560050860232195e+02,4.346890888854223789e+01,7.528752200019878728e+03,1.171656112955279099e+02,3.157336911789311529e+00,1.341952243042977833e-01
3.975000000000000000e+01,1.785347484019844705e+04,9.535617367837612619e+02,4.402292679095236139e+01,7.533735620560465577e+03,1.165094905841484376e+02,3.194164121102615717e+00,1.293490438072439075e-01
4.000000000000000000e+01,1.809325242747185257e+04,9.647073790521612864e+02,4.458256907359989896e+01,7.538596108946388995e+03,1.158533698727689654e+02,3.231460698839859091e+00,1.246243667806039845e-01
4.025000000000000000e+01,1.833583402182108694e+04,9.759941951696016531e+02,4.514726446976160901e+01,7.543334735134410948e+03,1.151972491613894931e+02,3.269231410021227191e+00,1.200200804743539462e-01
4.050000000000000000e+01,1.858125510325315190e+04,9.874237653890515958e+02,4.571828087779971383e+01,7.547952615159844754e+03,1.145411284500100209e+02,3.307480535685139778e+00,1.155350278896564303e-01
4.075000000000000000e+01,1.882955154191623660e+04,9.989974773044669973e+02,4.629484766166162757e+01,7.552450909437457085e+03,1.138850077386305486e+02,3.346213431043711051e+00,1.111680083768096378e-01
4.100000000000000000e+01,1.908075953980252962e+04,1.010716639734553951e+03,4.687664972034780675e+01,7.556830822161755350e+03,1.132288870272510763e+02,3.385434798419991065e+00,1.069177775658572971e-01
4.125000000000000000e+01,1.933491564225656111e+04,1.022582774674021834e+03,4.746453975787153468e+01,7.561093601376578590e+03,1.125727663158716041e+02,3.425149073180928205e+00,1.027830493088095903e-01
4.150000000000000000e+01,1.959205674873324097e+04,1.034597076989203742e+03,4.805720926072717702e+01,7.565240537027149003e+03,1.119166456044921318e+02,3.465361413111170741e+00,9.876249637531320236e-02
4.175000000000000000e+01,1.985222008703831307e+04,1.046761065840789115e+03,4.865595540634141258e+01,7.569272960262339438e+03,1.112605248931126596e+02,3.506075867412198122e+00,9.485475127405498807e-02
4.200000000000000000e+01,2.011544325943203148e+04,1.059076198510078029e+03,4.926053067715591993e+01,7.573192242610852190e+03,1.106044041817331731e+02,3.547297584264641479e+00,9.105840770328818556e-02
4.225000000000000000e+01,2.038176420778024840e+04,1.071543677890126673e+03,4.986991752019456925e+01,7.576999794526408550e+03,1.099482834703537009e+02,3.589031502150264785e+00,8.737202099118535070e-02
4.250000000000000000e+01,2.065122120599972550e+04,1.084165008967676158e+03,5.048532431019769007e+01,7.580697064946089995e+03,1.092921627589742286e+02,3.631281697471766101e+00,8.379410982729509905e-02
4.275000000000000000e+01,2.092385283794570933e+04,1.096941074637064730e+03,5.110426267755451590e+01,7.584285539553778108e+03,1.086360420475947564e+02,3.674053270376642200e+00,8.032315759360897367e-02
4.300000000000000000e+01,2.119969795706510922e+04,1.109873284601856085e+03,5.172883985916515570e+01,7.587766739445152780e+03,1.079799213362152841e+02,3.717349212845638906e+00,7.695761391275086905e-02
4.325000000000000000e+01,2.147879575857664531e+04,1.122962961568059882e+03,5.235870786481513051e+01,7.591142219574931914e+03,1.073238006248358118e+02,3.761174302127556324e+00,7.369589640447002377e-02
4.350000000000000000e+01,2.176118576556076732e+04,1.136211321466156505e+03,5.299343959238688484e+01,7.594413566995193833e+03,1.066676799134563396e+02,3.805533020651084009e+00,7.053639114442375457e-02
4.375000000000000000e+01,2.204690782977701747e+04,1.149619845801791371e+03,5.363409734253942673e+01,7.597582400395239347e+03,1.060115592020768673e+02,3.850429489000561922e+00,6.747745431854428044e-02
4.400000000000000000e+01,2.233600214298621358e+04,1.163189731498976016e+03,5.427954278873846761e+01,7.600650368442343279e+03,1.053554384906973951e+02,3.895868727749995486e+00,6.451741374505950977e-02
4.425000000000000000e+01,2.262850923380671884e+04,1.176922498499949597e+03,5.493106800389403332e+01,7.603619148255235814e+03,1.046993177793179086e+02,3.941854793073991559e+00,6.165457035312732481e-02
4.450000000000000000e+01,2.292446997750447554e+04,1.190819368770705069e+03,5.558748108302173563e+01,7.606490443921103179e+03,1.040431970679384364e+02,3.988392835801721770e+00,5.888719987757501384e-02
4.475000000000000000e+01,2.322392558302775069e+04,1.204881823342933103e+03,5.624981828891178992e+01,7.609265984795848453e+03,1.033870763565589641e+02,4.035486996970864659e+00,5.621355447865170746e-02
4.500000000000000000e+01,2.352691760740193422e+04,1.219111142728019104e+03,5.691727754034425146e+01,7.611947523879554865e+03,1.027309556451794919e+02,4.083142295549272660e+00,5.363186462158532619e-02
4.525000000000000000e+01,2.383348794761469253e+04,1.233508780583939142e+03,5.759055142368030289e+01,7.614536835931376118e+03,1.020748349338000196e+02,4.131363070975135443e+00,5.114034074475327929e-02
4.550000000000000000e+01,2.414367884738497014e+04,1.248076041137858510e+03,5.826904221567764353e+01,7.617035715796448130e+03,1.014187142224205473e+02,4.180154249451380366e+00,4.873717517041468994e-02
4.575000000000000000e+01,2.445753288609764786e+04,1.262814308371311881e+03,5.895306893381319924e+01,7.619445976489508212e+03,1.007625935110410751e+02,4.229520250784994495e+00,4.642054392008350405e-02
4.600000000000000000e+01,2.477509297806388713e+04,1.277724887815556031e+03,5.964231777697620629e+01,7.621769447374165793e+03,1.001064727996616028e+02,4.279465765057138604e+00,4.418860869631074245e-02
4.625000000000000000e+01,2.509640237567411532e+04,1.292814105126961294e+03,6.035686924562087796e+01,7.624007972175269970e+03,9.945035208828211637e+01,4.329995216494147314e+00,4.203951879682562426e-02
4.650000000000000000e+01,2.542150858482003969e+04,1.308100631806327783e+03,6.114610671746640946e+01,7.626163407059113524e+03,9.879423137690264412e+01,4.378218363895956422e+00,3.929293311167025154e-02
4.675000000000000000e+01,2.575045997007472397e+04,1.323571981707423674e+03,6.188539960438351528e+01,7.628865667529474194e+03,9.813811066552317186e+01,4.420095132159125306e+00,3.717577608175749726e-02
4.700000000000000000e+01,2.608330197468090046e+04,1.339225555057958672e+03,6.261429340214007055e+01,7.630824599634152037e+03,9.748198995414369961e+01,4.462313377089764721e+00,3.515848146693355963e-02
4.725000000000000000e+01,2.642008017893499709e+04,1.355061811980974653e+03,6.334502769206354600e+01,7.632699526582930048e+03,9.682586924276422735e+01,4.504858615693803081e+00,3.323717966047003841e-02
4.750000000000000000e+01,2.676084036333650511e+04,1.371081651401642830e+03,6.407935768267300602e+01,0.000000000000000000e+00,9.616974853138475510e+01,4.547726703439852969e+00,3.140810748648402428e-02
4.775000000000000000e+01,2.710313305006299561e+04,1.367284106772532368e+03,-1.519017851644180617e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.590914940105181863e+00,2.966760676787285819e-02
4.800000000000000000e+01,2.744448563725108033e+04,1.363563289093390495e+03,-1.488327071656783573e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.567678029272812523e+00,2.802374006325215536e-02
4.825000000000000000e+01,2.778491770422554328e+04,1.359918191682977067e+03,-1.458038964165374018e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.544855824671615530e+00,2.648198901049359302e-02
4.850000000000000000e+01,2.812444754762595039e+04,1.356343875882730117e+03,-1.429726320098824566e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.522440415108530232e+00,2.503529284608068187e-02
4.875000000000000000e+01,2.846309227225796349e+04,1.352835719990245252e+03,-1.403262356993991311e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.500411009351384273e+00,2.367713318079034748e-02
4.900000000000000000e+01,2.880086786888438655e+04,1.349389439553224292e+03,-1.378512174808352597e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.478748140401424216e+00,2.240148767542620226e-02
4.925000000000000000e+01,2.913778929865803730e+04,1.346001091505809200e+03,-1.355339218966056158e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.457433710915059244e+00,2.120278814230544193e-02
4.950000000000000000e+01,2.947387057698640274e+04,1.342667028531252527e+03,-1.333625189822700996e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.436450985041983763e+00,2.007588253605178258e-02
4.975000000000000000e+01,2.980912484110713558e+04,1.339383862837063589e+03,-1.313266277675539584e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.415784417147063934e+00,1.901600046451805415e-02
5.000000000000000000e+01,3.014356440921685135e+04,1.336148412845559960e+03,-1.294179996601480376e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.395419514549331552e+00,1.801872190740266139e-02
5.025000000000000000e+01,3.047720083201011948e+04,1.332957725119224733e+03,-1.276275090534092982e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.375342646699621696e+00,1.707994878497134938e-02
5.050000000000000000e+01,3.081004494843072825e+04,1.329809064540419740e+03,-1.259464231522007971e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.355541103181942653e+00,1.619587908610331875e-02
5.075000000000000000e+01,3.114210694022908501e+04,1.326699892397379017e+03,-1.243668857216306556e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.336003047619485962e+00,1.536298327143674654e-02
5.100000000000000000e+01,3.147339637662363020e+04,1.323627841835264690e+03,-1.228820224845754439e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.316717433122289727e+00,1.457798274765670192e-02
5.125000000000000000e+01,3.180392225543493623e+04,1.320590702357246755e+03,-1.214855791207141600e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.297673910769210792e+00,1.383783023270544407e-02
5.150000000000000000e+01,3.213369303749041137e+04,1.317586380113353016e+03,-1.201728897557522835e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.278862768876283695e+00,1.313969181331223549e-02
5.175000000000000000e+01,3.246271667945170702e+04,1.314612941578730215e+03,-1.189375413849103325e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.260274795110225554e+00,1.248093054068613247e-02
5.200000000000000000e+01,3.279100067089094227e+04,1.311668584731244437e+03,-1.177742738994334815e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.241901409597996775e+00,1.185909140878806459e-02
5.225000000000000000e+01,3.311855206767444906e+04,1.308751631353359244e+03,-1.166781351154096491e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.223734562975931972e+00,1.127188757777442679e-02
5.250000000000000000e+01,3.344537751993900747e+04,1.305860511094658023e+03,-1.156448103480449419e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.205766703827999997e+00,1.071718774491063272e-02
5.275000000000000000e+01,3.377148329713618296e+04,1.302993741248587185e+03,-1.146707938428343887e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.187990720375874609e+00,1.019300456047330695e-02
5.300000000000000000e+01,3.409687530875303491e+04,1.300149926776608709e+03,-1.137525788791363368e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.170399869356710809e+00,9.697483989392708184e-03
5.325000000000000000e+01,3.442155912786813860e+04,1.297327775827586947e+03,-1.128860379608730646e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.152987770650301336e+00,9.228895535965132499e-03
5.350000000000000000e+01,3.474554001596494345e+04,1.294526081154202302e+03,-1.120677869353901279e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.135748451391179970e+00,8.785623245055891595e-03
5.375000000000000000e+01,3.506882294266097597e+04,1.291743711746843019e+03,-1.112947762943724150e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.118676281118828442e+00,8.366157415701654457e-03
5.400000000000000000e+01,3.539141260373409023e+04,1.288979606223661222e+03,-1.105642209272698295e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.101765940358835572e+00,7.969086973868146073e-03
5.425000000000000000e+01,3.571331343777311122e+04,1.286232764598442600e+03,-1.098736650087405131e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.085012395260925189e+00,7.593092442550475503e-03
5.450000000000000000e+01,3.603452963947167882e+04,1.283502235193193428e+03,-1.092211762099625538e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.068410867508443829e+00,7.236939457878676339e-03
5.475000000000000000e+01,3.635506517427183280e+04,1.280787138439095088e+03,-1.086038701639301962e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.051956789396610858e+00,6.899472787121829764e-03
5.500000000000000000e+01,3.667492379468866420e+04,1.278086648285450110e+03,-1.080196061458005907e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.035645875685242245e+00,6.579610801394827728e-03
5.525000000000000000e+01,3.699410905345839274e+04,1.275399989592774318e+03,-1.074663477070303941e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.019474061325023939e+00,6.276340365701475223e-03
5.550000000000000000e+01,3.731262431539972022e+04,1.272726433106792001e+03,-1.069422594392933767e+01,0.000000000000000000e+00,9.682586920555640120e+01,4.003437490200840720e+00,5.988712116839544318e-03
5.575000000000000000e+01,3.763047276850404160e+04,1.270065291968675410e+03,-1.064456455246619271e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.987532496503033208e+00,5.715836095274388386e-03
5.600000000000000000e+01,3.794765743314998690e+04,1.267415909256824534e+03,-1.059753084740353479e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.971755591175893496e+00,5.456877701750520275e-03
5.625000000000000000e+01,3.826418117080071534e+04,1.264777673042880224e+03,-1.055294485577721275e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.956103420608750643e+00,5.211053953336782125e-03
5.650000000000000000e+01,3.858004669448345521e+04,1.262150008919754555e+03,-1.051065649250300282e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.940572811558979538e+00,4.977630013776442909e-03
5.675000000000000000e+01,3.889525657852285076e+04,1.259532378116118480e+03,-1.047052321454437340e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.925160745511365512e+00,4.755915974864087341e-03
5.700000000000000000e+01,3.920981326647895185e+04,1.256924272609302761e+03,-1.043242202726249346e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.909864350714373771e+00,4.545263871169066480e-03
5.725000000000000000e+01,3.952371907858905615e+04,1.254325213208961031e+03,-1.039623760136716335e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.894680885075976651e+00,4.345064910446654743e-03
5.750000000000000000e+01,3.983697621866136615e+04,1.251734745869637663e+03,-1.036186935729355874e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.879607728474400385e+00,4.154746901993046186e-03
5.775000000000000000e+01,4.014958677938777691e+04,1.249152435657473461e+03,-1.032924084865721426e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.864642369722805171e+00,3.973771867705915874e-03
5.800000000000000000e+01,4.046155274850004935e+04,1.246577879441322921e+03,-1.029822486460217057e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.849782386503784348e+00,3.801633822394974611e-03
5.825000000000000000e+01,4.077287601592044666e+04,1.244010696880830437e+03,-1.026873024196951079e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.835025483125859669e+00,3.637856709064836002e-03
5.850000000000000000e+01,4.108355837938949844e+04,1.241450529489229439e+03,-1.024066956640366044e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.820369461228209751e+00,3.481992477554499144e-03
5.875000000000000000e+01,4.139360154953609162e+04,1.238897038445719545e+03,-1.021396417404001689e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.805812215604868598e+00,3.333619297099070077e-03
5.900000000000000000e+01,4.170300715464360837e+04,1.236349903419681596e+03,-1.018854010415183531e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.791351726277439660e+00,3.192339892229073377e-03
5.925000000000000000e+01,4.201177674478349945e+04,1.233808817046738795e+03,-1.016434549177089330e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.776986053766151041e+00,3.057779992719248437e-03
5.950000000000000000e+01,4.231991179505269974e+04,1.231273488086836096e+03,-1.014131583961096617e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.762713321179560921e+00,2.929586889309159815e-03
5.975000000000000000e+01,4.262741370995275065e+04,1.228743644616492929e+03,-1.011937388137249805e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.748531722954872691e+00,2.807428087509950074e-03
6.000000000000000000e+01,4.293428382822933781e+04,1.226219030669970380e+03,-1.009845578608986294e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.734439533601644268e+00,2.690990051540713846e-03
6.025000000000000000e+01,4.324052342644127202e+04,1.223699404148059330e+03,-1.007850608764383971e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.720435096484535187e+00,2.579977032239203719e-03
6.050000000000000000e+01,4.354613372225339117e+04,1.221184535739705552e+03,-1.005947363341496903e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.706516816600215147e+00,2.474109973536901645e-03
6.075000000000000000e+01,4.385111587753966160e+04,1.218674208186571832e+03,-1.004131021253462031e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.692683156508050235e+00,2.373125491455730079e-03
6.100000000000000000e+01,4.415547100130828039e+04,1.216168215593378136e+03,-1.002397037277492409e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.678932633352232084e+00,2.276774920429647936e-03
6.125000000000000000e+01,4.445920015221506765e+04,1.213666359312153872e+03,-1.000742512489744840e+01,0.000000000000000000e+00,9.682586920555640120e+01,3.665263816065920111e+00,2.184823422181003932e-03
6.150000000000000000e+01,4.476230434003406845e+04,1.211168447858133050e+03,-9.991645816083149612e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.651675312313070076e+00,2.097049152812655026e-03
6.175000000000000000e+01,4.506478452835285134e+04,1.208674305116699543e+03,-9.976570965733687402e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.638165767699557129e+00,2.013242484193804131e-03
6.200000000000000000e+01,4.536664163815123175e+04,1.206183765027828713e+03,-9.962160355483236529e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.624733889839755197e+00,1.933205275217177513e-03
6.225000000000000000e+01,4.566787655011289462e+04,1.203696670535126486e+03,-9.948377970809270110e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.611378431691756319e+00,1.856750189646041820e-03
6.250000000000000000e+01,4.596849010667084076e+04,1.201212872535784754e+03,-9.935191997367281758e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.598098187837141193e+00,1.783700057906082749e-03
6.275000000000000000e+01,4.626848311393985205e+04,1.198732229442134212e+03,-9.922572374602248502e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.584891990812503870e+00,1.713887279512399647e-03
6.300000000000000000e+01,4.656785634354262584e+04,1.196254606398328406e+03,-9.910492175223000189e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.571758709308038959e+00,1.647153263318823502e-03
6.325000000000000000e+01,4.686661053385462583e+04,1.193779872102674972e+03,-9.898937182613641639e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.558697245366201578e+00,1.583347903021972876e-03
6.350000000000000000e+01,4.716474639154075703e+04,1.191307904917676524e+03,-9.887868739993848521e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.545706524512775903e+00,1.522329085635305921e-03
6.375000000000000000e+01,4.746226459363306640e+04,1.188838589350645179e+03,-9.877262268125781119e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.532785513523974963e+00,1.463962230529955444e-03
6.400000000000000000e+01,4.775916578913514968e+04,1.186371816060443962e+03,-9.867093160804985885e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.519933209510267336e+00,1.408119856972425959e-03
6.425000000000000000e+01,4.805545060039639793e+04,1.183907481054812251e+03,-9.857340022527090184e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.507148639541688873e+00,1.354681178468529175e-03
6.450000000000000000e+01,4.835111962441286596e+04,1.181445485405342424e+03,-9.847982597878933930e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.494430857897112830e+00,1.303531722081074755e-03
6.475000000000000000e+01,4.864617343405900465e+04,1.178985734978847404e+03,-9.839001705980175316e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.481778944870936421e+00,1.254562971045008806e-03
6.500000000000000000e+01,4.894061257925414247e+04,1.176528140184097310e+03,-9.830379179000047429e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.469192005644950783e+00,1.207672029152480038e-03
6.525000000000000000e+01,4.923443758800362411e+04,1.174072614804493014e+03,-9.822101518417532873e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.456669169221338045e+00,1.162761305487280440e-03
6.550000000000000000e+01,4.952764896712266636e+04,1.171619075754605319e+03,-9.814156199550755133e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.444209584690440362e+00,1.119738218196335029e-03
6.575000000000000000e+01,4.982024720328624244e+04,1.169167445515857935e+03,-9.806520954989876415e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.431812420248145479e+00,1.078514916092577483e-03
6.600000000000000000e+01,5.011223276432764396e+04,1.166717650510291378e+03,-9.799180022265963075e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.419476870055604412e+00,1.039008016849975093e-03
6.625000000000000000e+01,5.040360610016898863e+04,1.164269620789980081e+03,-9.792118881245128748e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.407202149174323846e+00,1.001138360749942880e-03
6.650000000000000000e+01,5.069436764366248099e+04,1.161823289684951988e+03,-9.785324420112763377e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.394987492393456208e+00,9.648307790712515927e-04
6.675000000000000000e+01,5.098451781138854858e+04,1.159378593635527068e+03,-9.778784197699408764e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.382832152951665172e+00,9.300138761526859262e-04
6.700000000000000000e+01,5.127405700441321096e+04,1.156935472033900396e+03,-9.772486406506835976e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.370735401810464271e+00,8.966198242586510001e-04
6.725000000000000000e+01,5.156298560899012955e+04,1.154493866687409536e+03,-9.766421385963376167e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.358696526964534357e+00,8.645841704426970127e-04
6.750000000000000000e+01,5.185130399698306428e+04,1.152053720717545730e+03,-9.760583879455678513e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.346714831665269951e+00,8.338456546596105350e-04
6.775000000000000000e+01,5.213901252650933020e+04,1.149614981431007209e+03,-9.754957146154108472e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.334789631033960422e+00,8.043460384473586321e-04
6.800000000000000000e+01,5.242611154284062650e+04,1.147177598617292915e+03,-9.749531254857297213e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.322920260184177632e+00,7.760299434699862928e-04
6.825000000000000000e+01,5.271260137903284340e+04,1.144741524526813237e+03,-9.744296361919060345e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.311106069071666713e+00,7.488446993145787128e-04
6.850000000000000000e+01,5.299848235647837282e+04,1.142306713564135862e+03,-9.739243850709256023e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.299346422239446408e+00,7.227402000258556156e-04
6.875000000000000000e+01,5.328375478543111967e+04,1.139873122181598319e+03,-9.734365530149773349e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.287640697748893892e+00,6.976687688219036310e-04
6.900000000000000000e+01,5.356841896550560341e+04,1.137440708778580756e+03,-9.729653612070395141e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.275988286698527929e+00,6.735850304872411862e-04
6.925000000000000000e+01,5.385247518615159788e+04,1.135009433606115408e+03,-9.725100689861188030e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.264388592765687047e+00,6.504457909770164532e-04
6.950000000000000000e+01,5.413592372710550990e+04,1.132579258669689580e+03,-9.720699745702924943e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.252841031769848623e+00,6.282099237963750240e-04
6.975000000000000000e+01,5.441876485873921774e+04,1.130150146737104933e+03,-9.716447730338716227e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.241345031236804175e+00,6.068382627470654848e-04
7.000000000000000000e+01,5.470099884233343619e+04,1.127722062604006851e+03,-9.712336532392415123e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.229900027412335728e+00,5.862935006652989249e-04
7.025000000000000000e+01,5.498262593056456535e+04,1.125294972895275123e+03,-9.708358834926768210e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.218505468747024700e+00,5.665400937902673618e-04
7.050000000000000000e+01,5.526364636802621681e+04,1.122868845985639837e+03,-9.704507638541208792e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.207160815177604984e+00,5.475441714088151619e-04
7.075000000000000000e+01,5.554406039157940540e+04,1.120443651616890975e+03,-9.700777474995406990e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.195865537754875252e+00,5.292734504785194223e-04
7.100000000000000000e+01,5.582386823068602826e+04,1.118019360832856137e+03,-9.697163136139225870e+00,0.000000000000000000e+00,9.682586920555640120e+01,3.184619117416719547e+00,5.116971549488501681e-04
