# time (s),altitude (m),velocity (m/s),acceleration (m/s^2),thrust (N),mass (kg),Mach,air density (kg/m^3)
1.070000000000000000e+02,8.984621184946413268e+04,7.730522445723596547e+02,-9.519310662847404458e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.910279627520583112e+00,1.479344340937190667e-05
1.072500000000000000e+02,9.003917744517608662e+04,7.706725731788546909e+02,-9.518685574019675855e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.903074061905235315e+00,1.453715422512241552e-05
1.075000000000000000e+02,9.023154814252036158e+04,7.682930574142699243e+02,-9.518063058338873006e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.895884078254750804e+00,1.428642260598242171e-05
1.077500000000000000e+02,9.042332398032433412e+04,7.659136966497362664e+02,-9.517443058134837486e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.888709574027763960e+00,1.404110962165204869e-05
1.080000000000000000e+02,9.061450499726078124e+04,7.635344902688277671e+02,-9.516825523634189210e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.881550447487073452e+00,1.380108024006031742e-05
1.082500000000000000e+02,9.080509123184891359e+04,7.611554376594059477e+02,-9.516210437687121271e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.874406597686500531e+00,1.356620320685431129e-05
1.085000000000000000e+02,9.099508272245542321e+04,7.587765382133019330e+02,-9.515597784416177873e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.867277924442740433e+00,1.333635092894820742e-05
1.087500000000000000e+02,9.118447950729542936e+04,7.563977913262052652e+02,-9.514987548386526939e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.860164328326613825e+00,1.311139936197920657e-05
1.090000000000000000e+02,9.137328162443346810e+04,7.540191963975571525e+02,-9.514379714592573478e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.853065710654925979e+00,1.289122790152923785e-05
1.092500000000000000e+02,9.156148911178437993e+04,7.516407528304458765e+02,-9.513774268444956661e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.845981973482436755e+00,1.267571927797584376e-05
1.095000000000000000e+02,9.174910200711422658e+04,7.492624600315064072e+02,-9.513171195758014065e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.838913019593934717e+00,1.246475945484307493e-05
1.097500000000000000e+02,9.193612034804117866e+04,7.468843174108219500e+02,-9.512570482737627842e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.831858752496415832e+00,1.225823753052506999e-05
1.100000000000000000e+02,9.212254417203634512e+04,7.445063243818295859e+02,-9.511972115969468788e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.824819076411363428e+00,1.205604564326277412e-05
1.102500000000000000e+02,9.230837351642458816e+04,7.421284803612277301e+02,-9.511376082407617005e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.817793896267131393e+00,1.185807887925726779e-05
1.105000000000000000e+02,9.249360841838536726e+04,7.397507847688868878e+02,-9.510782369363555588e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.810783117691422639e+00,1.166423518380801977e-05
1.107500000000000000e+02,9.267824891495348129e+04,7.373732370277630253e+02,-9.510190964495516042e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.803786647003867705e+00,1.147441527536853326e-05
1.110000000000000000e+02,9.286229504301986890e+04,7.349958365616727178e+02,-9.509601864361277634e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.796804391208697282e+00,1.128852256241615057e-05
1.112500000000000000e+02,9.304574683932907647e+04,7.326185827737742784e+02,-9.509015151593860793e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.789836257982297507e+00,1.110646306303687456e-05
1.115000000000000000e+02,9.322860434047854505e+04,7.302414750905005576e+02,-9.508430733094705545e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.782882155613938036e+00,1.092814532713194849e-05
1.117500000000000000e+02,9.341086758292269951e+04,7.278645129435524268e+02,-9.507848587792585349e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.775941993105954353e+00,1.075348036114968158e-05
1.120000000000000000e+02,9.359253660297537863e+04,7.254876957718026915e+02,-9.507268686998878948e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.769015680123029233e+00,1.058238155525117132e-05
1.122500000000000000e+02,9.377361143681046087e+04,7.231110230166754036e+02,-9.506691020509144607e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.762103126990093527e+00,1.041476461283072985e-05
1.125000000000000000e+02,9.395409212046247558e+04,7.207344941220778765e+02,-9.506115578390181398e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.755204244674469782e+00,1.025054748230951476e-05
1.127500000000000000e+02,9.413397868982725777e+04,7.183581085343348605e+02,-9.505542350972172372e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.748318944779177375e+00,1.008965029112108286e-05
1.130000000000000000e+02,9.431327118066250114e+04,7.159818657021245372e+02,-9.504971328841081757e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.741447139536327349e+00,9.931995281812901839e-06
1.132500000000000000e+02,9.449196962858835468e+04,7.136057650764166738e+02,-9.504402502831263533e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.734588741800595191e+00,9.777506750191008588e-06
1.135000000000000000e+02,9.467007406908801931e+04,7.112298061104121416e+02,-9.503835864018325807e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.727743665042777543e+00,9.626110985436599297e-06
1.137500000000000000e+02,9.484758453750824265e+04,7.088539882594841401e+02,-9.503271403712203025e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.720911823343427294e+00,9.477736212127220512e-06
1.140000000000000000e+02,9.502450106905988650e+04,7.064783109811215809e+02,-9.502709113450434231e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.714093131386567492e+00,9.332312534097060168e-06
1.142500000000000000e+02,9.520082369881846535e+04,7.041027737348736082e+02,-9.502148984991672265e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.707287504453485427e+00,9.189771880073083847e-06
1.145000000000000000e+02,9.537655246172461193e+04,7.017273759822962802e+02,-9.501591010309361707e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.700494858416597976e+00,9.050047951026609272e-06
1.147500000000000000e+02,9.555168739258385904e+04,6.993521171774123104e+02,-9.501035219535879150e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.693715109733397783e+00,8.913076169181670464e-06
1.150000000000000000e+02,9.572622852606492233e+04,6.969769967746947259e+02,-9.500481610870432192e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.686948175417587015e+00,8.778793628624782395e-06
1.152500000000000000e+02,9.590017589670087909e+04,6.946020142387802707e+02,-9.499930143657744352e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.680193973052619194e+00,8.647139047461663928e-06
1.155000000000000000e+02,9.607352953889196215e+04,6.922271690391839911e+02,-9.499380798385152147e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.673452420809386165e+00,8.518052721465978807e-06
1.157500000000000000e+02,9.624628948690615653e+04,6.898524606477827774e+02,-9.498833565604865470e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.666723437427764631e+00,8.391476479170455167e-06
1.160000000000000000e+02,9.641845577487965056e+04,6.874778885381298323e+02,-9.498288438611782070e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.660006942204951708e+00,8.267353638354635323e-06
1.162500000000000000e+02,9.659002843681719969e+04,6.851034521854121522e+02,-9.497745410870939153e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.653302854988291992e+00,8.145628963881246004e-06
1.165000000000000000e+02,9.676100750659257756e+04,6.827291510664089174e+02,-9.497204476012791829e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.646611096169717570e+00,8.026248626835352695e-06
1.167500000000000000e+02,9.693139301794892526e+04,6.803549846594517021e+02,-9.496665627828638989e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.639931586680257736e+00,7.909160164923278972e-06
1.170000000000000000e+02,9.710118500449918793e+04,6.779809524443851387e+02,-9.496128860266175309e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.633264247984612449e+00,7.794312444088901927e-06
1.172500000000000000e+02,9.727038349972643482e+04,6.756070539025288326e+02,-9.495594167425180032e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.626609002075790400e+00,7.681655621307348792e-06
1.175000000000000000e+02,9.743898853698425228e+04,6.732332885166405276e+02,-9.495061543553331873e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.619965771469808802e+00,7.571141108516504453e-06
1.177500000000000000e+02,9.760700014949710749e+04,6.708596557708799537e+02,-9.494530983042162475e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.613334479200459581e+00,7.462721537649260304e-06
1.180000000000000000e+02,9.777441837036065408e+04,6.684861551507741524e+02,-9.494002480423086254e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.606715048814133073e+00,7.356350726729849935e-06
1.182500000000000000e+02,9.794124323254211049e+04,6.661127861431832571e+02,-9.493476030363614981e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.600107404364704777e+00,7.251983646999238364e-06
1.185000000000000000e+02,9.810747476888056553e+04,6.637395482362674102e+02,-9.492951627663609671e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.593511470408480957e+00,7.149576391036234089e-06
1.187500000000000000e+02,9.827311301208732766e+04,6.613664409194190057e+02,-9.492429267393605485e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.586927171999203301e+00,7.049086141840900008e-06
1.190000000000000000e+02,9.843815799474614323e+04,6.589934636828774046e+02,-9.491908946166292438e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.580354434683027609e+00,6.950471142850023311e-06
1.192500000000000000e+02,9.860260974931350211e+04,6.566206160184250393e+02,-9.491390657809645859e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.573793184492797037e+00,6.853690668852890760e-06
1.195000000000000000e+02,9.876646830811900145e+04,6.542478974190613599e+02,-9.490874397454767575e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.567243347944957010e+00,6.758704997779495198e-06
1.197500000000000000e+02,9.892973370336563676e+04,6.518753073790072676e+02,-9.490360160216168239e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.560704852034076717e+00,6.665475383331611838e-06
1.200000000000000000e+02,9.909240596713010746e+04,6.495028453936023425e+02,-9.489847941619597549e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.554177624228215260e+00,6.573964028430499869e-06
1.202500000000000000e+02,9.925448513136307884e+04,6.471305109592773306e+02,-9.489337737299907261e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.547661592464082414e+00,6.484134059454359783e-06
1.205000000000000000e+02,9.941597122788947308e+04,6.447583035735277690e+02,-9.488829542998145072e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.541156685142434091e+00,6.395949501240161718e-06
1.207500000000000000e+02,9.957686428840871667e+04,6.423862227348880651e+02,-9.488323354558723111e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.534662831123516646e+00,6.309375252825643364e-06
1.210000000000000000e+02,9.973716434449497319e+04,6.400142679429063719e+02,-9.487819167926630826e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.528179959722567149e+00,6.224377063907302288e-06
1.212500000000000000e+02,9.989687142759743438e+04,6.376424386981201451e+02,-9.487316979144784668e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.521708000705360053e+00,6.140921511991960009e-06
1.215000000000000000e+02,1.000559855690405529e+05,6.352707345020322691e+02,-9.486816784351402632e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.515246884283808715e+00,6.058975980219332867e-06
1.217500000000000000e+02,1.002145068000242609e+05,6.328991548570878649e+02,-9.486318579777488935e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.508796541111611766e+00,5.978508635834793853e-06
1.220000000000000000e+02,1.003724351516242314e+05,6.305276992666517799e+02,-9.485822361744375542e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.502356902279952999e+00,5.899488409291234280e-06
1.222500000000000000e+02,1.005297706547920970e+05,6.281563672349864191e+02,-9.485328126661336512e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.495927899313245435e+00,5.821884973960454600e-06
1.225000000000000000e+02,1.006865133403556538e+05,6.257851582672305994e+02,-9.484835871023266307e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.489509464164924690e+00,5.745668726434704246e-06
1.227500000000000000e+02,1.008426632390187442e+05,6.234140718653123940e+02,-9.484345607672928224e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.483101529213289416e+00,5.670810767399644304e-06
1.230000000000000000e+02,1.009982203813607775e+05,6.210431075330041040e+02,-9.483857329232963096e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.476704027247757844e+00,5.597282883061454384e-06
1.232500000000000000e+02,1.011531847978372534e+05,6.186722647768621073e+02,-9.483371024567993857e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.470316891476842303e+00,5.525057527110025800e-06
1.235000000000000000e+02,1.013075565187807661e+05,6.163015431056116995e+02,-9.482886685001673754e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.463940055526388839e+00,5.454107803201333423e-06
1.237500000000000000e+02,1.014613355744012079e+05,6.139309420288136607e+02,-9.482404307192114246e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.457573453434172883e+00,5.384407447942993391e-06
1.240000000000000000e+02,1.016145219947859441e+05,6.115604610567761483e+02,-9.481923888149932367e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.451217019642847106e+00,5.315930814367775324e-06
1.242500000000000000e+02,1.017671158099000168e+05,6.091900997005373029e+02,-9.481445424955303736e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.444870688995882446e+00,5.248652855879681844e-06
1.245000000000000000e+02,1.019191170495863043e+05,6.068198574718483087e+02,-9.480968914756180865e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.438534396733720522e+00,5.182549110657907844e-06
1.247500000000000000e+02,1.020705257435657259e+05,6.044497338831566822e+02,-9.480494354766550558e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.432208078489965342e+00,5.117595686504589968e-06
1.250000000000000000e+02,1.022213419214374007e+05,6.020797284475904689e+02,-9.480021742264730378e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.425891670287617430e+00,5.053769246122639612e-06
1.252500000000000000e+02,1.023715656126788090e+05,5.997098406789425553e+02,-9.479551074591745063e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.419585108535348583e+00,4.991046992810402526e-06
1.255000000000000000e+02,1.025211968466459512e+05,5.973400700916550932e+02,-9.479082349149706488e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.413288330023816819e+00,4.929406656560412436e-06
1.257500000000000000e+02,1.026702356525735231e+05,5.949704162008050616e+02,-9.478615563400270005e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.407001271922021290e+00,4.868826480549916023e-06
1.260000000000000000e+02,1.028186820595750760e+05,5.926008785220892605e+02,-9.478150714863126325e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.400723871773694063e+00,4.809285208011027073e-06
1.262500000000000000e+02,1.029665360966431472e+05,5.902314565718106678e+02,-9.477687801114511146e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.394456067493733853e+00,4.750762069469213742e-06
1.265000000000000000e+02,1.031137977926494495e+05,5.878621498668642289e+02,-9.477226819785792955e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.388197797364674857e+00,4.693236770338662823e-06
1.267500000000000000e+02,1.032604671763449587e+05,5.854929579247236688e+02,-9.476767768562076810e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.381949000033195318e+00,4.636689478863972080e-06
1.270000000000000000e+02,1.034065442763601168e+05,5.831238802635624552e+02,-9.476310644644662773e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.375709614506660738e+00,4.581100814397431089e-06
1.272500000000000000e+02,1.035520291212053708e+05,5.807549164063468652e+02,-9.475855428862379526e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.369479580150021247e+00,4.526451836001969325e-06
1.275000000000000000e+02,1.036969217392718565e+05,5.783860658742457872e+02,-9.475402128404265767e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.363258836692062381e+00,4.472724031369674827e-06
1.277500000000000000e+02,1.038412221588310495e+05,5.760173281878353464e+02,-9.474950745641612215e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.357047324206599903e+00,4.419899306046712646e-06
1.280000000000000000e+02,1.039849304080343427e+05,5.736487028669820347e+02,-9.474501283413054864e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.350844983112034603e+00,4.367959972955565399e-06
1.282500000000000000e+02,1.041280465149131342e+05,5.712801894320675729e+02,-9.474053739657909645e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.344651754167839330e+00,4.316888742205727515e-06
1.285000000000000000e+02,1.042705705073790159e+05,5.689117874039770868e+02,-9.473608112361814548e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.338467578474217046e+00,4.266668711183754327e-06
1.287500000000000000e+02,1.044125024132238323e+05,5.665434963040881939e+02,-9.473164399555555448e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.332292397468890943e+00,4.217283354914635301e-06
1.290000000000000000e+02,1.045538422601198545e+05,5.641753156542597480e+02,-9.472722599313947001e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.326126152923926327e+00,4.168716516686470001e-06
1.292500000000000000e+02,1.046945900756198680e+05,5.618072449768210390e+02,-9.472282709754727748e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.319968786942585792e+00,4.120952398930641375e-06
1.295000000000000000e+02,1.048347458871573035e+05,5.594392837945616748e+02,-9.471844729037499633e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.313820241956217494e+00,4.073975554349923208e-06
1.297500000000000000e+02,1.049743097220463387e+05,5.570714316307210083e+02,-9.471408655362676399e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.307680460721174942e+00,4.027770877287218628e-06
1.300000000000000000e+02,1.051132816074820148e+05,5.547036880089783608e+02,-9.470974486970488826e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.301549386315765888e+00,3.982323595327802715e-06
1.302500000000000000e+02,1.052516615705403674e+05,5.523360524534433580e+02,-9.470542222139988198e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.295426962137238069e+00,3.937619261128367516e-06
1.305000000000000000e+02,1.053894496381784847e+05,5.499685244886463806e+02,-9.470111859188092396e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.289313131898789377e+00,3.893643744466035568e-06
1.307500000000000000e+02,1.055266458372346533e+05,5.476011036395292422e+02,-9.469683396468651537e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.283207839626612667e+00,3.850383224501060369e-06
1.310000000000000000e+02,1.056632501944284450e+05,5.452337894314363211e+02,-9.469256832371556243e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.277111029656968988e+00,3.807824182246945722e-06
1.312500000000000000e+02,1.057992627363604406e+05,5.428665813853660893e+02,-9.468832184281019693e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.271022646633288788e+00,3.765953393241907365e-06
1.315000000000000000e+02,1.059346834895113134e+05,5.404994790226099894e+02,-9.468409451024539791e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.264942635492263490e+00,3.724757920415983103e-06
1.317500000000000000e+02,1.060695124802422943e+05,5.381324818683308422e+02,-9.467988617116409600e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.258870941471858851e+00,3.684225107148323028e-06
1.320000000000000000e+02,1.062037497347963363e+05,5.357655894496144811e+02,-9.467569674865503160e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.252807510116851653e+00,3.644342570508264277e-06
1.322500000000000000e+02,1.063373952792982891e+05,5.333988012941300667e+02,-9.467152621937817258e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.246752287271510440e+00,3.605098194675430023e-06
1.325000000000000000e+02,1.064704491397549282e+05,5.310321169298856603e+02,-9.466737456977725174e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.240705219073734211e+00,3.566480124534066950e-06
1.327500000000000000e+02,1.066029113420551148e+05,5.286655358852210611e+02,-9.466324178658187094e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.234666251951774152e+00,3.528476759436306933e-06
1.330000000000000000e+02,1.067347819119697961e+05,5.262990576888009855e+02,-9.465912785680076880e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.228635332621532683e+00,3.491076747129557874e-06
1.332500000000000000e+02,1.068660608751521504e+05,5.239326818696081318e+02,-9.465503276771523034e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.222612408083891378e+00,3.454268977843324341e-06
1.335000000000000000e+02,1.069967482571376313e+05,5.215664079569363594e+02,-9.465095650687265660e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.216597425622064188e+00,3.418042578530978916e-06
1.337500000000000000e+02,1.071268440833440545e+05,5.192002354803843218e+02,-9.464689906208025860e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.210590332798975988e+00,3.382386907261881039e-06
1.340000000000000000e+02,1.072563483790716855e+05,5.168341639698493282e+02,-9.464286042139903543e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.204591077454667092e+00,3.347291547759890256e-06
1.342500000000000000e+02,1.073852611695032829e+05,5.144681929555208626e+02,-9.463884057313782350e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.198599607703724645e+00,3.312746304083791359e-06
1.345000000000000000e+02,1.075135824797041860e+05,5.121023219678746727e+02,-9.463483950584743454e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.192615871932735772e+00,3.278741195445901526e-06
1.347500000000000000e+02,1.076413123346224165e+05,5.097365505376668011e+02,-9.463085720831513115e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.186639818797768475e+00,3.245266451164833921e-06
1.350000000000000000e+02,1.077684507590886788e+05,5.073708781959278440e+02,-9.462689366955904902e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.180671397221874974e+00,3.212312505748648884e-06
1.352500000000000000e+02,1.078949977778165048e+05,5.050053044751444418e+02,-9.462294883133624879e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.174710556392619010e+00,3.179869994104782671e-06
1.355000000000000000e+02,1.080209534154038265e+05,5.026398289182839676e+02,-9.461902227441939317e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.168757245762376273e+00,3.147929746873170773e-06
1.357500000000000000e+02,1.081463176963333972e+05,5.002744510584344653e+02,-9.461511439397911616e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.162811415066787868e+00,3.116482785878765193e-06
1.360000000000000000e+02,1.082710906449712784e+05,4.979091704285712581e+02,-9.461122519452738189e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.156873014275238809e+00,3.085520319700770319e-06
1.362500000000000000e+02,1.083952722855664178e+05,4.955439865604198530e+02,-9.460735472605692920e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.150941993611123149e+00,3.055033739355593396e-06
1.365000000000000000e+02,1.085188626422507223e+05,4.931788989859666117e+02,-9.460350297812917475e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.145018303546873728e+00,3.025014614089575126e-06
1.367500000000000000e+02,1.086418617390391446e+05,4.908139072374535203e+02,-9.459966994052345868e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.139101894805136128e+00,2.995454687278510793e-06
1.370000000000000000e+02,1.087642695998297277e+05,4.884490108473727332e+02,-9.459585560323203524e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.133192718356455853e+00,2.966345872431328914e-06
1.372500000000000000e+02,1.088860862484036479e+05,4.860842093484613429e+02,-9.459205995645495690e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.127290725416984829e+00,2.937680249294908584e-06
1.375000000000000000e+02,1.090073117084253172e+05,4.837195022736964347e+02,-9.458828299059529598e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.121395867446212780e+00,2.909450060057360174e-06
1.377500000000000000e+02,1.091279460034424119e+05,4.813548891562900849e+02,-9.458452469625429515e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.115508096144716355e+00,2.881647705646936037e-06
1.380000000000000000e+02,1.092479891568859457e+05,4.789903695296844148e+02,-9.458078506422678444e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.109627363451932469e+00,2.854265742124104687e-06
1.382500000000000000e+02,1.093674411920703133e+05,4.766259429275469870e+02,-9.457706408549668708e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.103753621543948515e+00,2.827296877164131711e-06
1.385000000000000000e+02,1.094863021321933629e+05,4.742616088837662005e+02,-9.457336175123250754e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.097886822831317666e+00,2.800733966627777092e-06
1.387500000000000000e+02,1.096045720003364404e+05,4.718973669324466300e+02,-9.456967805278319261e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.092026919956889719e+00,2.774570011217653833e-06
1.390000000000000000e+02,1.097222508194644324e+05,4.695332166079047624e+02,-9.456601298167383263e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.086173865793665705e+00,2.748798153217932492e-06
1.392500000000000000e+02,1.098393386124258541e+05,4.671691574446647337e+02,-9.456236652960173572e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.080327613442668477e+00,2.723411673315227057e-06
1.395000000000000000e+02,1.099558354019528488e+05,4.648051889774539518e+02,-9.455873868843223562e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.074488116230837065e+00,2.698403987498313751e-06
1.397500000000000000e+02,1.100717412106612901e+05,4.624413107418793629e+02,-9.455512942298456736e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.068655327708936564e+00,2.673768644034714690e-06
1.400000000000000000e+02,1.101870560610549146e+05,4.600775223183752018e+02,-9.455153694016663835e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.062829201651051658e+00,2.649499320521907685e-06
1.402500000000000000e+02,1.103017799755318993e+05,4.577138232668818887e+02,-9.454796205973279299e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.057009692153496161e+00,2.625589821010549934e-06
1.405000000000000000e+02,1.104159129763802921e+05,4.553502131337770606e+02,-9.454440532419276622e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.051196753482565027e+00,2.602034073197890685e-06
1.407500000000000000e+02,1.105294550857712456e+05,4.529866914514923906e+02,-9.454086729138607481e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.045390340088543812e+00,2.578826125692502364e-06
1.410000000000000000e+02,1.106424063257590315e+05,4.506232577527363787e+02,-9.453734795023978066e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.039590406602924233e+00,2.555960145346361006e-06
1.412500000000000000e+02,1.107547667182811565e+05,4.482599115704879864e+02,-9.453384728993489361e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.033796907869120041e+00,2.533430414650833608e-06
1.415000000000000000e+02,1.108665362851583777e+05,4.458966524379904968e+02,-9.453036529989992331e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.028009798940500596e+00,2.511231329196132833e-06
1.417500000000000000e+02,1.109777150480948185e+05,4.435334798887453758e+02,-9.452690196980459092e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.022229035078439319e+00,2.489357395192664815e-06
1.420000000000000000e+02,1.110883030286779976e+05,4.411703934565065310e+02,-9.452345728955366511e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.016454571750381008e+00,2.467803227052552321e-06
1.422500000000000000e+02,1.111983002483789169e+05,4.388073926752745137e+02,-9.452003124928095801e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.010686364627926270e+00,2.446563545029824249e-06
1.425000000000000000e+02,1.113077067285520898e+05,4.364444770792909480e+02,-9.451662383934362310e+00,0.000000000000000000e+00,9.682586920555640120e+01,1.004924369584932142e+00,2.425633172917671857e-06
