0.0011896,0.73566
0.10084,0.38094
0.20303,0.3585
0.31081,0.35159
0.42077,0.35302
0.52257,0.35982
0.63206,0.37242
0.74208,0.39102
0.85173,0.41836
0.96301,0.45089
1.0631,0.46534
1.1714,0.45345
1.2703,0.43942
1.3701,0.42694
1.4828,0.41194
1.5825,0.39927
1.6927,0.3853
1.7921,0.37352
1.9029,0.36139
2.0003,0.35148
2.1036,0.34222
2.2015,0.334
2.313,0.32583
2.4104,0.31926
2.5246,0.31201
2.6208,0.30624
2.7214,0.3005
2.8333,0.29445
2.9366,0.28916
3.0442,0.28413
3.1412,0.28015
3.2416,0.27624
3.3536,0.2721
3.4531,0.26861
3.5644,0.2649
3.6616,0.26182
3.7749,0.25855
3.8733,0.25588
3.9743,0.25327
4.0779,0.25073
4.1841,0.24825
4.2829,0.24607
4.3942,0.24375
4.4977,0.2417
4.6035,0.23973
4.7007,0.23801
